Experiment: Mar_18_osmo_expt vial 11, Thu Mar 18 18:20:50 2021
0.0052,56359
0.0109,56364
0.0165,56363
0.0219,56366
0.0275,56353
0.0332,56349
0.0388,56356
0.0442,56352
0.0498,56345
0.0554,56340
0.0608,56348
0.0664,56350
0.072,56342
0.0777,55238
0.083,55262
0.0887,55272
0.0943,55267
0.0997,55278
0.1053,55292
0.111,55291
0.1163,55286
0.122,55273
0.1276,55271
0.1332,55260
0.1386,55284
0.1442,55273
0.1498,55299
0.1554,55293
0.1608,55284
0.1664,55274
0.1721,55279
0.1774,55290
0.183,55284
0.1887,55281
0.1943,55283
0.1997,55285
0.2053,55283
0.2109,55285
0.2166,55284
0.2219,55281
0.2276,55278
0.2332,55277
0.2386,55271
0.2442,55298
0.2498,55283
0.2555,55286
0.2608,55284
0.2665,55282
0.2721,55284
0.2775,55287
0.283,55280
0.2886,55278
0.2942,55275
0.2999,55275
0.3052,55281
0.3108,55267
0.3164,55263
0.3221,55277
0.3275,55275
0.3331,55270
0.3386,55267
0.3442,55265
0.3499,55275
0.3552,55264
0.3608,55269
0.3664,55272
0.372,55267
0.3774,55257
0.383,55258
0.3887,55264
0.3942,55266
0.3998,55265
0.4052,55261
0.4108,55248
0.4165,55246
0.422,55237
0.4277,55246
0.433,55248
0.4387,55245
0.4443,55258
0.4496,55244
0.4553,55242
0.4609,55227
0.4666,55251
0.4719,55229
0.4776,55231
0.4832,55232
0.4885,55225
0.4942,55228
0.4998,55220
0.5054,55223
0.5108,55234
0.5164,55218
0.522,55220
0.5277,55214
0.533,55228
0.5387,55209
0.5443,55206
0.5497,55218
0.5553,55205
0.561,55200
0.5666,55210
0.572,55208
0.5776,55208
0.5832,55200
0.5886,55191
0.5942,55196
0.5999,55197
0.6052,55181
0.6108,55180
0.6165,55179
0.6221,55176
0.6277,55184
0.6331,55177
0.6387,55178
0.6444,55173
0.6497,55179
0.6554,55164
0.661,55167
0.6663,55168
0.672,55166
0.6776,55150
0.6832,55156
0.6886,55160
0.6942,55163
0.6999,55149
0.7052,55148
0.7109,55150
0.7165,55148
0.7221,55138
0.7275,55131
0.7331,55142
0.7388,55140
0.7441,55117
0.7498,55129
0.7554,55129
0.7607,55125
0.7664,55127
0.772,55138
0.7777,55120
0.783,55122
0.7887,55128
