Experiment: Mar_18_osmo_expt vial 7, Thu Mar 18 18:20:50 2021
0.0052,54837
0.0109,54846
0.0165,54835
0.0219,54832
0.0275,54817
0.0332,54827
0.0388,54841
0.0442,54832
0.0498,54814
0.0554,54813
0.0608,53493
0.0664,53512
0.072,53537
0.0777,53522
0.083,53535
0.0887,53524
0.0943,53535
0.0997,53541
0.1053,53530
0.111,53536
0.1163,53526
0.122,53517
0.1276,53495
0.1332,53481
0.1386,53503
0.1442,53503
0.1498,53501
0.1554,53511
0.1608,53493
0.1664,53495
0.1721,53498
0.1774,53490
0.183,53488
0.1887,53497
0.1943,53499
0.1997,53475
0.2053,53483
0.2109,53486
0.2166,53463
0.2219,53485
0.2276,53468
0.2332,53454
0.2386,53469
0.2442,53463
0.2498,53469
0.2555,53474
0.2608,53459
0.2665,53447
0.2721,53451
0.2775,53449
0.283,53458
0.2886,53444
0.2942,53429
0.2999,53448
0.3052,53443
0.3108,53422
0.3164,53423
0.3221,53427
0.3275,53409
0.3331,53418
0.3386,53413
0.3442,53405
0.3499,53409
0.3552,53400
0.3608,53400
0.3664,53415
0.372,53399
0.3774,53397
0.383,53391
0.3887,53383
0.3942,53372
0.3998,53386
0.4052,53384
0.4108,53385
0.4165,53387
0.422,53372
0.4277,53370
0.433,53367
0.4387,53364
0.4443,53372
0.4496,53369
0.4553,53343
0.4609,53353
0.4666,53358
0.4719,53352
0.4776,53327
0.4832,53360
0.4885,53337
0.4942,53336
0.4998,53339
0.5054,53312
0.5108,53308
0.5164,53319
0.522,53316
0.5277,53308
0.533,53320
0.5387,53315
0.5443,53291
0.5497,53305
0.5553,53307
0.561,53286
0.5666,53290
0.572,53284
0.5776,53272
0.5832,53298
0.5886,53290
0.5942,53280
0.5999,53273
0.6052,53281
0.6108,53272
0.6165,53265
0.6221,53242
0.6277,53254
0.6331,53253
0.6387,53251
0.6444,53233
0.6497,53252
0.6554,53242
0.661,53221
0.6663,53256
0.672,53242
0.6776,53214
0.6832,53200
0.6886,53229
0.6942,53212
0.6999,53190
0.7052,53221
0.7109,53211
0.7165,53210
0.7221,53199
0.7275,53198
0.7331,53175
0.7388,53193
0.7441,53155
0.7498,53181
0.7554,53185
0.7607,53177
0.7664,53165
0.772,53177
0.7777,53179
0.783,53168
0.7887,53146
0.7943,53138
0.7997,53146
0.8053,53156
0.8109,53128
0.8166,53132
0.8219,53131
0.8276,53121
0.8332,53111
0.8385,53119
0.8442,53142
0.8498,53122
0.8555,53112
0.8608,53104
0.8664,53097
0.872,53109
0.8777,53081
0.883,53099
0.8887,53086
0.8943,53064
0.8997,53082
0.9053,53065
0.9109,53060
0.9163,53065
0.9219,53074
0.9276,53052
0.9332,53041
0.9388,53056
0.9442,53019
0.9498,53047
0.9555,53022
0.9608,53050
0.9663,53035
0.972,53030
0.9776,53016
0.9832,52996
0.9886,53016
0.9941,53021
0.9998,53001
1.0054,53006
1.0108,52985
1.0164,53005
1.022,53000
1.0276,52979
1.0332,52969
1.0386,52983
1.0443,52976
1.0498,52954
1.0554,52973
1.0608,52940
1.0664,52962
1.072,52930
1.0776,52950
1.0832,52935
1.0886,52921
1.0942,52930
1.0999,52926
1.1054,52919
1.111,52921
1.1164,52859
1.122,52905
1.1276,52889
1.133,52865
1.1386,52869
1.1443,52877
1.1499,52868
1.1553,52864
1.1609,52852
1.1666,52868
1.1719,52834
1.1776,52820
1.1832,52851
1.1888,52837
1.1942,52848
1.1998,52787
1.2054,52825
1.2108,52805
1.2164,52814
1.222,52791
1.2277,52805
1.233,52802
1.2387,52794
1.2443,52785
1.2499,52782
1.2553,52757
1.2609,52762
1.2666,52756
1.2719,52747
1.2776,52747
1.2832,52726
1.2888,52715
1.2942,52723
1.2998,52711
1.3055,52738
1.3108,52728
1.3165,52677
1.3221,52689
1.3275,52680
1.3331,52667
1.3387,52678
1.3444,52684
1.3497,52678
1.3554,52640
1.361,52689
1.3664,52656
1.372,52644
1.3776,52638
1.383,52636
1.3886,52627
