Experiment: Mar_18_osmo_expt vial 1, Thu Mar 18 18:20:50 2021
0.0052,54837
0.0109,54840
0.0165,54835
0.0219,54835
0.0275,54837
0.0332,54838
0.0388,52688
0.0442,52683
0.0498,52670
0.0554,52680
0.0608,52689
0.0664,52695
0.072,52687
0.0777,52704
0.083,52711
0.0887,52697
0.0943,52675
0.0997,52674
0.1053,52674
0.111,52677
0.1163,52656
0.122,52662
0.1276,52667
0.1332,52648
0.1386,52674
0.1442,52645
0.1498,52657
0.1554,52640
0.1608,52633
0.1664,52643
0.1721,52631
0.1774,52633
0.183,52626
0.1887,52624
0.1943,52617
0.1997,52612
0.2053,52621
0.2109,52625
0.2166,52616
0.2219,52599
0.2276,52599
0.2332,52580
0.2386,52585
0.2442,52602
0.2498,52598
0.2555,52576
0.2608,52569
0.2665,52579
0.2721,52582
0.2775,52578
0.283,52562
0.2886,52576
0.2942,52543
0.2999,52552
0.3052,52565
0.3108,52545
0.3164,52549
0.3221,52536
0.3275,52549
0.3331,52543
0.3386,52520
0.3442,52548
0.3499,52554
0.3552,52535
0.3608,52512
0.3664,52527
0.372,52534
0.3774,52513
0.383,52515
0.3887,52516
0.3942,52500
0.3998,52498
0.4052,52506
0.4108,52501
0.4165,52513
0.422,52493
0.4277,52490
0.433,52478
0.4387,52462
0.4443,52470
0.4496,52473
0.4553,52470
0.4609,52468
0.4666,52469
0.4719,52477
0.4776,52458
0.4832,52460
0.4885,52450
0.4942,52452
0.4998,52445
0.5054,52441
0.5108,52426
0.5164,52419
0.522,52430
0.5277,52447
0.533,52444
0.5387,52430
0.5443,52437
0.5497,52436
0.5553,52412
0.561,52422
0.5666,52421
0.572,52416
0.5776,52416
0.5832,52408
0.5886,52390
0.5942,52370
0.5999,52368
0.6052,52382
0.6108,52395
0.6165,52394
0.6221,52372
0.6277,52381
0.6331,52372
0.6387,52345
0.6444,52353
0.6497,52326
0.6554,52337
0.661,52352
0.6663,52342
0.672,52323
0.6776,52326
0.6832,52305
0.6886,52316
0.6942,52312
0.6999,52303
0.7052,52304
0.7109,52324
0.7165,52319
0.7221,52318
0.7275,52321
0.7331,52275
0.7388,52269
0.7441,52302
0.7498,52284
0.7554,52270
0.7607,52278
0.7664,52257
0.772,52241
0.7777,52250
0.783,52244
0.7887,52251
0.7943,52232
0.7997,52230
0.8053,52213
0.8109,52245
0.8166,52225
0.8219,52228
0.8276,52221
0.8332,52203
0.8385,52183
0.8442,52207
0.8498,52177
0.8555,52201
0.8608,52161
0.8664,52169
0.872,52187
0.8777,52171
0.883,52186
0.8887,52155
0.8943,52185
0.8997,52152
0.9053,52141
0.9109,52155
0.9163,52138
0.9219,52135
0.9276,52086
