Experiment: Mar_18_osmo_expt vial 8, Thu Mar 18 18:20:50 2021
0.0052,56816
0.0109,56812
0.0165,56810
0.0219,56809
0.0275,56800
0.0332,56808
0.0388,56806
0.0442,56805
0.0498,56807
0.0554,56808
0.0608,56812
0.0664,55705
0.072,55745
0.0777,55731
0.083,55769
0.0887,55764
0.0943,55763
0.0997,55765
0.1053,55762
0.111,55782
0.1163,55777
0.122,55780
0.1276,55784
0.1332,55779
0.1386,55777
0.1442,55774
0.1498,55788
0.1554,55788
0.1608,55782
0.1664,55777
0.1721,55765
0.1774,55778
0.183,55773
0.1887,55769
0.1943,55758
0.1997,55759
0.2053,55782
0.2109,55761
0.2166,55756
0.2219,55768
0.2276,55766
0.2332,55758
0.2386,55758
0.2442,55756
0.2498,55750
0.2555,55737
0.2608,55752
0.2665,55745
0.2721,55744
0.2775,55751
0.283,55757
0.2886,55747
0.2942,55735
0.2999,55735
0.3052,55742
0.3108,55751
0.3164,55742
0.3221,55745
0.3275,55736
0.3331,55737
0.3386,55735
0.3442,55732
0.3499,55723
0.3552,55741
0.3608,55736
0.3664,55724
0.372,55723
0.3774,55718
0.383,55724
0.3887,55718
0.3942,55715
0.3998,55721
0.4052,55722
0.4108,55696
0.4165,55711
0.422,55692
0.4277,55709
0.433,55711
0.4387,55710
0.4443,55702
0.4496,55711
0.4553,55714
0.4609,55689
0.4666,55682
0.4719,55695
0.4776,55679
0.4832,55693
0.4885,55678
0.4942,55687
0.4998,55678
0.5054,55689
0.5108,55680
0.5164,55658
0.522,55668
0.5277,55672
0.533,55673
0.5387,55655
0.5443,55666
0.5497,55662
0.5553,55654
0.561,55641
0.5666,55637
0.572,55646
0.5776,55638
0.5832,55660
0.5886,55648
0.5942,55642
0.5999,55632
0.6052,55629
0.6108,55627
0.6165,55637
0.6221,55635
0.6277,55619
0.6331,55628
0.6387,55617
0.6444,55640
0.6497,55631
0.6554,55605
0.661,55607
0.6663,55599
0.672,55616
0.6776,55601
0.6832,55606
0.6886,55602
0.6942,55609
0.6999,55599
0.7052,55603
0.7109,55603
0.7165,55592
0.7221,55578
0.7275,55572
0.7331,55575
0.7388,55571
0.7441,55577
0.7498,55572
0.7554,55571
0.7607,55577
0.7664,55578
0.772,55570
0.7777,55568
0.783,55572
0.7887,55560
0.7943,55556
0.7997,55575
0.8053,55551
0.8109,55547
0.8166,55557
0.8219,55552
0.8276,55547
0.8332,55538
0.8385,55554
0.8442,55542
0.8498,55549
0.8555,55542
0.8608,55535
