Experiment: Mar_4_Turb_expt vial 0, Thu Mar  4 17:36:03 2021
0.0012,1630
0.0063,1637
0.0118,1634
0.0175,1631
0.0229,1639
0.0286,1635
0.034,1629
0.0397,1635
0.0451,1640
0.0508,1630
0.0562,1633
0.0619,1638
0.0673,1631
0.073,1633
0.0786,1637
0.084,1632
0.0897,1636
0.0951,1638
0.1007,1632
0.1063,1632
0.112,1636
0.1174,1630
0.1231,1632
0.1285,1638
0.1341,1634
0.1395,1631
0.1452,1638
0.1506,1631
0.1563,1634
0.162,1638
0.1674,1633
0.1729,1630
0.1786,1637
0.184,1637
0.1897,1629
0.1961,1636
0.2007,1638
0.2064,1631
0.2119,1633
0.2174,1637
0.2228,1634
0.2285,1629
0.234,1639
0.2397,1640
0.2452,1630
0.2507,1633
0.2564,1639
0.2618,1632
0.2675,1630
0.2729,1640
0.2786,1635
0.284,1631
0.2897,1635
0.2951,1637
0.3007,1629
0.3064,1633
0.3131,1639
0.3173,1634
0.3238,1630
0.3301,1638
0.3341,1639
0.3398,1629
0.3451,1634
0.3508,1639
0.3562,1631
0.3619,1633
0.3673,1639
0.373,1631
0.3786,1629
0.384,1638
0.3897,1637
0.3951,1630
0.4008,1636
0.4065,1636
0.4119,1631
0.4173,1632
0.423,1638
0.4284,1634
0.4341,1630
0.4395,1636
0.4452,1638
0.4506,1629
0.4563,1634
0.4619,1639
0.4673,1634
0.473,1630
0.4784,1635
0.4841,1638
0.4896,1631
0.4953,1632
0.5007,1638
0.5063,1633
0.5117,1633
0.5174,1635
0.5231,1631
0.5285,1634
0.5342,1640
0.5396,1633
0.5452,1632
0.5506,1636
0.5563,1636
0.5618,1630
0.5675,1638
0.5729,1636
0.5785,1630
0.5839,1637
0.5896,1637
0.5953,1630
0.6007,1634
0.6064,1639
0.6118,1633
0.6175,1630
0.6229,1638
0.6286,1636
0.6342,1629
0.6396,1637
0.6453,1638
0.6507,1632
0.6564,1635
0.6618,1635
0.6675,1632
0.6729,1632
0.6786,1638
0.684,1635
0.6896,1632
0.6953,1638
0.7007,1634
0.7064,1627
0.7118,1634
0.7175,1637
0.7229,1631
0.7286,1632
0.734,1638
0.7397,1632
0.7451,1632
0.7508,1637
0.7562,1638
0.7619,1629
0.7675,1636
