Experiment: Mar_4_Turb_expt vial 3, Thu Mar  4 17:36:03 2021
0.0012,1627
0.0063,1628
0.0118,1624
0.0175,1626
0.0229,1627
0.0286,1624
0.034,1625
0.0397,1628
0.0451,1622
0.0508,1622
0.0562,1630
0.0619,1624
0.0673,1623
0.073,1631
0.0786,1628
0.084,1622
0.0897,1628
0.0951,1629
0.1007,1622
0.1063,1625
0.112,1629
0.1174,1625
0.1231,1624
0.1285,1631
0.1341,1626
0.1395,1622
0.1452,1630
0.1506,1626
0.1563,1624
0.162,1627
0.1674,1628
0.1729,1623
0.1786,1628
0.184,1627
0.1897,1623
0.1961,1629
0.2007,1627
0.2064,1622
0.2119,1627
0.2174,1628
0.2228,1622
0.2285,1624
0.234,1629
0.2397,1625
0.2452,1626
0.2507,1629
0.2564,1623
0.2618,1625
0.2675,1631
0.2729,1624
0.2786,1622
0.284,1631
0.2897,1624
0.2951,1625
0.3007,1630
0.3064,1624
0.3131,1621
0.3173,1629
0.3238,1626
0.3301,1623
0.3341,1630
0.3398,1627
0.3451,1624
0.3508,1628
0.3562,1627
0.3619,1621
0.3673,1626
0.373,1629
0.3786,1624
0.384,1625
0.3897,1630
0.3951,1624
0.4008,1625
0.4065,1628
0.4119,1623
0.4173,1629
0.423,1625
0.4284,1621
0.4341,1627
0.4395,1626
0.4452,1624
0.4506,1629
0.4563,1628
0.4619,1622
0.4673,1628
0.473,1624
0.4784,1622
0.4841,1630
0.4896,1628
0.4953,1625
0.5007,1629
0.5063,1624
0.5117,1623
0.5174,1627
0.5231,1625
0.5285,1623
0.5342,1629
0.5396,1626
0.5452,1624
0.5506,1630
0.5563,1625
0.5618,1624
0.5675,1630
0.5729,1626
0.5785,1622
0.5839,1629
0.5896,1627
0.5953,1622
0.6007,1628
0.6064,1629
0.6118,1623
0.6175,1627
0.6229,1627
0.6286,1623
0.6342,1625
0.6396,1629
0.6453,1624
0.6507,1628
0.6564,1629
0.6618,1623
0.6675,1627
0.6729,1628
0.6786,1624
0.684,1628
0.6896,1629
0.6953,1621
0.7007,1627
0.7064,1630
0.7118,1624
0.7175,1627
0.7229,1627
0.7286,1622
0.734,1628
0.7397,1627
0.7451,1622
0.7508,1625
0.7562,1626
0.7619,1623
0.7675,1628
0.7729,1628
0.7786,1622
0.784,1633
0.7897,1629
0.7953,1621
0.8007,1625
0.8062,1630
0.8119,1621
0.8173,1628
0.823,1629
0.8287,1621
0.8341,1627
0.8397,1628
0.8451,1623
0.8508,1628
0.8562,1627
0.8619,1622
0.8676,1627
0.873,1629
0.8785,1624
0.8841,1629
0.8896,1624
0.8952,1623
0.9007,1628
0.9063,1627
0.912,1624
0.9174,1629
0.9231,1627
0.9285,1625
0.9342,1628
0.9396,1625
0.9453,1624
0.9507,1628
0.9564,1628
0.9618,1623
0.9675,1628
0.9731,1626
0.9785,1624
0.9842,1629
0.9896,1627
0.9953,1624
1.0064,1630
1.0118,1624
1.0174,1625
1.0231,1630
1.0285,1624
1.0342,1626
1.0396,1628
1.0453,1624
1.0507,1626
1.0564,1628
1.0618,1623
1.0675,1629
1.0729,1630
1.0786,1622
1.084,1627
1.0897,1627
1.0951,1624
1.1008,1624
1.1062,1630
1.1119,1622
1.1176,1625
1.123,1629
1.1287,1625
1.1341,1626
1.1398,1630
1.1451,1627
1.1508,1622
1.1563,1628
1.1619,1629
1.1673,1621
1.173,1629
1.1785,1628
1.1841,1625
1.1896,1630
1.1952,1627
1.2007,1623
1.2064,1630
1.212,1629
1.2174,1621
1.2231,1625
1.2287,1628
1.2341,1623
1.2398,1629
1.2452,1627
1.2509,1623
1.2563,1629
1.2619,1627
1.2674,1623
1.2731,1628
1.2785,1627
1.2842,1622
1.2897,1628
1.2951,1629
1.3008,1622
1.3062,1623
1.3119,1628
1.3176,1624
1.323,1624
1.3284,1628
1.3343,1624
1.3396,1627
1.3452,1630
1.3509,1622
1.3563,1626
1.3618,1629
1.3675,1623
1.3729,1626
1.3786,1628
1.384,1624
1.3896,1626
1.3952,1629
1.4007,1622
1.4064,1624
1.4118,1628
1.4175,1622
1.423,1626
1.4287,1630
1.4341,1625
1.4396,1626
1.4453,1629
1.4509,1624
1.4564,1624
1.4618,1629
1.4674,1623
1.473,1623
1.4785,1629
1.4841,1624
1.4898,1624
1.4952,1629
1.5007,1626
1.5064,1624
1.512,1630
1.5173,1625
1.523,1623
1.5284,1628
1.5341,1627
1.5398,1623
1.5451,1628
1.5508,1625
1.5565,1624
1.5619,1630
1.5674,1626
1.5729,1623
1.5784,1627
1.584,1625
1.5897,1624
1.5952,1628
1.6007,1626
1.6064,1624
1.6118,1629
1.6175,1623
1.6229,1623
1.6285,1630
1.6343,1623
1.6397,1625
1.6453,1630
1.6507,1623
1.6564,1625
1.6618,1630
1.6675,1622
1.6729,1627
1.6786,1628
1.6842,1622
1.6896,1627
