Experiment: Mar_4_Turb_expt vial 15, Thu Mar  4 17:36:03 2021
0.0012,1631
0.0063,1636
0.0118,1635
0.0175,1628
0.0229,1626
0.0286,1631
0.034,1637
0.0397,1636
0.0451,1628
0.0508,1625
0.0562,1630
0.0619,1637
0.0673,1634
0.073,1631
0.0786,1624
0.084,1627
0.0897,1635
0.0951,1640
0.1007,1633
0.1063,1627
0.112,1626
0.1174,1631
0.1231,1638
0.1285,1638
0.1341,1628
0.1395,1627
0.1452,1630
0.1506,1637
0.1563,1634
0.162,1629
0.1674,1625
0.1729,1630
0.1786,1637
0.184,1637
0.1897,1630
0.1961,1626
0.2007,1631
0.2064,1638
0.2119,1636
0.2174,1629
0.2228,1626
0.2285,1630
0.234,1635
0.2397,1636
0.2452,1630
0.2507,1625
0.2564,1628
0.2618,1638
0.2675,1635
0.2729,1629
0.2786,1625
0.284,1629
0.2897,1635
0.2951,1635
0.3007,1628
0.3064,1626
0.3131,1629
0.3173,1636
0.3238,1635
0.3301,1630
0.3341,1625
0.3398,1629
0.3451,1636
0.3508,1636
0.3562,1630
0.3619,1624
0.3673,1626
0.373,1635
0.3786,1636
0.384,1632
0.3897,1624
0.3951,1626
0.4008,1630
0.4065,1639
0.4119,1635
0.4173,1628
0.423,1627
0.4284,1634
0.4341,1637
0.4395,1635
0.4452,1627
0.4506,1627
0.4563,1632
0.4619,1638
0.4673,1636
0.473,1628
0.4784,1625
0.4841,1631
0.4896,1636
0.4953,1635
0.5007,1629
0.5063,1624
0.5117,1629
0.5174,1635
0.5231,1636
0.5285,1632
0.5342,1627
0.5396,1627
0.5452,1636
0.5506,1637
0.5563,1631
0.5618,1624
0.5675,1626
0.5729,1635
0.5785,1637
0.5839,1634
0.5896,1626
0.5953,1624
0.6007,1633
0.6064,1637
0.6118,1636
0.6175,1627
0.6229,1625
0.6286,1631
0.6342,1636
0.6396,1636
0.6453,1629
0.6507,1625
0.6564,1632
0.6618,1636
0.6675,1636
0.6729,1633
0.6786,1624
0.684,1624
0.6896,1632
0.6953,1639
0.7007,1634
0.7064,1627
0.7118,1626
0.7175,1627
0.7229,1633
0.7286,1638
0.734,1633
0.7397,1623
0.7451,1625
0.7508,1632
0.7562,1636
0.7619,1634
0.7675,1627
0.7729,1627
0.7786,1631
0.784,1639
0.7897,1634
0.7953,1627
0.8007,1623
0.8062,1630
0.8119,1638
0.8173,1633
0.823,1631
0.8287,1625
0.8341,1630
0.8397,1636
0.8451,1636
0.8508,1631
0.8562,1626
0.8619,1630
0.8676,1635
0.873,1638
0.8785,1632
0.8841,1626
0.8896,1625
0.8952,1632
0.9007,1638
0.9063,1635
0.912,1626
0.9174,1625
0.9231,1631
0.9285,1636
0.9342,1637
0.9396,1628
0.9453,1626
0.9507,1628
0.9564,1638
0.9618,1635
0.9675,1631
0.9731,1626
0.9785,1627
0.9842,1636
0.9896,1636
0.9953,1631
1.0064,1627
1.0118,1634
1.0174,1637
1.0231,1631
1.0285,1626
1.0342,1629
1.0396,1636
1.0453,1638
