Experiment: Mar_4_Turb_expt vial 4, Thu Mar  4 17:36:03 2021
0.0012,1617
0.0063,1608
0.0118,1608
0.0175,1615
0.0229,1611
0.0286,1607
0.034,1613
0.0397,1615
0.0451,1608
0.0508,1610
0.0562,1615
0.0619,1609
0.0673,1609
0.073,1616
0.0786,1611
0.084,1608
0.0897,1616
0.0951,1610
0.1007,1607
0.1063,1612
0.112,1617
0.1174,1610
0.1231,1607
0.1285,1615
0.1341,1612
0.1395,1609
0.1452,1614
0.1506,1611
0.1563,1609
0.162,1613
0.1674,1609
0.1729,1607
0.1786,1614
0.184,1611
0.1897,1609
0.1961,1612
0.2007,1614
0.2064,1607
0.2119,1611
0.2174,1613
0.2228,1609
0.2285,1607
0.234,1613
0.2397,1612
0.2452,1606
0.2507,1612
0.2564,1613
0.2618,1609
0.2675,1611
0.2729,1613
0.2786,1608
0.284,1614
0.2897,1612
0.2951,1606
0.3007,1614
0.3064,1612
0.3131,1607
0.3173,1611
0.3238,1613
0.3301,1607
0.3341,1610
0.3398,1614
0.3451,1607
0.3508,1610
0.3562,1615
0.3619,1608
0.3673,1606
0.373,1613
0.3786,1614
0.384,1607
0.3897,1612
0.3951,1614
0.4008,1609
0.4065,1610
0.4119,1613
0.4173,1610
0.423,1612
0.4284,1614
0.4341,1607
0.4395,1611
0.4452,1616
0.4506,1607
0.4563,1608
0.4619,1614
0.4673,1610
0.473,1612
0.4784,1614
0.4841,1607
0.4896,1611
0.4953,1616
0.5007,1609
0.5063,1612
0.5117,1614
0.5174,1606
0.5231,1610
0.5285,1615
0.5342,1609
0.5396,1609
0.5452,1614
0.5506,1609
0.5563,1610
0.5618,1616
0.5675,1610
0.5729,1610
0.5785,1615
0.5839,1610
0.5896,1609
0.5953,1614
0.6007,1612
0.6064,1605
0.6118,1611
0.6175,1611
0.6229,1608
0.6286,1613
0.6342,1609
0.6396,1609
0.6453,1612
0.6507,1610
0.6564,1611
0.6618,1613
0.6675,1612
0.6729,1606
0.6786,1611
0.684,1615
0.6896,1610
0.6953,1610
0.7007,1615
0.7064,1610
0.7118,1606
0.7175,1615
0.7229,1614
0.7286,1606
0.734,1612
0.7397,1614
0.7451,1608
0.7508,1610
0.7562,1614
0.7619,1608
0.7675,1609
