Experiment: Mar_19_osmo_expt vial 2, Fri Mar 19 17:11:25 2021
0.0055,55704
0.0112,55701
0.0165,55714
0.0222,55704
0.0278,55707
0.0334,55714
0.0388,55711
0.0444,55709
0.05,55708
0.0554,54729
0.061,54737
0.0667,54724
0.0723,54749
0.0776,54767
0.0833,54769
0.0889,54739
0.0943,54759
0.0999,54729
0.1056,54747
0.111,54735
0.1167,54736
0.1223,54741
0.1276,54733
0.1333,54727
0.1389,54729
0.1446,54732
0.1499,54742
0.1555,54716
0.1612,54721
0.1665,54709
0.1722,54701
0.1778,54678
0.1832,54694
0.1888,54710
0.1945,54691
0.1998,54683
0.2055,54691
0.2111,54694
0.2167,54692
0.2221,54687
0.2277,54687
0.2333,54689
0.239,54675
0.2443,54681
0.25,54675
0.2555,54667
0.2611,54669
0.2667,54668
0.2721,54651
0.2777,54653
0.2834,54675
0.289,54652
0.2943,54662
0.3,54660
0.3056,54651
0.311,54649
0.3167,54640
0.3223,54632
0.3276,54629
0.3333,54635
0.3389,54636
0.3445,54631
0.3499,54613
0.3555,54621
0.3611,54612
0.3665,54619
0.3721,54604
0.3778,54622
0.3834,54613
0.389,54613
0.3944,54614
0.4,54603
0.4057,54595
0.411,54582
0.4166,54596
0.4223,54567
0.4276,54570
0.4332,54564
0.4389,54579
0.4445,54567
0.4499,54579
0.4555,54585
0.4612,54549
0.4666,54544
0.4722,54582
0.4778,54555
0.4832,54554
0.4888,54558
0.4945,54562
0.5001,54535
0.5054,54533
0.5111,54533
0.5167,54521
0.5221,54514
0.5278,54545
0.5334,54530
0.5387,54511
0.5444,54530
0.55,54516
0.5556,54504
0.561,54504
0.5666,54500
0.5722,54488
0.5779,54499
0.5832,54491
0.5889,54489
0.5943,54483
0.6,54487
0.6056,54500
0.6112,54477
0.6166,54483
0.6222,54496
0.6279,54484
0.6332,54460
0.6388,54445
0.6445,54463
0.6501,54457
0.6554,54442
0.6611,54450
0.6667,54453
0.6723,54431
0.6777,54416
0.6833,54413
0.6889,54425
0.6945,54418
0.6999,54429
0.7055,54417
0.7111,54416
0.7168,54389
0.7221,54390
0.7278,54419
0.7334,54369
0.739,54376
0.7444,54368
0.75,54362
0.7556,54346
0.7612,54372
0.7666,54357
0.7722,54331
0.7779,54334
0.7832,54342
0.7888,54345
0.7944,54349
0.8001,54342
0.8057,54329
0.8111,54355
0.8167,54316
0.8223,54303
0.8277,54309
0.8333,54306
0.8389,54295
0.8446,54299
0.8499,54303
0.8556,54282
0.8612,54281
0.8666,54298
0.8722,54270
0.8778,54283
0.8835,54294
0.8888,54242
0.8945,54279
0.9001,54268
0.9055,54256
0.911,54249
0.9167,54250
0.9223,54238
0.9277,54263
0.9333,54233
0.9389,54217
0.9443,54213
0.9499,54229
0.9555,54212
0.9612,54210
0.9668,54206
0.9722,54229
0.9778,54183
0.9832,54183
0.9889,54183
0.9945,54189
1.0001,54165
1.0055,54170
1.0112,54155
1.0166,54149
1.0222,54184
1.0278,54171
1.0334,54148
1.0388,54148
1.0444,54154
1.05,54170
1.0554,54143
1.061,54140
1.0667,54146
1.0723,54121
1.0777,54126
1.0833,54130
1.0889,54105
1.0946,54127
1.0999,54104
1.1055,54084
1.1111,54110
1.1168,54104
1.1221,54085
1.1278,54106
1.1334,54130
1.1387,54074
1.1444,54093
1.15,54073
1.1556,54063
1.161,54058
1.1666,54077
1.1722,54067
1.1777,54063
1.1833,54056
1.189,54073
1.1946,54056
1.2,54030
1.2056,54021
1.211,54036
1.2166,54033
1.2223,54016
1.2279,54036
1.2332,54031
1.2388,54011
1.2445,54008
1.2501,54007
1.2555,53995
1.2611,53984
1.2667,54009
1.2723,54020
1.2777,53963
1.2834,53976
1.289,53985
1.2943,53976
1.3,53972
1.3056,53963
1.311,53958
1.3166,53948
1.3223,53948
1.3279,53924
1.3332,53930
1.3388,53960
1.3444,53944
1.3501,53925
1.3554,53929
1.3611,53940
1.3666,53929
1.3721,53918
1.3778,53916
1.3834,53894
1.3888,53914
1.3944,53925
1.4,53919
1.4056,53884
1.4113,53898
1.4166,53907
1.4222,53870
1.4279,53858
1.4332,53907
1.4389,53880
1.4445,53871
1.45,53857
1.4557,53871
1.461,53851
1.4666,53814
1.4723,53828
1.4779,53833
1.4832,53853
1.4888,53828
1.4944,53819
1.5,53824
1.5056,53834
1.511,53774
1.5166,53813
1.5222,53819
1.5279,53788
1.5332,53798
1.5388,53819
1.5445,53758
1.5501,53766
1.5557,53778
1.561,53751
1.5667,53724
1.5723,53724
1.5777,53707
1.5833,53744
1.5889,53761
1.5943,53754
1.5999,53713
1.6056,53729
1.6112,53674
1.6166,53690
1.6222,53675
1.6279,53683
1.6332,53720
1.6388,53641
1.6445,53708
1.6501,53668
1.6555,53672
1.6611,53604
1.6666,53654
1.6722,53637
1.6778,53637
1.6835,53613
1.6888,53647
1.6944,53590
1.7001,53615
1.7057,53595
1.711,53584
1.7167,53597
1.7223,53550
1.7276,53580
1.7333,53549
1.7389,53560
1.7445,53548
1.7499,53516
1.7555,53520
1.7612,53564
1.7668,53508
1.7721,53533
1.7778,53509
1.7834,53489
1.789,53501
1.7944,53511
1.8,53484
1.8056,53468
1.811,53434
1.8166,53441
1.8222,53445
1.8279,53465
1.8332,53400
1.8389,53401
1.8445,53408
1.8501,53422
1.8555,53417
1.8611,53338
1.8667,53346
1.8723,53333
1.8777,53365
1.8833,53310
1.8889,53335
1.8943,53265
1.8999,53317
1.9056,53319
1.9112,53282
1.9166,53233
1.9222,53224
1.9279,53261
1.9335,53221
1.9388,53234
1.9444,53218
1.9501,53213
1.9557,53155
1.961,53179
1.9667,53149
1.9723,53173
1.9777,53119
1.9833,53109
1.989,53125
1.9943,53158
2.0,53138
2.0056,53112
2.0111,53111
2.0167,53085
2.0224,53113
2.0277,53108
2.0333,53064
2.0389,53068
2.0446,53086
2.0499,53076
2.0556,53048
2.0612,52971
2.0668,53055
2.0722,52960
2.0778,52976
2.0834,52983
2.0888,52963
2.0944,52917
2.1,52890
2.1056,52905
2.111,52912
2.1166,52906
2.1223,52858
2.1279,52913
2.1333,52848
2.1389,52851
2.1445,52859
2.1501,52787
2.1555,52791
2.1611,52797
2.1667,52826
2.1724,52811
2.1777,52742
2.1833,52700
2.189,52686
2.1943,52700
2.2,52690
2.2056,52743
2.2112,52686
2.2166,52741
2.2222,52685
2.2278,52613
2.2335,52615
2.2388,52628
2.2445,52582
2.2501,52628
2.2554,52576
2.2611,52558
2.2667,52538
2.2723,52565
2.2777,52511
2.2833,52504
2.289,52525
2.2946,52462
2.3,52494
2.3056,52460
2.3112,52456
2.3166,52451
2.3222,52401
2.3278,52408
2.3334,52407
2.3388,52378
2.3444,52435
2.3501,52388
2.3557,52394
2.361,52397
2.3666,52405
2.3722,52287
2.3779,52355
2.3832,52314
2.3888,52258
2.3945,52244
2.4001,52268
2.4055,52272
2.4111,52182
2.4166,52193
2.4222,52222
2.4279,52148
2.4332,52201
2.4389,52066
2.4445,52133
2.4501,52080
2.4555,52138
2.4611,52089
2.4668,52090
2.4721,52069
2.4777,52114
2.4834,52091
2.4888,51999
2.4944,51957
2.5001,51965
2.5057,51952
2.511,52014
2.5166,51954
2.5223,51924
2.5276,51945
2.5333,51938
2.5388,51910
2.5445,51844
2.5501,51895
2.5557,51733
2.5611,51865
2.5667,51862
2.5723,51794
2.5777,51734
2.5834,51750
2.589,51778
2.5943,51742
2.6,51829
2.6056,51735
2.611,51662
2.6167,51737
2.6223,51656
2.6277,51658
2.6333,51619
2.6389,51576
2.6446,51605
2.6499,51652
2.6555,51588
2.6611,51550
2.6668,51569
2.6721,51471
2.6777,51519
2.6833,51507
2.6889,51582
2.6945,51486
2.6999,51457
2.7055,51481
2.7111,51438
2.7168,51339
2.7221,51395
2.7278,51261
2.7334,51377
2.739,51363
2.7444,51313
2.75,51296
2.7555,51275
2.7611,51265
2.7668,51200
2.7721,51160
2.7778,51216
2.7834,51201
2.789,51188
2.7944,51085
2.8,51192
2.8057,51111
2.811,51084
2.8166,51148
2.8223,51151
2.8277,51089
2.8333,51034
2.839,51043
2.8446,50947
2.8499,51015
2.8556,50908
2.8612,50967
2.8665,50918
2.8722,50827
2.8778,50908
2.8834,50864
2.8888,50880
2.8944,50856
2.9,50792
2.9057,50810
2.911,50760
2.9166,50798
2.9222,50739
2.9279,50681
2.9335,50680
2.9388,50772
2.9444,50706
2.9501,50780
2.9557,50598
2.961,50583
2.9667,50599
2.9722,50602
2.9779,50566
2.9832,50483
2.9889,50488
2.9945,50461
3.0,50466
3.0057,50433
3.0111,50457
3.0167,50450
3.0223,50356
3.0279,50418
3.0332,50388
3.0388,50371
3.0445,50304
3.0501,50327
3.0554,50296
3.0611,50354
3.0667,50262
3.0723,50214
3.0777,50244
3.0834,50227
3.089,50182
3.0943,50155
3.1,50146
3.1056,50156
3.1112,50178
3.1166,50070
3.1222,49900
3.1278,50130
3.1335,50037
3.1388,50026
3.1444,49999
3.1501,49859
3.1554,49896
3.1611,49811
3.1667,49800
3.1724,49873
3.1777,49807
3.1834,49788
3.189,49807
3.1944,49789
3.2,49704
3.2056,49733
3.211,49664
3.2166,49682
3.2222,49745
3.2279,49640
3.2335,49574
3.2388,49637
3.2444,49594
3.2501,49652
3.2557,49494
3.2611,49511
3.2667,49500
3.2723,49435
3.2777,49394
3.2833,49429
3.289,49370
3.2946,49413
3.2999,49421
3.3056,49295
3.3112,49322
3.3168,49258
3.3222,49248
3.3278,49261
3.3334,49222
3.339,49239
3.3444,49316
3.35,49098
3.3557,49188
4.0057,46056
4.0111,45907
4.0167,46068
4.0224,45992
4.0278,45919
4.0334,45984
4.039,45877
4.0444,45688
4.05,45847
4.0557,45805
4.0613,45811
4.0667,45850
4.0723,45803
4.0779,45649
4.0835,45626
4.0889,45663
4.0945,45588
4.1002,45738
4.1055,45520
4.1112,45549
4.1168,45502
4.1224,45492
4.1278,45589
4.1334,45511
