Experiment: Mar_19_osmo_expt vial 3, Fri Mar 19 17:11:25 2021
0.0055,55563
0.0112,55570
0.0165,55576
0.0222,55568
0.0278,55568
0.0334,55572
0.0388,55576
0.0444,55584
0.05,55591
0.0554,53543
0.061,54458
0.0667,53853
0.0723,54372
0.0776,54577
0.0833,54586
0.0889,54544
0.0943,54569
0.0999,54569
0.1056,54558
0.111,54425
0.1167,54559
0.1223,54566
0.1276,54557
0.1333,54528
0.1389,54525
0.1446,54529
0.1499,54522
0.1555,54541
0.1612,54523
0.1665,54526
0.1722,54524
0.1778,54279
0.1832,54370
0.1888,54211
0.1945,54513
0.1998,54511
0.2055,54512
0.2111,54513
0.2167,54512
0.2221,54508
0.2277,54517
0.2333,54495
0.239,54503
0.2443,52122
0.25,54478
0.2555,54481
0.2611,54493
0.2667,54507
0.2721,54477
0.2777,54484
0.2834,54346
0.289,54481
0.2943,54441
0.3,54452
0.3056,54486
0.311,54444
0.3167,54449
0.3223,54488
0.3276,54472
0.3333,54433
0.3389,54475
0.3445,54459
0.3499,54463
0.3555,54304
0.3611,54420
0.3665,54190
0.3721,54190
0.3778,54431
0.3834,54392
0.389,54436
0.3944,54391
0.4,54378
0.4057,54430
0.411,54125
0.4166,54422
0.4223,54341
0.4276,54376
0.4332,54425
0.4389,54408
0.4445,54405
0.4499,54308
0.4555,54354
0.4612,54222
0.4666,54344
0.4722,53935
0.4778,54323
0.4832,54406
0.4888,54397
0.4945,54388
0.5001,54398
0.5054,54377
0.5111,54384
0.5167,54385
0.5221,54324
0.5278,54375
0.5334,54304
0.5387,54373
0.5444,54334
0.55,54357
0.5556,54230
0.561,54372
0.5666,54339
0.5722,54332
0.5779,54296
0.5832,54362
0.5889,54352
0.5943,54347
0.6,54335
0.6056,54326
0.6112,54336
0.6166,54324
0.6222,54318
0.6279,54330
0.6332,54319
0.6388,54316
0.6445,54324
0.6501,54305
0.6554,54306
0.6611,54305
0.6667,54307
0.6723,54297
0.6777,54294
0.6833,54297
0.6889,54294
0.6945,54287
0.6999,54295
0.7055,54288
0.7111,54225
0.7168,54263
0.7221,53542
0.7278,54132
0.7334,54069
0.739,54250
0.7444,54227
0.75,54260
0.7556,54211
0.7612,54181
0.7666,54233
0.7722,54240
0.7779,54232
0.7832,54231
0.7888,54229
0.7944,54230
0.8001,54038
0.8057,54231
0.8111,54234
0.8167,54226
0.8223,53787
0.8277,54209
0.8333,54196
0.8389,54205
0.8446,54169
0.8499,54159
0.8556,54203
0.8612,54054
0.8666,53979
0.8722,54082
0.8778,53921
0.8835,54084
0.8888,54085
0.8945,53991
0.9001,54152
0.9055,54050
0.911,54091
0.9167,54091
0.9223,54044
0.9277,53900
0.9333,54075
0.9389,54122
0.9443,54135
0.9499,54081
0.9555,54132
0.9612,54079
0.9668,54127
0.9722,54097
0.9778,54115
0.9832,54101
0.9889,54116
0.9945,54121
1.0001,54119
1.0055,54120
1.0112,54099
1.0166,54054
1.0222,54103
1.0278,54106
1.0334,54080
1.0388,54097
1.0444,54086
1.05,54093
1.0554,54069
1.061,54079
1.0667,54067
1.0723,54058
1.0777,54071
1.0833,54055
1.0889,54040
1.0946,54030
1.0999,54051
1.1055,54051
1.1111,54012
1.1168,54010
1.1221,54017
1.1278,54018
1.1334,54021
1.1387,54001
1.1444,54020
1.15,54004
1.1556,53999
1.161,53979
1.1666,54015
1.1722,54001
1.1777,53991
1.1833,53994
1.189,53972
1.1946,53978
1.2,53990
1.2056,53989
1.211,53994
1.2166,53963
1.2223,53948
1.2279,53944
1.2332,53949
1.2388,53937
1.2445,53938
1.2501,53941
1.2555,53950
1.2611,53895
1.2667,53929
1.2723,53913
1.2777,53919
1.2834,53932
1.289,53917
1.2943,53913
1.3,53882
1.3056,53918
1.311,53898
1.3166,53837
1.3223,53884
1.3279,53754
1.3332,53807
1.3388,53727
1.3444,53862
1.3501,53831
1.3554,53864
1.3611,53834
1.3666,53857
1.3721,53812
1.3778,53847
1.3834,53659
1.3888,53699
1.3944,53732
1.4,53690
1.4056,53714
1.4113,53605
1.4166,53799
1.4222,53800
1.4279,53788
1.4332,53797
1.4389,53779
1.4445,53564
1.45,53714
1.4557,53762
1.461,53779
1.4666,53727
1.4723,53771
1.4779,53758
1.4832,53728
1.4888,53737
1.4944,53611
1.5,53668
1.5056,53654
1.511,53696
1.5166,53676
1.5222,53714
1.5279,53623
1.5332,53693
1.5388,53637
1.5445,53647
1.5501,53664
1.5557,53681
1.561,53601
1.5667,53662
1.5723,53432
1.5777,53518
1.5833,53403
1.5889,53656
1.5943,53609
1.5999,53529
1.6056,53495
1.6112,53618
1.6166,53534
1.6222,53537
1.6279,53546
1.6332,53614
1.6388,53612
1.6445,53454
1.6501,53546
1.6555,53606
1.6611,53577
1.6666,53565
1.6722,53588
1.6778,53538
1.6835,53517
1.6888,53604
1.6944,53533
1.7001,53550
1.7057,53515
1.711,53531
1.7167,53518
1.7223,53528
1.7276,53524
1.7333,53545
1.7389,53546
1.7445,53546
1.7499,53498
1.7555,53510
1.7612,53527
1.7668,53491
1.7721,53509
1.7778,53485
1.7834,53483
1.789,53503
1.7944,53459
1.8,53452
1.8056,53459
1.811,53458
1.8166,53460
1.8222,53450
1.8279,53425
1.8332,53465
1.8389,53444
1.8445,53453
1.8501,53400
1.8555,53395
1.8611,53378
1.8667,53392
1.8723,53405
1.8777,53395
1.8833,53407
1.8889,53398
1.8943,53371
1.8999,53373
1.9056,53357
1.9112,53371
1.9166,53347
1.9222,53348
1.9279,53323
1.9335,53296
1.9388,53276
1.9444,53277
1.9501,53283
1.9557,53250
1.961,53267
1.9667,53277
1.9723,53259
1.9777,53227
1.9833,53248
1.989,53223
1.9943,53220
2.0,53250
2.0056,53189
2.0111,53205
2.0167,53184
2.0224,53223
2.0277,53202
2.0333,53142
2.0389,53168
2.0446,53157
2.0499,53132
2.0556,53147
2.0612,53108
2.0668,53147
2.0722,53132
2.0778,53069
2.0834,53087
2.0888,53102
2.0944,53082
2.1,53080
2.1056,53107
2.111,53070
2.1166,53075
2.1223,53048
2.1279,53064
2.1333,53063
2.1389,53044
2.1445,53041
2.1501,53002
2.1555,53049
2.1611,53007
2.1667,53001
2.1724,52974
2.1777,53015
2.1833,52946
2.189,52951
