Experiment: Apr29_NP_tst_expt vial 9, Fri Apr 29 15:50:36 2022
0.0017,1634
0.0067,1634
0.0124,1638
0.018,1631
0.0233,1635
0.0289,1637
0.0346,1632
0.0402,1635
0.0456,1637
2.857,1633
2.8626,1637
2.8679,1635
2.8737,1632
2.879,1637
2.8847,1633
2.8903,1632
2.8957,1638
2.9013,1636
2.9069,1631
2.9126,1636
2.9179,1637
2.9236,1632
2.9293,1636
2.9346,1636
2.9403,1632
2.9459,1636
2.9513,1639
2.9569,1633
2.9625,1637
2.9679,1639
2.9735,1631
2.9792,1635
2.9848,1638
2.9901,1633
2.9958,1634
3.0014,1636
3.0068,1631
3.0125,1635
3.0182,1636
3.0235,1634
3.0292,1636
3.0348,1634
3.0402,1632
3.0458,1635
3.0513,1636
3.057,1632
3.0626,1638
3.0679,1635
3.0736,1633
3.0791,1638
3.0847,1633
3.0904,1634
3.0957,1637
3.1013,1633
3.1069,1635
3.1126,1638
3.1179,1632
3.1235,1632
3.1291,1639
3.1348,1635
3.1404,1632
3.1457,1637
3.1514,1634
3.157,1632
3.1626,1636
3.1679,1637
3.1735,1631
3.1792,1636
3.1848,1638
3.1902,1633
3.1958,1634
3.2014,1639
3.2068,1634
3.2124,1636
3.218,1636
3.2237,1632
3.229,1637
3.2346,1636
3.2403,1632
3.246,1637
3.2513,1635
3.2569,1631
3.2626,1638
3.2679,1636
3.2735,1631
3.2792,1635
3.2848,1637
3.2901,1632
3.2958,1637
3.3014,1636
3.307,1631
3.3124,1635
3.318,1635
3.3236,1632
3.3292,1632
3.3349,1638
3.3402,1634
3.3458,1632
3.3515,1636
3.3571,1637
3.3624,1634
3.3681,1635
3.3737,1638
3.3793,1634
3.3846,1634
3.3903,1637
3.3959,1632
3.4013,1636
3.4069,1637
3.4125,1633
3.4182,1634
3.4235,1636
3.4291,1631
3.4348,1638
3.4404,1636
3.4458,1632
3.4514,1637
3.457,1635
3.4624,1634
3.468,1637
3.4736,1634
3.4792,1631
3.4846,1638
3.4902,1633
3.4958,1633
3.5014,1639
3.5068,1632
3.5124,1633
3.518,1637
3.5237,1632
3.529,1634
3.5346,1638
3.5402,1633
3.5459,1634
3.5515,1641
3.5568,1635
3.5624,1632
3.5681,1638
3.5737,1632
3.579,1632
3.5846,1636
3.5902,1634
3.5959,1632
3.6015,1637
3.6068,1635
3.6125,1632
3.618,1638
3.6237,1634
3.6293,1633
3.6346,1636
3.6403,1634
3.6458,1632
3.6515,1637
3.6571,1634
3.6624,1633
3.668,1638
3.6736,1635
3.6793,1630
3.6846,1635
3.6903,1637
3.6959,1631
3.7012,1636
3.7069,1638
3.7125,1631
3.7181,1636
3.7234,1636
3.7291,1634
3.7347,1634
3.7403,1638
3.746,1632
3.7513,1635
3.7569,1639
3.7625,1633
3.7682,1635
3.7735,1635
3.7791,1633
3.7848,1638
3.7904,1634
3.7957,1634
3.8013,1639
3.807,1635
3.8126,1633
3.8182,1638
3.8235,1633
3.8292,1632
3.8348,1637
3.8404,1632
3.8458,1633
3.8514,1638
3.8571,1632
3.8624,1632
3.868,1639
3.8737,1634
3.879,1635
3.8846,1639
3.8903,1633
3.8959,1635
3.9015,1639
3.9069,1634
3.9125,1633
3.9181,1637
3.9237,1633
3.9291,1633
3.9347,1639
3.9403,1633
3.946,1636
3.9513,1636
3.957,1633
3.9626,1635
3.9679,1635
3.9736,1634
3.9792,1635
3.9848,1637
3.9902,1632
3.9958,1638
4.0014,1635
4.0071,1633
4.0124,1637
4.018,1634
4.0237,1632
4.0293,1638
4.0346,1636
4.0403,1632
4.0459,1639
4.0512,1633
4.0569,1632
4.0625,1639
4.0681,1634
4.0735,1632
4.0791,1636
4.0847,1635
4.0903,1631
4.096,1636
4.1013,1638
4.107,1632
4.1126,1633
4.118,1638
4.1236,1632
4.1292,1631
4.1349,1639
4.1402,1632
4.1458,1634
4.1515,1637
4.1571,1632
4.1625,1634
4.1681,1637
4.1737,1632
4.1791,1636
4.1847,1638
4.1904,1631
4.1957,1636
4.2014,1638
4.207,1634
4.2126,1635
4.218,1637
4.2236,1633
4.2293,1635
4.2346,1635
4.2403,1634
4.2459,1636
4.2515,1637
4.2569,1634
4.2625,1636
4.2679,1634
4.2736,1632
4.2792,1637
4.2848,1637
4.2902,1631
4.2957,1637
4.3014,1635
4.307,1632
4.3127,1637
4.318,1634
4.3236,1633
4.3292,1638
4.3348,1633
4.3402,1634
4.3458,1638
4.3514,1634
4.357,1632
4.3626,1638
4.368,1633
4.3736,1632
4.3792,1639
4.3848,1634
4.3902,1631
4.3958,1637
4.4014,1632
4.407,1631
4.4124,1636
4.418,1635
4.4236,1634
4.4293,1637
4.4346,1633
4.4403,1632
4.4459,1637
4.4515,1634
4.4569,1631
4.4625,1637
4.4681,1635
4.4738,1634
4.4791,1638
4.4847,1634
4.4904,1633
4.4957,1637
4.5014,1635
4.507,1631
4.5126,1637
4.518,1636
4.5236,1632
4.5292,1637
4.5349,1637
4.5402,1634
4.5458,1638
4.5515,1637
4.5568,1633
4.5625,1635
4.5681,1636
4.5737,1632
4.5791,1636
4.5847,1637
4.5903,1632
4.596,1634
4.6013,1637
4.607,1634
4.6126,1634
4.618,1637
4.6236,1633
4.6292,1633
4.6348,1637
4.6402,1637
4.6458,1632
4.6515,1634
4.6571,1638
4.6624,1632
4.6681,1634
4.6737,1639
4.6791,1633
4.6847,1633
4.6904,1637
4.696,1637
4.7013,1636
4.7069,1634
4.7126,1633
4.7182,1637
4.7236,1634
4.7292,1630
4.7349,1636
4.7402,1637
4.7458,1631
4.7515,1638
4.7571,1636
4.7625,1632
4.7681,1636
4.7737,1635
4.7791,1633
4.7847,1635
4.7903,1636
4.7959,1634
4.8013,1638
4.8069,1635
4.8126,1635
4.8182,1637
4.8235,1633
4.8292,1634
4.8348,1638
4.8404,1637
4.8458,1632
4.8514,1634
4.857,1636
4.8624,1634
4.868,1635
4.8737,1637
4.8793,1634
4.8846,1634
4.8903,1635
4.8959,1632
4.9015,1636
4.9069,1637
4.9125,1634
4.9181,1634
4.9238,1639
4.9291,1632
4.9347,1634
4.9404,1638
4.9457,1634
4.9514,1635
4.957,1637
4.9626,1633
4.968,1632
4.9736,1637
4.9792,1631
4.9849,1634
4.9902,1637
4.9959,1633
5.0015,1634
5.0071,1639
5.0125,1632
5.0181,1633
5.0237,1637
5.0291,1632
5.0347,1635
5.0403,1639
5.0459,1633
5.0513,1634
5.0569,1638
5.0626,1633
5.0682,1633
5.0736,1637
5.0792,1632
5.0848,1635
5.0904,1638
5.0958,1634
5.1014,1636
5.107,1638
5.1124,1631
5.118,1635
5.1236,1637
5.1293,1633
5.1346,1635
5.1402,1638
5.1459,1632
5.1515,1634
5.1568,1637
5.1625,1632
5.1681,1633
5.1737,1637
5.1793,1632
5.1847,1634
5.1903,1636
5.1958,1634
5.2014,1634
5.207,1638
5.2126,1634
5.218,1632
5.2236,1635
5.2292,1635
5.2348,1637
5.2402,1636
5.2458,1633
5.2514,1636
5.257,1633
5.2626,1632
5.268,1638
5.2736,1639
5.2792,1633
5.2848,1636
5.2902,1633
5.2958,1633
5.3014,1637
5.307,1635
5.3124,1634
5.318,1638
5.3236,1632
5.3293,1634
5.3348,1638
5.3404,1632
5.3458,1630
