Experiment: Apr29_NP_tst_expt vial 3, Fri Apr 29 15:50:36 2022
0.0017,1629
0.0067,1625
0.0124,1629
0.018,1630
0.0233,1626
0.0289,1630
0.0346,1628
0.0402,1627
0.0456,1629
2.857,1627
2.8626,1625
2.8679,1631
2.8737,1629
2.879,1624
2.8847,1630
2.8903,1630
2.8957,1625
2.9013,1631
2.9069,1627
2.9126,1626
2.9179,1631
2.9236,1626
2.9293,1627
2.9346,1631
2.9403,1625
2.9459,1630
2.9513,1631
2.9569,1626
2.9625,1627
2.9679,1632
2.9735,1628
2.9792,1628
2.9848,1630
2.9901,1625
2.9958,1627
3.0014,1631
3.0068,1627
3.0125,1626
3.0182,1631
3.0235,1628
3.0292,1623
3.0348,1632
3.0402,1630
3.0458,1626
3.0513,1630
3.057,1630
3.0626,1624
3.0679,1630
3.0736,1634
3.0791,1624
3.0847,1629
3.0904,1632
3.0957,1625
3.1013,1625
3.1069,1631
3.1126,1628
3.1179,1627
3.1235,1631
3.1291,1627
3.1348,1626
3.1404,1629
3.1457,1630
3.1514,1626
3.157,1631
3.1626,1631
3.1679,1624
3.1735,1628
3.1792,1630
3.1848,1625
3.1902,1630
3.1958,1632
3.2014,1625
3.2068,1629
3.2124,1629
3.218,1625
3.2237,1629
3.229,1629
3.2346,1625
3.2403,1628
3.246,1629
3.2513,1627
3.2569,1628
3.2626,1632
3.2679,1627
3.2735,1626
3.2792,1632
3.2848,1625
3.2901,1628
3.2958,1630
3.3014,1627
3.307,1628
3.3124,1628
3.318,1626
3.3236,1629
3.3292,1631
3.3349,1625
3.3402,1631
3.3458,1629
3.3515,1626
3.3571,1630
3.3624,1628
3.3681,1626
3.3737,1631
3.3793,1627
3.3846,1624
3.3903,1628
3.3959,1629
3.4013,1625
3.4069,1632
3.4125,1627
3.4182,1627
3.4235,1631
3.4291,1628
3.4348,1626
3.4404,1631
3.4458,1625
3.4514,1628
3.457,1631
3.4624,1628
3.468,1629
3.4736,1628
3.4792,1626
3.4846,1631
3.4902,1631
3.4958,1625
3.5014,1629
3.5068,1628
3.5124,1626
3.518,1631
3.5237,1630
3.529,1624
3.5346,1629
3.5402,1630
3.5459,1626
3.5515,1629
3.5568,1631
3.5624,1627
3.5681,1626
3.5737,1629
3.579,1628
3.5846,1624
3.5902,1630
3.5959,1629
3.6015,1625
3.6068,1629
3.6125,1630
3.618,1625
3.6237,1631
3.6293,1629
3.6346,1625
