Experiment: Apr29_NP_tst_expt vial 5, Fri Apr 29 15:50:36 2022
0.0017,1608
0.0067,1608
0.0124,1614
0.018,1608
0.0233,1607
0.0289,1614
0.0346,1610
0.0402,1607
0.0456,1613
2.857,1608
2.8626,1611
2.8679,1613
2.8737,1605
2.879,1610
2.8847,1613
2.8903,1608
2.8957,1609
2.9013,1613
2.9069,1609
2.9126,1611
2.9179,1612
2.9236,1608
2.9293,1612
2.9346,1612
2.9403,1607
2.9459,1612
2.9513,1609
2.9569,1608
2.9625,1614
2.9679,1609
2.9735,1606
2.9792,1613
2.9848,1610
2.9901,1610
2.9958,1611
3.0014,1608
3.0068,1607
3.0125,1614
3.0182,1608
3.0235,1609
3.0292,1611
3.0348,1608
3.0402,1609
3.0458,1614
3.0513,1606
3.057,1610
3.0626,1614
3.0679,1609
3.0736,1610
3.0791,1611
3.0847,1610
3.0904,1610
3.0957,1614
3.1013,1608
3.1069,1612
3.1126,1614
3.1179,1608
3.1235,1609
3.1291,1613
3.1348,1606
3.1404,1611
3.1457,1612
3.1514,1606
3.157,1609
3.1626,1611
3.1679,1609
3.1735,1611
3.1792,1613
3.1848,1608
3.1902,1610
3.1958,1613
3.2014,1604
3.2068,1612
3.2124,1612
3.218,1606
3.2237,1611
3.229,1612
3.2346,1607
3.2403,1611
3.246,1613
3.2513,1608
3.2569,1611
3.2626,1612
3.2679,1607
3.2735,1609
3.2792,1613
3.2848,1609
3.2901,1608
3.2958,1613
3.3014,1610
3.307,1609
3.3124,1613
3.318,1608
3.3236,1609
3.3292,1612
3.3349,1608
3.3402,1610
3.3458,1612
3.3515,1609
3.3571,1609
3.3624,1611
3.3681,1607
3.3737,1609
3.3793,1611
3.3846,1606
3.3903,1611
3.3959,1613
3.4013,1606
3.4069,1610
3.4125,1612
3.4182,1608
3.4235,1610
3.4291,1611
3.4348,1609
3.4404,1610
3.4458,1613
3.4514,1608
3.457,1608
3.4624,1613
3.468,1609
3.4736,1606
3.4792,1614
3.4846,1611
3.4902,1607
3.4958,1614
3.5014,1612
3.5068,1607
3.5124,1611
3.518,1614
3.5237,1606
3.529,1607
3.5346,1615
3.5402,1608
