Experiment: Apr29_NP_tst_expt vial 13, Fri Apr 29 15:50:36 2022
0.0017,1624
0.0067,1630
0.0124,1627
0.018,1622
0.0233,1620
0.0289,1626
0.0346,1629
0.0402,1623
0.0456,1620
2.857,1626
2.8626,1622
2.8679,1622
2.8737,1624
2.879,1627
2.8847,1625
2.8903,1618
2.8957,1619
2.9013,1626
2.9069,1627
2.9126,1623
2.9179,1621
2.9236,1625
2.9293,1628
2.9346,1625
2.9403,1621
2.9459,1623
2.9513,1627
2.9569,1627
2.9625,1624
2.9679,1621
2.9735,1623
2.9792,1627
2.9848,1625
2.9901,1621
2.9958,1620
3.0014,1626
3.0068,1628
3.0125,1623
3.0182,1620
3.0235,1623
3.0292,1628
3.0348,1624
3.0402,1621
3.0458,1624
3.0513,1628
3.057,1625
3.0626,1623
3.0679,1619
3.0736,1623
3.0791,1627
3.0847,1626
3.0904,1620
3.0957,1621
3.1013,1626
3.1069,1626
3.1126,1624
3.1179,1623
3.1235,1624
3.1291,1628
3.1348,1626
3.1404,1621
3.1457,1622
3.1514,1628
3.157,1627
3.1626,1620
3.1679,1620
3.1735,1625
3.1792,1627
3.1848,1628
3.1902,1620
3.1958,1621
3.2014,1626
3.2068,1629
3.2124,1624
3.218,1622
3.2237,1624
3.229,1628
3.2346,1627
3.2403,1621
3.246,1624
3.2513,1628
3.2569,1628
3.2626,1620
3.2679,1622
3.2735,1625
3.2792,1627
3.2848,1625
3.2901,1621
3.2958,1621
3.3014,1625
3.307,1627
3.3124,1625
3.318,1621
3.3236,1623
3.3292,1628
3.3349,1627
3.3402,1622
3.3458,1621
3.3515,1624
3.3571,1628
3.3624,1625
3.3681,1620
3.3737,1623
3.3793,1627
3.3846,1626
3.3903,1622
3.3959,1622
3.4013,1626
3.4069,1628
3.4125,1624
3.4182,1621
3.4235,1623
3.4291,1630
3.4348,1625
3.4404,1623
3.4458,1622
3.4514,1626
3.457,1629
3.4624,1624
3.468,1621
3.4736,1620
3.4792,1628
3.4846,1626
3.4902,1621
3.4958,1622
3.5014,1627
3.5068,1628
3.5124,1624
3.518,1623
3.5237,1624
3.529,1626
3.5346,1623
3.5402,1620
3.5459,1621
3.5515,1628
3.5568,1625
3.5624,1620
3.5681,1621
3.5737,1627
3.579,1626
3.5846,1623
3.5902,1620
3.5959,1622
3.6015,1628
3.6068,1626
3.6125,1621
3.618,1621
3.6237,1625
3.6293,1627
3.6346,1624
3.6403,1623
3.6458,1624
3.6515,1627
3.6571,1626
3.6624,1623
3.668,1621
3.6736,1623
3.6793,1627
3.6846,1626
3.6903,1620
3.6959,1623
3.7012,1626
3.7069,1628
3.7125,1624
3.7181,1620
3.7234,1623
3.7291,1629
3.7347,1626
3.7403,1620
3.746,1621
3.7513,1626
3.7569,1626
3.7625,1624
3.7682,1623
3.7735,1622
3.7791,1628
3.7848,1626
3.7904,1622
3.7957,1625
3.8013,1624
3.807,1627
3.8126,1622
3.8182,1621
3.8235,1625
3.8292,1625
3.8348,1625
3.8404,1620
3.8458,1624
3.8514,1630
3.8571,1626
3.8624,1621
3.868,1623
3.8737,1627
3.879,1629
3.8846,1624
3.8903,1620
3.8959,1623
3.9015,1626
3.9069,1625
3.9125,1619
3.9181,1624
3.9237,1626
3.9291,1627
3.9347,1622
3.9403,1621
3.946,1624
3.9513,1628
3.957,1624
3.9626,1621
3.9679,1621
3.9736,1627
3.9792,1627
3.9848,1622
3.9902,1623
3.9958,1624
4.0014,1627
4.0071,1623
4.0124,1621
4.018,1623
4.0237,1627
4.0293,1625
4.0346,1620
4.0403,1622
4.0459,1626
4.0512,1628
4.0569,1622
4.0625,1620
4.0681,1622
4.0735,1626
4.0791,1626
4.0847,1620
4.0903,1621
4.096,1625
4.1013,1629
4.107,1625
4.1126,1621
4.118,1622
4.1236,1624
4.1292,1627
4.1349,1621
4.1402,1622
4.1458,1625
4.1515,1627
4.1571,1624
4.1625,1620
4.1681,1626
4.1737,1629
4.1791,1627
4.1847,1624
4.1904,1624
4.1957,1627
4.2014,1628
4.207,1624
4.2126,1620
4.218,1623
4.2236,1626
4.2293,1627
