Experiment: T3_Aug_19_pumped_od_cal_expt vial 6, Thu Aug 19 18:27:11 2021
0.0032,0.8870987236968912
0.0086,0.887986024654958
0.0143,0.8868077410914023
0.0197,0.8911469364140479
0.0254,0.889773080938448
0.0308,0.8902451573589616
0.0365,0.8875534794558687
0.0419,0.888550185894111
0.0476,0.8882312005638168
0.053,0.8899876076354978
0.0585,0.8584040656816879
0.0642,0.8534511441563793
0.0696,0.8580452730223174
0.0753,0.8513613751392378
0.081,0.8512090813490322
0.0864,0.8476966613890489
0.0921,0.8511979936874535
0.0974,0.8544434397722908
0.1031,0.8548508172387476
0.1085,0.8121917928954215
0.1142,0.8098475282863046
0.1196,0.8127746390104025
0.1252,0.817620134001515
0.1309,0.8164086175391516
0.1363,0.8152788028653165
0.142,0.8134065459211286
0.1474,0.8110626676140285
0.153,0.816667706021119
0.1587,0.8143144032021817
0.1642,0.7759851729487096
0.1699,0.774556043041141
0.1753,0.7719831261437762
0.1808,0.779010501735004
0.1865,0.7737341430473644
0.1919,0.7731885928285699
0.1976,0.7712595798211277
0.203,0.7792160264160889
0.2086,0.7770770768655519
0.2141,0.7798860385970091
0.2198,0.7363887215505559
0.2252,0.731972934500386
0.2309,0.732972332967272
0.2363,0.7317243525772178
0.242,0.736399853908043
0.2474,0.7334032762532152
0.2531,0.7352753556313781
0.2588,0.7330385402255161
0.2642,0.7343352740080357
0.2697,0.6974605164126675
0.2754,0.6877531025971221
0.2808,0.692954080485032
0.2865,0.691920246444428
0.2919,0.6936864113795334
0.2976,0.6917624406364836
0.303,0.6905506269008415
0.3087,0.6893618738301157
0.3141,0.6904616771412625
0.3198,0.6903574310359618
0.3253,0.6497963367767965
0.3307,0.6451440920366125
0.3364,0.6464737720843587
0.3421,0.6453332437706139
0.3474,0.6457397949330346
0.3531,0.6471732800575292
0.3586,0.6420071373475753
0.3643,0.6444088878560975
0.3697,0.6473117902729141
0.3754,0.6452605548691249
0.3808,0.5986403292275946
0.3865,0.5967117674555683
0.3919,0.5959739256378415
0.3976,0.6016712054775968
0.403,0.6017091392392064
0.4087,0.6005493637495265
0.4141,0.6003819887266586
0.4198,0.6000778022717217
0.4252,0.5979291929033694
0.4309,0.5967090586277559
0.4363,0.5525216939468449
0.4421,0.5521682017855148
0.4475,0.5463011477499153
0.4532,0.5547292538617844
0.4586,0.5504615373760664
0.4643,0.550817505402763
0.4697,0.5481429377185879
0.4753,0.5469403645080465
0.4807,0.5438101578157862
0.4864,0.5459922726432073
0.4919,0.5025607895756582
0.4976,0.4962028198495163
0.503,0.4961032708086378
0.5087,0.4989369038977155
0.5141,0.49904727603454335
0.5198,0.4967919382554342
0.5252,0.49384329048733633
0.5309,0.49894373639539147
0.5363,0.49760329176364937
0.542,0.49939627408270826
0.5474,0.44759288305729295
0.5532,0.44924580702531647
0.5586,0.4473732592831221
0.5643,0.4446049949266543
0.5697,0.44713712476459155
0.5754,0.44466583544277316
0.5808,0.44182287992014746
0.5865,0.4431876919447121
0.5919,0.4425917078328172
0.5976,0.44190026220153433
0.603,0.3933700919190536
0.6087,0.39236136282234046
0.6141,0.39516577720554225
0.6198,0.3927172421947607
0.6252,0.3916583073102997
0.6309,0.38945539063433543
0.6365,0.39264953604888453
0.6419,0.3904631066204265
0.6476,0.39148351535149206
0.653,0.386670319589825
0.6587,0.3334280375061699
0.6641,0.3323246341494456
0.6698,0.3311761109982658
0.6752,0.3333768480962118
0.6809,0.3320519492478844
0.6863,0.3350873519156018
0.692,0.3327292448649044
0.6974,0.3342287987100486
0.7031,0.3333304042106916
0.7086,0.2778854641168049
0.7142,0.2742992681640606
0.7197,0.27334293227408246
0.7253,0.27280301303801735
0.7307,0.27339301564453067
0.7364,0.27349611876262014
0.7419,0.27618586785595556
0.7475,0.26780384410487434
0.753,0.2694558757826284
0.7586,0.26917850954953726
0.7641,0.21409331700535017
0.7698,0.21058431324411353
0.7752,0.21279003099341776
0.7809,0.21347820245203775
0.7863,0.21069322178921246
0.792,0.21229204047737849
0.7974,0.20709553632120814
0.803,0.2081056586965585
0.8087,0.20807030504117796
0.8142,0.15273085517758533
0.8199,0.14823338864135638
0.8253,0.14458189016618828
0.831,0.1485054967411018
0.8364,0.15007771242888512
0.8421,0.14856363935354255
0.8475,0.14955677290735125
0.8532,0.1488439313280151
0.8586,0.14902048712473515
0.8643,0.1471397940966922
0.8698,0.09480450403201157
0.8754,0.0921432118659149
0.8808,0.08878975419983304
0.8865,0.0870777133378896
0.8919,0.08550968145262605
0.8976,0.08701543814601054
0.903,0.08772196525045162
0.9087,0.08425198973214898
0.9141,0.08725219120024563
0.9198,0.0841702747642259
0.9253,0.04066380290943672
0.931,0.03539744243897913
0.9364,0.029040671401869722
0.942,0.02997710865422698
0.9474,0.02797945942647395
0.9531,0.028329928004350635
0.9585,0.030017250546514385
0.9642,0.028054573747634426
0.9697,0.024822630842090687
0.9753,0.025975875462698306
0.9808,-0.007814536822906115
0.9865,-0.020491338388939573
0.9919,-0.01621915578263433
0.9976,-0.01690264194000579
1.003,-0.02175473657813587
1.0087,-0.02275086772296775
1.0142,-0.025927978195138923
1.0199,-0.01618360243343453
1.0253,-0.025023542632815587
1.0308,-0.03320174486055216
1.0365,-0.05227714476739087
1.0419,-0.055815967070540706
1.0476,-0.06036719959708914
1.053,-0.052434782691968884
1.0587,-0.06222868971469375
1.0641,-0.06597198234863955
1.0698,-0.06382511907215971
