Experiment: Mar_9_tst2_expt vial 2, Tue Mar  9 17:23:32 2021
0.0019,0.0
0.007,-0.0013205524410027092
0.0127,-0.0009903249521168167
0.0181,0.0072510105498673205
0.0238,-0.0039636736688459795
0.0292,0.0026375686273412136
0.0349,0.0006605322206045816
0.0403,-0.004953938814846737
0.046,0.016468937690846897
0.0514,0.01876139468609095
0.0571,0.0164625369311866
0.0628,0.009893368471798114
0.1128,-0.011242135743620096
0.1183,-0.011572623858371545
0.1683,-0.015879491635439225
0.1737,-0.01289809518250884
