Experiment: Mar_9_tst2_expt vial 13, Tue Mar  9 17:23:32 2021
0.0019,0.0
0.007,0.0006361208854143152
0.0127,0.0008834832802988579
0.0181,0.00022812161044516444
0.0238,0.000893123168308918
0.0292,0.0006457609860837099
0.0349,0.0004273054751561256
0.0403,0.0010826348232276795
0.046,0.0004465878953000546
0.0514,0.0002088375693249933
0.0571,0.0012914154802389222
0.0628,0.00021847949024689228
0.1128,0.00021847949024689228
0.1183,0.0004273054751561256
0.1683,0.0004465878953000546
0.1737,0.0006264809840211827
