Experiment: Mar_9_tst2_expt vial 12, Tue Mar  9 17:23:32 2021
0.0019,0.0
0.007,-0.0005792492286875728
0.0127,0.0008986385734601754
0.0181,-0.00025981813611863913
0.0238,0.0013181434223348276
0.0292,0.0010583416916976063
0.0349,0.0032153420107086106
0.0403,0.003375020879646584
0.046,0.0014778406805113775
0.0514,0.00015970958509292643
0.0571,0.003954146930404079
0.0628,0.00015970958509292643
0.1128,-0.0005792492286875728
0.1183,0.0018973340932149085
0.1683,0.0013181434223348276
0.1737,0.002157136391756964
