Experiment: Mar_1_Turb_expt vial 5, Mon Mar  1 18:39:12 2021
0.0038,172
0.0094,169
0.0151,171
0.0204,169
0.0261,170
0.0318,169
0.0372,171
0.0429,172
0.0482,172
0.0539,169
0.0595,170
0.065,171
0.0707,171
0.0766,170
0.0817,169
0.0873,169
0.0927,174
0.0984,173
0.104,171
0.1094,171
0.115,169
0.1207,173
0.126,170
0.1317,171
0.1373,170
0.143,171
0.1483,171
0.154,172
0.1594,172
0.165,170
0.1707,170
0.1761,170
0.1817,171
0.1874,171
0.1928,167
0.1985,171
0.2039,169
0.2096,172
0.215,170
0.2205,172
0.2261,170
0.2315,170
0.2373,171
0.2427,172
0.2483,169
0.254,172
0.2594,171
0.265,171
0.2707,171
0.2761,168
0.2817,170
0.2874,172
0.2927,169
0.2984,169
0.304,171
0.3094,173
0.3151,170
0.3207,170
0.3261,169
0.3317,172
0.3374,173
0.3427,169
0.3484,172
0.354,171
0.3594,171
0.365,170
0.3707,169
0.3761,171
0.3817,173
0.3874,169
0.3927,170
0.3984,169
0.404,172
0.4094,171
0.415,172
0.4207,170
0.426,172
0.4317,172
0.4373,171
0.4429,170
0.4483,169
0.4539,173
0.4596,172
0.465,171
0.4706,171
0.476,171
0.4817,172
0.4873,172
0.4929,173
0.4983,171
0.504,167
0.5096,171
0.515,170
0.5206,172
0.5263,171
0.5316,171
0.5373,172
0.5429,172
0.5483,171
0.5539,172
0.5596,170
0.5649,170
0.5706,170
0.5762,170
0.5819,170
0.5872,170
0.5929,170
0.5982,171
0.6039,174
0.6095,172
0.6152,173
0.6205,170
0.6262,172
0.6318,171
0.6372,170
0.6428,172
0.6485,171
0.6539,172
0.6594,172
0.665,172
0.6706,171
0.6763,172
0.6817,170
0.6872,169
0.6928,172
0.6985,171
0.7038,170
0.7095,171
0.715,171
0.7206,170
0.7263,170
0.7316,170
0.7373,174
0.7428,169
0.7484,168
0.7541,170
0.7594,171
0.7651,172
0.7706,171
0.7763,170
0.7816,171
0.7873,172
0.7929,171
0.7983,172
0.8039,171
0.8096,170
0.8152,170
0.8206,172
0.8262,171
0.8316,174
0.8372,171
0.8429,174
0.8485,173
0.8539,175
0.8595,172
0.8649,171
0.8706,173
0.8762,171
0.8818,170
0.8872,172
0.8928,171
0.8985,173
0.9039,171
0.9095,173
0.9152,172
0.9205,171
0.9262,173
0.9318,171
0.9372,173
0.9428,171
0.9485,171
0.9539,172
0.9595,171
0.9652,166
0.9705,171
0.9762,171
0.9818,174
0.9872,172
0.9928,168
0.9985,170
1.0039,169
1.0095,170
1.0151,170
1.0208,170
1.0261,170
1.0318,170
1.0372,168
1.0428,171
1.0485,171
1.0539,170
1.0595,172
1.0651,171
1.0705,172
1.0761,173
1.0818,169
1.0872,171
1.0928,175
1.0985,174
1.1038,174
1.1095,171
1.1151,172
1.1205,172
1.1261,174
1.1318,173
1.1371,171
1.1428,172
1.1484,174
1.1541,173
1.1594,173
1.1651,174
1.1705,173
1.1761,172
1.1818,171
1.1874,173
1.1928,174
1.1984,174
1.2041,173
1.2095,173
1.2151,172
1.2205,171
1.2262,173
1.2318,172
1.2372,174
1.2428,172
1.2485,173
1.2538,172
1.2595,172
1.2651,175
1.2705,171
1.2762,170
1.2818,173
1.2874,174
1.2928,172
1.2984,174
1.3038,173
1.3095,174
1.3151,174
1.3208,173
1.3261,172
1.3318,175
1.3374,173
1.3428,174
1.3484,172
1.3541,171
1.3594,169
1.3651,173
1.3707,175
1.3761,171
1.3818,173
1.3871,174
1.3928,169
1.3984,171
1.4041,173
1.4094,170
1.4151,170
1.4208,174
1.4261,169
1.4318,171
1.4371,171
1.4428,169
1.4484,174
1.4538,168
1.4595,171
1.4651,172
1.4705,172
1.4762,173
1.4818,170
1.4872,173
1.4928,174
1.4985,172
1.5038,170
1.5095,171
1.5151,169
1.5205,172
1.5262,172
1.5316,173
1.5373,174
1.543,174
1.5483,172
1.554,173
1.5594,173
1.565,173
1.5706,172
1.5763,173
1.5817,173
1.5872,170
1.5929,171
1.5985,171
1.6039,171
1.6095,172
1.6151,174
1.6207,173
1.6261,172
1.6317,174
1.6373,171
1.6427,171
1.6484,169
1.654,170
1.6594,170
1.665,173
1.6706,172
1.6763,171
1.6817,171
1.6873,173
1.6927,172
1.6983,171
1.704,171
1.7094,170
1.715,170
1.7206,172
1.7263,171
1.7317,170
1.7373,172
1.743,173
1.7483,170
1.754,168
1.7596,171
1.765,171
1.7707,169
1.7763,171
1.7817,171
1.7873,172
1.7927,173
1.7983,172
1.804,171
1.8096,170
1.815,172
1.8206,171
1.8263,172
1.8317,172
1.8373,173
1.843,170
1.8483,171
1.854,170
1.8596,171
1.865,171
1.8707,172
1.876,172
1.8817,168
1.8871,170
1.8928,170
1.8984,170
1.904,171
1.9094,170
1.915,170
1.9207,171
1.926,171
1.9317,171
1.9373,174
1.9427,173
1.9483,174
1.954,169
1.9596,173
1.965,172
1.9706,172
1.9763,172
1.9816,171
1.9873,171
1.9929,172
1.9983,173
2.004,169
2.0096,172
2.0149,171
2.0206,170
2.0262,174
2.0318,173
2.0372,170
2.0429,172
2.0485,172
2.0539,169
2.0595,170
2.0651,171
2.0705,170
2.0761,171
2.0818,172
2.0874,172
2.0928,172
2.0983,174
2.1039,167
2.1096,171
2.1149,172
2.1206,172
2.1261,171
2.1317,172
2.1374,171
2.1427,172
2.1484,170
2.1539,173
2.1595,167
2.1652,171
2.1706,171
2.1762,169
2.1816,169
2.1872,172
2.1928,171
2.1985,170
2.2038,173
2.2095,173
2.2151,168
2.2205,169
2.2261,171
2.2318,172
2.2373,169
2.2427,172
2.2483,170
2.254,171
2.2596,171
2.265,171
2.2706,168
2.2763,171
2.2817,172
2.2873,173
2.2927,171
2.2984,171
2.304,169
2.3094,174
2.315,173
2.3207,171
2.3261,171
2.3317,171
2.3374,172
2.3427,174
2.3484,171
2.354,173
2.3594,172
2.365,172
2.3707,169
2.376,168
2.3817,171
2.3873,171
2.3927,169
2.3983,171
2.404,172
2.4096,172
2.415,172
2.4206,170
2.4263,166
2.4316,173
2.4373,174
2.4429,170
2.4483,171
2.454,171
2.4596,169
2.465,169
2.4706,171
2.4763,172
2.4816,169
2.4873,168
2.4929,171
2.4983,169
2.5039,170
2.5096,170
2.515,171
2.5206,171
2.5262,172
2.5316,171
2.5372,171
2.5429,172
2.5483,173
2.5539,174
2.5596,170
2.5649,172
2.5706,170
2.5762,172
2.5816,171
2.5872,172
2.5929,170
2.5982,172
2.6039,174
2.6095,171
2.6152,171
2.6205,170
2.6262,170
2.6318,171
2.6372,172
2.6429,170
2.6485,169
2.6539,171
2.6595,170
2.6649,171
2.6706,168
2.6762,170
2.6818,171
2.6872,171
2.6928,170
2.6982,171
2.7038,171
2.7095,169
2.7151,172
2.7205,170
2.7261,173
2.7318,170
2.7371,170
2.7428,172
2.7484,171
2.7538,170
2.7594,173
2.7651,172
2.7707,172
2.7762,172
2.7818,168
2.7872,172
2.7928,171
2.7982,174
2.8039,170
2.8095,171
2.8151,171
2.8205,173
2.8262,171
2.8318,172
2.8372,171
2.8428,171
2.8484,168
2.8538,172
2.8594,169
2.8651,174
2.8704,169
2.8761,170
2.8817,170
2.8874,171
2.8927,171
2.8984,169
2.904,174
2.9094,170
2.915,171
2.9207,172
2.9261,168
2.9317,171
2.9374,172
2.9426,173
2.9483,170
2.9539,169
2.9596,172
2.965,172
2.9705,171
2.9761,172
2.9818,173
2.9871,172
2.9928,172
2.9983,172
3.004,170
3.0093,170
3.015,169
3.0206,170
3.0261,171
3.0318,166
3.0371,171
3.0428,170
3.0482,171
3.0539,171
3.0595,171
3.0651,172
3.0705,170
3.0761,172
3.0817,172
3.0873,172
3.0927,169
3.0984,169
3.104,173
3.1094,172
3.115,173
3.1207,173
3.1261,173
3.1317,169
3.1373,171
3.1427,170
3.1483,170
3.154,172
3.1593,167
3.165,170
3.1706,170
3.176,172
3.1817,170
3.1873,171
3.1927,171
3.1983,170
3.204,170
3.2093,169
3.215,172
3.2206,172
3.2263,171
3.2316,171
3.2373,171
3.2426,171
3.2483,175
3.2539,172
3.2596,171
3.2649,172
3.2706,171
3.2762,173
3.2816,174
3.2872,172
3.2929,169
3.2983,170
3.3039,172
3.3095,169
3.3149,170
3.3206,171
3.3262,170
3.3316,170
3.3372,173
3.3429,169
3.3482,168
3.3539,172
3.3595,171
3.3649,172
3.3706,171
3.3762,170
3.3816,173
3.3872,172
3.3929,172
3.3985,171
3.4039,172
3.4093,172
3.4149,170
3.4206,171
3.4262,169
3.4316,172
3.4373,174
3.4426,170
3.4483,168
3.4539,172
3.4596,172
3.4649,173
3.4706,173
3.4762,169
3.4816,173
3.4872,168
3.4926,170
3.4983,168
3.5039,172
3.5096,173
3.5149,172
3.5206,171
3.5262,170
3.5316,174
3.5372,168
3.5429,171
3.5483,171
3.5539,172
3.5595,170
3.5649,167
3.5706,170
3.5762,171
3.5816,169
3.5872,173
3.5928,167
3.5983,169
3.6039,174
3.6095,172
3.615,170
3.6206,171
3.6263,173
3.6316,171
3.6373,174
3.6429,172
3.6483,173
3.6539,172
3.6595,170
3.6649,171
3.6705,170
3.6762,171
3.6815,169
3.6872,168
3.6928,172
3.6985,170
3.7038,170
3.7095,172
3.7151,172
3.7205,171
3.7261,171
3.7318,171
3.7371,172
3.7428,169
3.7484,170
3.7538,170
3.7594,171
3.7651,172
3.7704,172
3.7761,168
3.7817,171
3.7873,170
3.7927,173
3.7983,173
3.804,172
3.8093,171
3.815,172
3.8206,170
3.826,172
3.8316,173
3.8373,173
3.8427,173
3.8483,173
3.854,172
3.8594,169
3.865,171
3.8706,169
3.876,170
3.8816,171
3.8873,174
3.8927,171
3.8983,172
3.904,174
3.9093,172
3.915,169
3.9206,171
3.926,173
3.9316,167
3.9373,170
3.9429,171
3.9483,172
3.9539,172
3.9593,170
3.9649,172
3.9706,170
3.976,173
3.9816,172
3.9873,171
3.9929,172
3.9983,171
4.004,172
4.0093,171
4.015,171
4.0204,171
4.026,169
4.0317,171
4.0373,172
4.0427,173
4.0484,173
4.0538,172
4.0594,174
4.0651,173
4.0704,171
4.0761,171
4.0818,169
4.0872,173
4.0928,170
4.0985,172
4.1038,171
4.1095,171
4.1149,170
4.1205,169
4.1262,171
4.1315,169
4.1372,172
4.1429,172
4.1482,172
4.1539,172
4.1593,171
4.1649,171
4.1706,171
4.1762,170
4.1816,173
4.1872,171
4.1929,168
4.1982,172
4.2039,171
4.2095,168
4.2151,172
4.2205,169
4.2262,171
4.2315,170
4.2372,170
4.2429,170
4.2482,171
4.2539,170
4.2595,171
4.2648,170
4.2705,172
4.2761,172
4.2818,171
4.2871,173
4.2928,172
4.2984,172
4.3038,171
4.3094,170
4.315,171
4.3207,172
4.326,171
4.3317,170
4.3373,173
4.3427,171
4.3483,170
4.354,172
4.3593,170
4.365,173
4.3706,171
4.376,169
4.3816,172
4.3873,171
4.3929,173
4.3983,173
4.404,169
4.4093,174
4.415,171
4.4206,172
4.426,172
4.4316,170
4.4373,171
4.4426,170
4.4483,171
4.4539,172
4.4596,173
4.4649,172
4.4706,171
4.4762,168
4.4816,171
4.4872,172
4.4926,172
4.4983,173
4.5039,169
4.5096,172
4.5149,171
4.5204,171
4.5261,171
4.5317,171
4.5371,175
4.5427,171
4.5482,171
4.5539,171
4.5595,173
4.5649,171
4.5705,171
4.5761,170
4.5817,170
4.5871,170
4.5927,170
4.5984,170
4.6039,170
4.6095,170
4.6149,171
4.6203,171
4.626,171
4.6316,171
4.6373,173
4.6427,172
4.6483,169
4.654,172
4.6594,171
4.665,170
4.6706,170
4.676,166
4.6817,170
4.6873,172
4.6927,171
4.6983,170
4.704,170
4.7093,169
4.715,169
4.7204,171
4.726,172
4.7317,170
4.7373,171
4.7427,171
4.7483,174
4.7539,171
4.7593,172
4.765,171
4.7706,167
4.776,172
4.7816,172
4.7873,170
4.7926,170
4.7983,171
4.8039,172
4.8093,173
4.8149,174
4.8206,170
4.8259,171
4.8316,170
4.8372,169
4.8429,171
4.8482,170
4.8539,171
4.8595,171
4.8649,169
4.8706,171
4.8762,169
4.8816,169
4.8873,169
4.8926,170
4.8982,170
4.9039,169
4.9095,169
4.9149,168
4.9205,167
4.9262,172
4.9315,170
4.9372,170
4.9428,170
4.9484,169
4.9538,169
4.9594,172
4.9648,169
4.9704,168
4.9761,171
4.9818,169
4.9871,168
4.9928,169
4.9982,170
5.0038,167
5.0095,167
5.0149,169
5.0206,170
5.0259,169
5.0316,168
5.0373,169
5.0427,170
5.0483,167
5.0539,171
5.0593,168
5.065,170
5.0706,172
5.076,169
5.0817,167
5.0873,169
5.0926,169
5.0983,170
5.104,168
5.1094,171
5.115,168
5.1204,169
5.126,172
5.1317,171
5.1371,170
5.1427,170
5.1484,170
5.1537,170
5.1594,169
5.165,170
5.1704,170
5.1761,170
5.1817,169
5.1871,170
5.1927,171
5.1984,170
5.2038,171
5.2095,169
5.2148,170
5.2205,171
5.2262,169
5.2315,170
5.2372,168
5.2426,165
5.2482,169
5.2539,170
5.2593,168
5.265,169
5.2706,169
5.276,170
5.2817,170
5.287,170
5.2927,168
5.2984,168
5.3037,171
5.3094,169
5.3151,169
5.3204,170
5.3261,168
5.3315,170
5.3371,170
5.3428,168
5.3482,169
5.3538,168
5.3595,170
5.3649,168
5.3706,170
5.3762,169
5.3816,168
5.3873,169
5.3926,165
5.3983,169
5.4037,167
5.4093,168
5.415,172
5.4206,168
5.426,168
5.4317,170
5.4371,169
5.4427,172
5.4483,169
5.4537,169
5.4594,169
5.4648,167
5.4705,168
5.4761,169
5.4816,168
5.4872,169
5.4926,169
5.4983,167
5.5037,166
5.5093,165
5.515,169
