Experiment: Mar_1_Turb_expt vial 1, Mon Mar  1 18:39:12 2021
0.0038,53130
0.0094,53159
0.0151,53127
0.0204,53067
0.0261,53139
0.0318,52866
0.0372,51689
0.0429,51651
0.0482,51671
0.0539,51639
0.0595,51653
0.065,51661
0.0707,51629
0.0766,51648
0.0817,51662
0.0873,51653
0.0927,51578
0.0984,51615
0.104,51581
0.1094,51586
0.115,51575
0.1207,51567
0.126,51546
0.1317,51528
0.1373,51518
0.143,51545
0.1483,51544
0.154,51530
0.1594,51522
0.165,51536
0.1707,51497
0.1761,51486
0.1817,51509
0.1874,51509
0.1928,51473
0.1985,51509
0.2039,51441
0.2096,51439
0.215,51486
0.2205,51467
0.2261,51461
0.2315,51406
0.2373,51447
0.2427,51417
0.2483,51411
0.254,51413
0.2594,51419
0.265,51411
0.2707,51379
0.2761,51356
0.2817,51359
0.2874,51389
0.2927,51389
0.2984,51364
0.304,51316
0.3094,51364
0.3151,51344
0.3207,51332
0.3261,51335
0.3317,51313
0.3374,51322
0.3427,51298
0.3484,51305
0.354,51300
0.3594,51294
0.365,51290
0.3707,51293
0.3761,51290
0.3817,51266
0.3874,51251
0.3927,51270
0.3984,51212
0.404,51232
0.4094,51235
0.415,51217
0.4207,51226
0.426,51219
0.4317,51175
0.4373,51203
0.4429,51216
0.4483,51187
0.4539,51185
0.4596,51156
0.465,51169
0.4706,51182
0.476,51156
0.4817,51176
0.4873,51140
0.4929,51147
0.4983,51117
0.504,51099
0.5096,51104
0.515,51109
0.5206,51086
0.5263,51083
0.5316,51054
0.5373,51061
0.5429,51048
0.5483,51037
0.5539,51026
0.5596,51019
0.5649,50997
0.5706,51006
0.5762,50997
0.5819,51004
0.5872,50980
0.5929,50979
0.5982,50952
0.6039,50967
0.6095,50968
0.6152,50952
0.6205,50903
0.6262,50910
0.6318,50889
0.6372,50882
0.6428,50880
0.6485,50836
0.6539,50853
0.6594,50843
0.665,50831
0.6706,50809
0.6763,50801
0.6817,50779
0.6872,50804
0.6928,50755
0.6985,50720
0.7038,50733
0.7095,50720
0.715,50714
0.7206,50697
0.7263,50653
0.7316,50655
0.7373,50630
0.7428,50634
0.7484,50589
0.7541,50641
0.7594,50589
0.7651,50578
0.7706,50533
0.7763,50530
0.7816,50542
0.7873,50434
0.7929,50482
0.7983,50485
0.8039,50455
0.8096,50451
0.8152,50385
0.8206,50410
0.8262,50380
0.8316,50372
0.8372,50391
0.8429,50365
0.8485,50310
0.8539,50306
0.8595,50271
0.8649,50290
