Experiment: Mar_1_Turb_expt vial 4, Mon Mar  1 18:39:12 2021
0.0038,173
0.0094,169
0.0151,171
0.0204,169
0.0261,170
0.0318,168
0.0372,170
0.0429,171
0.0482,168
0.0539,171
0.0595,170
0.065,170
0.0707,170
0.0766,171
0.0817,170
0.0873,173
0.0927,173
0.0984,173
0.104,170
0.1094,172
0.115,170
0.1207,171
0.126,169
0.1317,169
0.1373,170
0.143,172
0.1483,173
0.154,172
0.1594,170
0.165,170
0.1707,172
0.1761,169
0.1817,172
0.1874,171
0.1928,168
0.1985,172
0.2039,171
0.2096,172
0.215,170
0.2205,172
0.2261,171
0.2315,170
0.2373,172
0.2427,170
0.2483,170
0.254,171
0.2594,170
0.265,171
0.2707,171
0.2761,170
0.2817,169
0.2874,170
0.2927,173
0.2984,171
0.304,171
0.3094,170
0.3151,171
0.3207,170
0.3261,174
0.3317,172
0.3374,171
0.3427,168
0.3484,172
0.354,172
0.3594,170
0.365,171
0.3707,171
0.3761,173
0.3817,170
0.3874,170
0.3927,171
0.3984,171
0.404,174
0.4094,172
0.415,171
0.4207,171
0.426,172
0.4317,173
0.4373,171
0.4429,170
0.4483,171
0.4539,172
0.4596,171
0.465,171
0.4706,170
0.476,171
0.4817,169
0.4873,172
0.4929,174
0.4983,170
0.504,170
0.5096,170
0.515,170
0.5206,172
0.5263,170
0.5316,170
0.5373,171
0.5429,172
0.5483,172
0.5539,171
0.5596,170
0.5649,169
0.5706,169
0.5762,171
0.5819,170
0.5872,173
0.5929,170
0.5982,171
0.6039,171
0.6095,174
0.6152,171
0.6205,170
0.6262,171
0.6318,170
0.6372,169
0.6428,172
0.6485,170
0.6539,173
0.6594,172
0.665,171
0.6706,169
0.6763,172
0.6817,167
0.6872,170
0.6928,171
0.6985,171
0.7038,171
0.7095,172
0.715,169
0.7206,171
0.7263,172
0.7316,171
0.7373,173
0.7428,170
0.7484,169
0.7541,172
0.7594,171
0.7651,170
0.7706,170
0.7763,172
0.7816,173
0.7873,170
0.7929,171
0.7983,171
0.8039,172
0.8096,170
0.8152,171
0.8206,171
0.8262,170
0.8316,173
0.8372,173
0.8429,174
0.8485,174
0.8539,170
0.8595,171
0.8649,171
0.8706,170
0.8762,173
0.8818,170
0.8872,170
0.8928,171
0.8985,172
0.9039,172
0.9095,171
0.9152,170
0.9205,172
0.9262,171
0.9318,170
0.9372,173
0.9428,169
0.9485,173
0.9539,171
0.9595,171
0.9652,167
0.9705,170
0.9762,169
0.9818,171
0.9872,171
0.9928,171
0.9985,171
1.0039,170
1.0095,170
1.0151,171
1.0208,172
1.0261,171
1.0318,172
1.0372,168
1.0428,172
1.0485,172
1.0539,172
1.0595,172
1.0651,172
1.0705,171
1.0761,172
1.0818,171
1.0872,173
1.0928,172
1.0985,172
1.1038,174
1.1095,172
1.1151,174
1.1205,172
1.1261,175
1.1318,174
1.1371,176
1.1428,170
1.1484,175
1.1541,173
1.1594,173
1.1651,171
1.1705,171
1.1761,174
1.1818,171
1.1874,172
1.1928,172
1.1984,175
1.2041,172
1.2095,173
1.2151,173
1.2205,174
1.2262,169
1.2318,172
1.2372,172
1.2428,172
1.2485,173
1.2538,171
1.2595,171
1.2651,175
1.2705,171
1.2762,170
1.2818,171
1.2874,172
1.2928,172
1.2984,172
1.3038,172
1.3095,173
1.3151,173
1.3208,172
1.3261,170
1.3318,173
1.3374,174
1.3428,172
1.3484,174
1.3541,172
1.3594,174
1.3651,173
1.3707,171
