Experiment: Mar_5_T2_Turb_expt vial 1, Fri Mar  5 18:09:41 2021
0.0046,1627
0.0103,1633
0.0156,1630
0.0213,1626
0.0267,1632
0.0324,1632
0.0378,1627
0.0435,1626
0.0489,1632
0.0546,1628
0.0603,1624
0.0657,1632
0.0714,1630
0.0768,1626
0.0824,1627
0.0878,1632
0.0935,1632
0.0989,1626
0.1046,1628
0.11,1633
0.1157,1628
0.1214,1627
0.1268,1632
0.1325,1630
0.1379,1626
0.1436,1632
0.149,1633
0.1547,1628
0.1601,1628
0.1658,1633
0.1712,1629
0.1769,1626
0.1823,1629
0.1879,1627
0.1936,1627
0.199,1630
0.2047,1631
0.2101,1626
0.2158,1631
0.2212,1629
0.2269,1626
0.2323,1630
0.238,1632
0.2434,1626
0.2491,1630
0.2545,1631
0.2602,1626
0.2656,1627
0.2712,1631
0.2769,1631
0.2823,1626
0.288,1627
0.2934,1630
0.2991,1630
0.3045,1625
0.3102,1631
0.3156,1630
0.3213,1628
0.3267,1628
0.3324,1633
0.3381,1628
0.3435,1630
0.3491,1632
0.3545,1628
0.3602,1626
0.3656,1632
0.3713,1632
0.3767,1629
0.3824,1628
0.3878,1633
0.3935,1626
0.3989,1629
0.4046,1631
0.4103,1627
0.4157,1625
0.4214,1631
0.4268,1630
0.4324,1626
0.4378,1631
0.4435,1631
0.4489,1626
0.4546,1630
0.4603,1632
0.4657,1629
0.4714,1626
0.4768,1633
0.4825,1631
0.4879,1626
0.4936,1627
0.499,1631
0.5046,1629
0.51,1626
0.5157,1631
0.5211,1630
0.5268,1627
0.5325,1632
0.5379,1630
0.5436,1629
0.549,1631
0.5547,1628
0.5601,1626
0.5657,1629
0.5712,1630
0.5769,1627
0.5823,1629
0.588,1633
0.5936,1628
0.599,1627
0.6047,1631
0.6101,1631
0.6158,1626
0.6212,1630
0.6269,1632
0.6324,1628
0.638,1627
0.6435,1633
0.6491,1628
0.6545,1626
0.6602,1630
0.6656,1630
0.6713,1626
0.6768,1630
0.6825,1630
0.6879,1625
0.6936,1631
0.699,1631
0.7047,1627
0.7101,1623
0.7158,1628
0.7212,1634
0.7269,1628
0.7323,1628
0.738,1633
0.7434,1627
0.7491,1627
0.7545,1630
0.7602,1633
0.7657,1626
0.7714,1631
0.7768,1631
0.7825,1628
0.7879,1627
0.7936,1632
0.799,1629
0.8047,1627
0.8101,1632
0.8157,1629
0.8214,1626
0.8268,1629
0.8325,1630
0.8379,1627
0.8436,1626
0.849,1633
0.8547,1632
0.8601,1628
0.8658,1627
0.8712,1629
0.8769,1627
0.8823,1629
0.8879,1631
0.8936,1628
0.899,1626
0.9047,1631
0.9101,1631
0.9158,1628
0.9212,1628
0.9269,1632
0.9323,1629
0.938,1627
0.9434,1629
0.9491,1633
0.9546,1627
0.9601,1627
0.9658,1633
0.9712,1629
0.9769,1627
0.9823,1629
0.988,1632
0.9934,1626
0.9991,1628
1.0045,1633
1.0102,1629
1.0156,1627
1.0213,1632
1.0267,1631
1.0323,1626
1.038,1633
1.0434,1631
1.0489,1626
1.0546,1630
1.06,1633
1.0657,1626
1.0711,1628
1.0768,1631
1.0824,1631
1.0878,1625
1.0935,1629
1.0989,1634
1.1045,1628
1.1102,1627
1.1156,1630
1.1213,1632
1.1268,1627
1.1324,1629
1.1381,1631
1.1435,1626
1.1492,1627
1.1546,1632
1.1602,1631
1.1659,1624
1.1713,1631
1.177,1632
1.1824,1626
1.188,1625
1.1934,1632
1.1991,1631
1.2045,1627
1.2102,1626
1.2158,1633
1.2212,1629
1.2268,1626
1.2325,1628
1.2379,1633
1.2436,1629
1.249,1625
1.2546,1631
1.2603,1632
1.2657,1625
1.2714,1629
1.2768,1632
1.2825,1627
1.2879,1626
1.2936,1631
1.299,1631
1.3047,1625
1.3101,1627
1.3158,1633
1.3212,1628
1.3269,1627
1.3323,1631
1.338,1631
1.3434,1627
1.349,1627
1.3547,1632
1.3601,1628
1.3658,1626
1.3714,1630
1.3768,1632
1.3825,1625
1.3879,1629
1.3936,1633
1.399,1629
1.4047,1624
1.4104,1632
1.4158,1631
1.4212,1626
1.4269,1624
1.4325,1633
1.4379,1632
1.4436,1627
1.449,1628
1.4547,1632
1.4601,1628
1.4658,1624
1.4712,1632
1.4769,1632
1.4825,1628
1.488,1627
1.4934,1632
1.4991,1629
1.5045,1624
1.5102,1630
1.5159,1632
1.5213,1631
1.527,1627
1.5324,1631
1.538,1635
1.5434,1627
1.5491,1627
1.5545,1633
1.5602,1629
1.5657,1627
1.5714,1631
1.5768,1631
1.5825,1628
1.5878,1627
1.5935,1631
1.5989,1630
1.6046,1625
1.6103,1629
1.6157,1631
1.6214,1628
1.6268,1627
1.6325,1633
1.6378,1628
1.6435,1626
1.6492,1632
1.6546,1631
1.6603,1625
1.6657,1628
1.6714,1631
1.6768,1631
1.6825,1625
1.6879,1627
1.6936,1632
1.699,1629
1.7047,1625
1.7101,1629
1.7158,1632
1.7212,1625
1.7268,1628
1.7325,1632
1.738,1627
1.7434,1626
1.7491,1631
1.7545,1632
1.7602,1626
1.7658,1627
1.7712,1632
1.7769,1629
1.7823,1625
1.788,1630
1.7934,1633
1.799,1627
1.8047,1627
1.8101,1632
1.8158,1629
1.8212,1625
1.8269,1631
1.8325,1632
1.8379,1627
1.8436,1629
1.8491,1633
1.8547,1627
1.8601,1627
1.8658,1631
1.8712,1631
1.8769,1626
1.8823,1631
1.888,1631
1.8934,1628
1.8991,1626
1.9045,1633
1.9102,1630
1.9156,1626
1.9213,1630
1.927,1632
1.9324,1628
1.9381,1627
1.9435,1633
1.9492,1630
1.9546,1626
1.9603,1628
1.9657,1631
1.9713,1626
1.9768,1630
1.9824,1633
1.9878,1631
1.9935,1624
1.9989,1631
2.0047,1632
2.0101,1627
2.0157,1625
2.0214,1631
