Experiment: Mar_5_T2_Turb_expt vial 9, Fri Mar  5 18:09:41 2021
0.0046,1620
0.0103,1621
0.0156,1627
0.0213,1619
0.0267,1623
0.0324,1624
0.0378,1620
0.0435,1622
0.0489,1626
0.0546,1620
0.0603,1620
0.0657,1626
0.0714,1622
0.0768,1621
0.0824,1624
0.0878,1623
0.0935,1621
0.0989,1625
0.1046,1621
0.11,1626
0.1157,1626
0.1214,1620
0.1268,1624
0.1325,1623
0.1379,1621
0.1436,1624
0.149,1625
0.1547,1619
0.1601,1625
0.1658,1624
0.1712,1621
0.1769,1625
0.1823,1621
0.1879,1619
0.1936,1625
0.199,1626
0.2047,1620
0.2101,1622
0.2158,1625
0.2212,1619
0.2269,1621
0.2323,1625
0.238,1620
0.2434,1621
0.2491,1626
0.2545,1622
0.2602,1621
0.2656,1624
0.2712,1620
0.2769,1622
0.2823,1627
0.288,1621
0.2934,1624
0.2991,1624
0.3045,1619
0.3102,1623
0.3156,1626
0.3213,1620
0.3267,1620
0.3324,1625
0.3381,1622
0.3435,1618
0.3491,1624
0.3545,1624
0.3602,1618
0.3656,1624
0.3713,1625
0.3767,1620
0.3824,1624
0.3878,1623
0.3935,1622
0.3989,1625
0.4046,1623
0.4103,1623
0.4157,1627
0.4214,1621
0.4268,1624
0.4324,1625
0.4378,1621
0.4435,1623
0.4489,1622
0.4546,1622
0.4603,1625
0.4657,1622
0.4714,1622
0.4768,1628
0.4825,1622
0.4879,1620
0.4936,1624
0.499,1623
0.5046,1622
0.51,1622
0.5157,1624
0.5211,1621
0.5268,1623
0.5325,1625
0.5379,1622
0.5436,1623
0.549,1624
0.5547,1620
0.5601,1623
0.5657,1623
0.5712,1619
0.5769,1626
0.5823,1626
0.588,1621
0.5936,1625
0.599,1623
0.6047,1620
0.6101,1626
0.6158,1624
0.6212,1620
0.6269,1626
0.6324,1624
0.638,1621
0.6435,1626
0.6491,1623
0.6545,1622
0.6602,1626
0.6656,1624
0.6713,1621
0.6768,1625
0.6825,1624
0.6879,1619
0.6936,1625
0.699,1624
0.7047,1620
0.7101,1625
0.7158,1626
0.7212,1619
0.7269,1625
0.7323,1625
0.738,1620
0.7434,1622
0.7491,1627
0.7545,1620
0.7602,1620
0.7657,1627
0.7714,1621
0.7768,1622
0.7825,1625
0.7879,1623
0.7936,1620
0.799,1626
0.8047,1622
0.8101,1623
0.8157,1626
0.8214,1622
0.8268,1622
0.8325,1626
0.8379,1622
0.8436,1622
0.849,1625
0.8547,1623
0.8601,1621
0.8658,1624
0.8712,1621
0.8769,1620
0.8823,1626
0.8879,1621
0.8936,1623
0.899,1626
0.9047,1620
0.9101,1622
0.9158,1626
0.9212,1621
0.9269,1623
0.9323,1623
0.938,1622
0.9434,1623
0.9491,1621
0.9546,1623
0.9601,1625
0.9658,1620
0.9712,1623
0.9769,1624
0.9823,1621
0.988,1623
0.9934,1624
0.9991,1620
1.0045,1622
1.0102,1626
1.0156,1622
1.0213,1620
1.0267,1625
1.0323,1623
1.038,1621
1.0434,1627
1.0489,1623
1.0546,1620
1.06,1626
1.0657,1623
1.0711,1620
1.0768,1626
1.0824,1624
1.0878,1620
1.0935,1624
1.0989,1627
1.1045,1621
1.1102,1626
1.1156,1624
1.1213,1620
1.1268,1623
1.1324,1624
1.1381,1619
1.1435,1622
1.1492,1626
1.1546,1621
1.1602,1623
1.1659,1624
1.1713,1620
1.177,1626
1.1824,1623
1.188,1620
1.1934,1625
1.1991,1623
1.2045,1620
1.2102,1625
1.2158,1624
1.2212,1621
1.2268,1627
1.2325,1621
1.2379,1621
1.2436,1628
1.249,1622
1.2546,1623
1.2603,1626
1.2657,1622
1.2714,1622
1.2768,1627
1.2825,1620
1.2879,1621
1.2936,1626
1.299,1622
1.3047,1621
1.3101,1625
1.3158,1622
1.3212,1620
1.3269,1625
1.3323,1626
1.338,1620
1.3434,1624
1.349,1626
1.3547,1619
1.3601,1624
1.3658,1626
1.3714,1620
1.3768,1624
1.3825,1625
1.3879,1622
1.3936,1624
1.399,1625
1.4047,1620
1.4104,1624
1.4158,1623
1.4212,1621
1.4269,1625
1.4325,1622
1.4379,1620
1.4436,1626
1.449,1624
1.4547,1620
1.4601,1624
1.4658,1624
1.4712,1620
1.4769,1623
1.4825,1626
1.488,1620
1.4934,1624
1.4991,1626
1.5045,1620
1.5102,1623
1.5159,1623
1.5213,1622
1.527,1626
1.5324,1623
1.538,1621
1.5434,1624
1.5491,1621
1.5545,1620
1.5602,1626
1.5657,1624
1.5714,1620
1.5768,1627
1.5825,1624
1.5878,1619
1.5935,1623
1.5989,1627
1.6046,1620
1.6103,1624
1.6157,1624
1.6214,1618
1.6268,1621
1.6325,1626
1.6378,1621
1.6435,1621
1.6492,1627
1.6546,1621
1.6603,1621
1.6657,1626
1.6714,1621
1.6768,1621
1.6825,1626
1.6879,1622
1.6936,1619
1.699,1626
1.7047,1621
1.7101,1621
1.7158,1628
1.7212,1620
1.7268,1620
1.7325,1626
1.738,1619
1.7434,1623
1.7491,1625
1.7545,1620
1.7602,1622
1.7658,1627
1.7712,1621
1.7769,1622
1.7823,1627
1.788,1622
1.7934,1621
1.799,1628
1.8047,1620
1.8101,1622
1.8158,1626
1.8212,1620
1.8269,1622
1.8325,1627
1.8379,1621
1.8436,1621
1.8491,1625
1.8547,1624
1.8601,1621
1.8658,1626
1.8712,1626
1.8769,1622
1.8823,1626
1.888,1625
1.8934,1623
1.8991,1624
1.9045,1624
1.9102,1620
