Experiment: Mar_5_T2_Turb_expt vial 6, Fri Mar  5 18:09:41 2021
0.0046,1600
0.0103,1603
0.0156,1611
0.0213,1609
0.0267,1603
0.0324,1599
0.0378,1606
0.0435,1611
0.0489,1610
0.0546,1601
0.0603,1598
0.0657,1603
0.0714,1611
0.0768,1611
0.0824,1602
0.0878,1599
0.0935,1605
0.0989,1612
0.1046,1607
0.11,1602
0.1157,1604
0.1214,1610
0.1268,1609
0.1325,1601
0.1379,1602
0.1436,1610
0.149,1612
0.1547,1602
0.1601,1601
0.1658,1604
0.1712,1612
0.1769,1609
0.1823,1602
0.1879,1601
0.1936,1610
0.199,1610
0.2047,1605
0.2101,1600
0.2158,1608
0.2212,1609
0.2269,1606
0.2323,1600
0.238,1604
0.2434,1612
0.2491,1609
0.2545,1601
0.2602,1602
0.2656,1606
0.2712,1610
0.2769,1606
0.2823,1601
0.288,1604
0.2934,1610
0.2991,1609
0.3045,1603
0.3102,1601
0.3156,1608
0.3213,1611
0.3267,1605
0.3324,1601
0.3381,1606
0.3435,1612
0.3491,1608
0.3545,1600
0.3602,1601
0.3656,1607
0.3713,1611
0.3767,1607
0.3824,1600
0.3878,1606
0.3935,1610
0.3989,1612
0.4046,1603
0.4103,1601
0.4157,1608
0.4214,1610
0.4268,1606
0.4324,1601
0.4378,1605
0.4435,1611
0.4489,1608
0.4546,1601
0.4603,1602
0.4657,1608
0.4714,1611
0.4768,1604
0.4825,1600
0.4879,1603
0.4936,1609
0.499,1609
0.5046,1603
0.51,1601
0.5157,1607
0.5211,1612
0.5268,1606
0.5325,1601
0.5379,1604
0.5436,1611
0.549,1611
0.5547,1603
0.5601,1601
0.5657,1608
0.5712,1610
0.5769,1605
0.5823,1600
0.588,1605
0.5936,1610
0.599,1609
0.6047,1601
0.6101,1602
0.6158,1608
0.6212,1612
0.6269,1607
0.6324,1598
0.638,1602
0.6435,1608
0.6491,1611
0.6545,1606
0.6602,1600
0.6656,1605
0.6713,1611
0.6768,1610
0.6825,1602
0.6879,1601
0.6936,1605
0.699,1611
0.7047,1608
0.7101,1600
0.7158,1602
0.7212,1609
0.7269,1610
0.7323,1604
0.738,1601
0.7434,1605
0.7491,1612
0.7545,1609
0.7602,1600
0.7657,1601
0.7714,1608
0.7768,1613
0.7825,1605
0.7879,1602
0.7936,1606
0.799,1610
0.8047,1608
0.8101,1602
0.8157,1602
0.8214,1608
0.8268,1611
0.8325,1604
0.8379,1601
0.8436,1606
0.849,1611
0.8547,1608
0.8601,1601
0.8658,1603
0.8712,1610
0.8769,1610
0.8823,1606
0.8879,1601
0.8936,1604
0.899,1609
0.9047,1611
0.9101,1603
0.9158,1603
0.9212,1609
0.9269,1610
0.9323,1606
0.938,1602
0.9434,1607
0.9491,1612
0.9546,1604
0.9601,1600
0.9658,1602
0.9712,1611
0.9769,1610
0.9823,1603
0.988,1600
0.9934,1605
0.9991,1614
1.0045,1609
1.0102,1604
1.0156,1599
1.0213,1608
1.0267,1612
1.0323,1604
1.038,1601
1.0434,1606
1.0489,1612
1.0546,1607
1.06,1599
1.0657,1602
1.0711,1608
1.0768,1611
1.0824,1604
1.0878,1601
1.0935,1607
1.0989,1614
1.1045,1610
1.1102,1601
1.1156,1601
1.1213,1606
1.1268,1611
1.1324,1608
1.1381,1601
1.1435,1600
1.1492,1608
1.1546,1613
1.1602,1609
1.1659,1602
1.1713,1601
1.177,1610
1.1824,1611
1.188,1604
1.1934,1599
1.1991,1602
1.2045,1611
1.2102,1610
1.2158,1602
1.2212,1600
1.2268,1604
1.2325,1611
1.2379,1607
1.2436,1600
1.249,1601
1.2546,1610
1.2603,1612
1.2657,1604
1.2714,1601
1.2768,1607
1.2825,1609
1.2879,1608
1.2936,1601
1.299,1603
1.3047,1610
1.3101,1610
1.3158,1602
1.3212,1603
1.3269,1611
1.3323,1612
1.338,1606
1.3434,1604
1.349,1606
1.3547,1611
1.3601,1607
1.3658,1601
1.3714,1604
1.3768,1611
1.3825,1609
1.3879,1602
1.3936,1604
1.399,1611
1.4047,1609
1.4104,1601
1.4158,1601
1.4212,1608
1.4269,1611
1.4325,1606
1.4379,1602
1.4436,1605
1.449,1611
1.4547,1608
1.4601,1602
1.4658,1600
1.4712,1605
1.4769,1613
1.4825,1607
1.488,1603
1.4934,1602
1.4991,1609
1.5045,1610
1.5102,1603
1.5159,1602
1.5213,1608
1.527,1612
1.5324,1606
1.538,1600
1.5434,1604
1.5491,1612
1.5545,1609
1.5602,1602
1.5657,1601
1.5714,1606
1.5768,1611
1.5825,1605
1.5878,1601
1.5935,1604
1.5989,1612
1.6046,1612
1.6103,1602
1.6157,1601
1.6214,1607
1.6268,1613
1.6325,1606
1.6378,1599
1.6435,1603
1.6492,1608
1.6546,1611
1.6603,1604
1.6657,1601
1.6714,1604
1.6768,1611
1.6825,1613
1.6879,1601
1.6936,1599
