Experiment: Mar_5_T2_Turb_expt vial 11, Fri Mar  5 18:09:41 2021
0.0046,1628
0.0103,1626
0.0156,1621
0.0213,1623
0.0267,1629
0.0324,1623
0.0378,1620
0.0435,1624
0.0489,1629
0.0546,1622
0.0603,1618
0.0657,1625
0.0714,1630
0.0768,1621
0.0824,1620
0.0878,1628
0.0935,1630
0.0989,1620
0.1046,1623
0.11,1628
0.1157,1624
0.1214,1620
0.1268,1627
0.1325,1628
0.1379,1621
0.1436,1624
0.149,1629
0.1547,1622
0.1601,1620
0.1658,1627
0.1712,1627
0.1769,1621
0.1823,1621
0.1879,1626
0.1936,1624
0.199,1621
0.2047,1624
0.2101,1628
0.2158,1622
0.2212,1618
0.2269,1627
0.2323,1629
0.238,1622
0.2434,1622
0.2491,1627
0.2545,1623
0.2602,1621
0.2656,1627
0.2712,1625
0.2769,1620
0.2823,1627
0.288,1625
0.2934,1619
0.2991,1625
0.3045,1629
0.3102,1619
0.3156,1621
0.3213,1629
0.3267,1624
0.3324,1621
0.3381,1623
0.3435,1628
0.3491,1623
0.3545,1619
0.3602,1629
0.3656,1627
0.3713,1621
0.3767,1623
0.3824,1628
0.3878,1620
0.3935,1621
0.3989,1628
0.4046,1621
0.4103,1622
0.4157,1627
0.4214,1623
0.4268,1621
0.4324,1628
0.4378,1626
0.4435,1620
0.4489,1622
0.4546,1630
0.4603,1625
0.4657,1617
0.4714,1624
0.4768,1631
0.4825,1624
0.4879,1622
0.4936,1627
0.499,1628
0.5046,1620
0.51,1624
0.5157,1630
0.5211,1623
0.5268,1619
0.5325,1626
0.5379,1629
0.5436,1621
0.549,1621
0.5547,1627
0.5601,1624
0.5657,1621
0.5712,1622
0.5769,1627
0.5823,1623
0.588,1622
0.5936,1626
0.599,1625
0.6047,1622
0.6101,1626
0.6158,1627
0.6212,1622
0.6269,1622
0.6324,1628
0.638,1624
0.6435,1622
0.6491,1626
0.6545,1624
0.6602,1619
0.6656,1626
0.6713,1626
0.6768,1619
0.6825,1623
0.6879,1628
0.6936,1623
0.699,1617
0.7047,1623
0.7101,1628
0.7158,1622
0.7212,1620
0.7269,1628
0.7323,1624
0.738,1622
0.7434,1626
0.7491,1625
0.7545,1622
0.7602,1623
0.7657,1627
0.7714,1621
0.7768,1621
0.7825,1629
0.7879,1626
0.7936,1617
0.799,1622
0.8047,1628
0.8101,1626
0.8157,1620
0.8214,1624
0.8268,1627
0.8325,1622
0.8379,1622
0.8436,1629
0.849,1623
0.8547,1619
0.8601,1627
0.8658,1629
0.8712,1620
0.8769,1621
0.8823,1628
0.8879,1625
0.8936,1620
0.899,1625
0.9047,1628
0.9101,1621
0.9158,1620
0.9212,1627
0.9269,1628
0.9323,1622
0.938,1623
0.9434,1628
0.9491,1624
0.9546,1618
0.9601,1621
0.9658,1628
0.9712,1625
0.9769,1622
0.9823,1623
0.988,1627
0.9934,1622
0.9991,1622
1.0045,1628
1.0102,1624
1.0156,1619
1.0213,1625
1.0267,1629
1.0323,1621
1.038,1624
1.0434,1629
1.0489,1623
1.0546,1619
1.06,1627
1.0657,1629
1.0711,1623
1.0768,1619
1.0824,1626
1.0878,1624
1.0935,1620
1.0989,1625
1.1045,1628
1.1102,1622
1.1156,1619
1.1213,1628
1.1268,1627
1.1324,1620
1.1381,1622
1.1435,1628
1.1492,1626
1.1546,1620
1.1602,1623
1.1659,1630
1.1713,1622
1.177,1620
1.1824,1627
1.188,1628
1.1934,1621
1.1991,1620
1.2045,1629
1.2102,1628
1.2158,1622
1.2212,1622
1.2268,1627
1.2325,1627
1.2379,1620
1.2436,1626
1.249,1628
1.2546,1621
1.2603,1621
1.2657,1627
1.2714,1627
1.2768,1620
1.2825,1622
1.2879,1629
1.2936,1627
1.299,1620
1.3047,1625
1.3101,1627
1.3158,1622
1.3212,1618
1.3269,1628
1.3323,1625
1.338,1623
1.3434,1623
1.349,1627
1.3547,1623
1.3601,1619
1.3658,1626
1.3714,1627
1.3768,1621
1.3825,1620
1.3879,1627
1.3936,1628
1.399,1620
1.4047,1621
1.4104,1631
1.4158,1626
1.4212,1619
1.4269,1622
1.4325,1628
1.4379,1622
1.4436,1622
1.449,1626
1.4547,1624
1.4601,1623
1.4658,1627
1.4712,1625
1.4769,1620
1.4825,1624
1.488,1628
1.4934,1620
1.4991,1619
1.5045,1625
1.5102,1629
1.5159,1621
1.5213,1620
1.527,1628
1.5324,1628
1.538,1621
1.5434,1621
1.5491,1629
1.5545,1624
1.5602,1621
1.5657,1623
1.5714,1630
1.5768,1623
1.5825,1621
1.5878,1627
1.5935,1627
1.5989,1622
1.6046,1620
1.6103,1627
1.6157,1627
1.6214,1621
1.6268,1622
1.6325,1628
1.6378,1625
1.6435,1618
1.6492,1623
1.6546,1629
1.6603,1624
1.6657,1620
1.6714,1625
1.6768,1628
1.6825,1624
1.6879,1620
1.6936,1624
1.699,1628
1.7047,1620
1.7101,1621
1.7158,1629
1.7212,1627
1.7268,1618
1.7325,1624
1.738,1631
1.7434,1623
1.7491,1618
1.7545,1627
1.7602,1629
1.7658,1620
1.7712,1621
1.7769,1628
1.7823,1626
1.788,1621
1.7934,1623
1.799,1630
1.8047,1624
1.8101,1618
1.8158,1624
1.8212,1629
1.8269,1624
1.8325,1619
1.8379,1623
1.8436,1629
1.8491,1621
1.8547,1620
1.8601,1627
1.8658,1628
1.8712,1621
1.8769,1621
1.8823,1626
1.888,1629
1.8934,1621
1.8991,1619
1.9045,1628
1.9102,1629
1.9156,1619
1.9213,1621
1.927,1628
1.9324,1625
1.9381,1617
1.9435,1621
1.9492,1628
1.9546,1627
1.9603,1620
1.9657,1626
1.9713,1628
1.9768,1623
1.9824,1619
1.9878,1627
1.9935,1629
1.9989,1623
2.0047,1619
2.0101,1623
2.0157,1629
2.0214,1623
2.0268,1622
2.0325,1627
2.0379,1627
2.0436,1621
2.049,1625
2.0547,1628
2.0601,1621
2.0657,1622
2.0714,1628
2.0768,1626
2.0825,1619
2.0879,1624
2.0936,1629
2.099,1623
2.1047,1621
2.1101,1627
2.1158,1628
2.1214,1621
2.1268,1619
2.1325,1626
2.1379,1629
2.1436,1621
2.149,1620
2.1547,1626
2.1601,1629
2.1658,1620
2.1712,1621
2.1769,1628
2.1823,1627
2.188,1619
2.1934,1623
2.1991,1629
2.2045,1622
2.2102,1621
2.2156,1628
2.2213,1625
2.227,1620
2.2324,1623
2.2381,1627
2.2434,1625
2.2491,1618
2.2545,1624
2.2602,1629
2.2656,1623
2.2713,1620
2.277,1628
2.2824,1627
2.2881,1620
2.2935,1619
2.2992,1630
2.3045,1630
2.3102,1619
2.3156,1621
2.3213,1627
2.3267,1626
2.3324,1619
2.3378,1621
2.3435,1629
2.3489,1626
2.3546,1620
2.3603,1624
2.3657,1629
2.3713,1624
2.3767,1619
2.3824,1621
2.3878,1628
2.3935,1625
2.3992,1620
2.4046,1625
2.4103,1629
2.4157,1622
2.4213,1621
2.4267,1628
2.4324,1628
2.4378,1621
2.4435,1626
2.4492,1629
2.4546,1626
2.4603,1621
2.4657,1624
2.4714,1630
2.4768,1622
2.4825,1620
2.4879,1627
2.4936,1627
2.499,1622
2.5046,1618
2.51,1625
2.5157,1626
2.5214,1623
2.5268,1619
2.5325,1627
2.5379,1629
2.5436,1622
2.549,1620
2.5546,1629
2.5601,1627
2.5658,1621
2.5711,1621
2.5768,1628
2.5825,1626
2.5879,1619
2.5936,1624
2.599,1628
2.6047,1626
2.6101,1619
2.6158,1624
2.6212,1628
2.6267,1624
2.6323,1618
2.638,1623
2.6434,1631
2.6491,1626
2.6545,1619
2.6602,1621
2.6656,1629
2.6713,1626
2.677,1617
2.6823,1623
2.688,1629
2.6934,1626
2.6991,1619
2.7046,1623
2.7102,1629
2.7158,1625
2.7212,1618
2.7269,1628
2.7323,1628
2.738,1620
2.7434,1622
2.7491,1627
2.7546,1625
2.7602,1619
2.7657,1625
2.7713,1629
2.7768,1621
2.7824,1620
2.7881,1627
2.7935,1628
2.7992,1622
2.8046,1621
2.8103,1626
2.8157,1627
2.8214,1621
2.8268,1622
2.8325,1627
2.8379,1625
2.8436,1619
2.8492,1629
2.8546,1626
2.8603,1621
2.8657,1622
2.8714,1629
2.8768,1625
2.8825,1619
2.8879,1624
2.8936,1630
2.899,1624
2.9047,1619
2.9101,1623
2.9158,1627
2.9215,1620
2.9269,1621
2.9325,1627
2.9379,1626
2.9436,1620
2.949,1624
2.9547,1630
2.9601,1621
2.9659,1621
2.9712,1625
2.9769,1628
2.9823,1620
2.988,1620
2.9934,1627
2.9991,1627
3.0046,1620
3.0103,1624
3.0157,1628
3.0214,1623
3.0268,1621
3.0325,1626
3.0379,1627
3.0436,1619
3.0491,1624
3.0548,1628
3.0602,1623
3.0659,1620
3.0712,1627
3.077,1629
3.0824,1620
3.0881,1620
3.0935,1628
3.0991,1626
3.1046,1618
3.1102,1620
3.1156,1629
3.1213,1627
3.1267,1620
3.1324,1621
3.1381,1627
3.1435,1626
3.1489,1618
3.1546,1621
