Experiment: Mar_5_T2_Turb_expt vial 12, Fri Mar  5 18:09:41 2021
0.0046,1614
0.0103,1609
0.0156,1612
0.0213,1616
0.0267,1618
0.0324,1610
0.0378,1609
0.0435,1613
0.0489,1617
0.0546,1614
0.0603,1606
0.0657,1608
0.0714,1616
0.0768,1620
0.0824,1615
0.0878,1607
0.0935,1608
0.0989,1617
0.1046,1620
0.11,1613
0.1157,1607
0.1214,1610
0.1268,1616
0.1325,1619
0.1379,1613
0.1436,1608
0.149,1611
0.1547,1616
0.1601,1617
0.1658,1611
0.1712,1607
0.1769,1609
0.1823,1617
0.1879,1618
0.1936,1614
0.199,1607
0.2047,1610
0.2101,1617
0.2158,1617
0.2212,1611
0.2269,1607
0.2323,1611
0.238,1619
0.2434,1614
0.2491,1607
0.2545,1610
0.2602,1614
0.2656,1617
0.2712,1614
0.2769,1607
0.2823,1610
0.288,1616
0.2934,1616
0.2991,1612
0.3045,1606
0.3102,1608
0.3156,1619
0.3213,1621
0.3267,1615
0.3324,1609
0.3381,1608
0.3435,1617
0.3491,1618
0.3545,1612
0.3602,1607
0.3656,1610
0.3713,1617
0.3767,1618
0.3824,1612
0.3878,1608
0.3935,1612
0.3989,1620
0.4046,1616
0.4103,1611
0.4157,1607
0.4214,1612
0.4268,1619
0.4324,1618
0.4378,1613
0.4435,1607
0.4489,1614
0.4546,1616
0.4603,1613
0.4657,1606
0.4714,1610
0.4768,1619
0.4825,1619
0.4879,1615
0.4936,1607
0.499,1609
0.5046,1616
0.51,1619
0.5157,1614
0.5211,1610
0.5268,1610
0.5325,1616
0.5379,1618
0.5436,1616
0.549,1607
0.5547,1609
0.5601,1617
0.5657,1620
0.5712,1611
0.5769,1607
0.5823,1609
0.588,1618
0.5936,1618
0.599,1612
0.6047,1608
0.6101,1612
0.6158,1619
0.6212,1617
0.6269,1613
0.6324,1608
0.638,1613
0.6435,1620
0.6491,1614
0.6545,1608
0.6602,1612
0.6656,1618
0.6713,1617
0.6768,1612
0.6825,1608
0.6879,1614
0.6936,1616
0.699,1616
0.7047,1610
0.7101,1608
0.7158,1616
0.7212,1617
0.7269,1613
0.7323,1607
0.738,1611
0.7434,1620
0.7491,1615
0.7545,1611
0.7602,1606
0.7657,1615
0.7714,1618
0.7768,1615
0.7825,1610
0.7879,1612
0.7936,1616
0.799,1616
0.8047,1610
0.8101,1609
0.8157,1615
0.8214,1619
0.8268,1617
0.8325,1609
0.8379,1610
0.8436,1617
0.849,1620
0.8547,1614
0.8601,1610
0.8658,1611
0.8712,1617
0.8769,1617
0.8823,1612
0.8879,1607
0.8936,1612
0.899,1619
0.9047,1615
0.9101,1608
0.9158,1612
0.9212,1616
0.9269,1615
0.9323,1613
0.938,1610
0.9434,1613
0.9491,1617
0.9546,1613
0.9601,1608
0.9658,1610
0.9712,1616
0.9769,1619
0.9823,1613
0.988,1609
0.9934,1611
0.9991,1617
1.0045,1621
1.0102,1616
1.0156,1609
1.0213,1609
1.0267,1617
1.0323,1618
1.038,1617
1.0434,1608
1.0489,1608
1.0546,1617
1.06,1620
1.0657,1615
1.0711,1609
1.0768,1610
1.0824,1616
1.0878,1620
1.0935,1614
1.0989,1608
1.1045,1609
1.1102,1615
1.1156,1619
1.1213,1613
1.1268,1609
1.1324,1611
1.1381,1616
1.1435,1618
1.1492,1615
1.1546,1608
1.1602,1613
1.1659,1615
1.1713,1616
1.177,1612
1.1824,1609
1.188,1616
1.1934,1617
1.1991,1616
1.2045,1609
1.2102,1609
1.2158,1618
1.2212,1618
1.2268,1612
1.2325,1605
1.2379,1610
1.2436,1619
1.249,1619
1.2546,1613
1.2603,1609
1.2657,1612
1.2714,1619
1.2768,1619
1.2825,1611
1.2879,1606
1.2936,1612
1.299,1618
1.3047,1619
1.3101,1611
1.3158,1607
1.3212,1611
1.3269,1618
1.3323,1620
1.338,1614
1.3434,1608
1.349,1608
1.3547,1617
1.3601,1618
1.3658,1614
1.3714,1609
1.3768,1611
1.3825,1615
1.3879,1618
1.3936,1613
1.399,1609
1.4047,1612
1.4104,1619
1.4158,1618
1.4212,1613
1.4269,1607
1.4325,1610
1.4379,1620
1.4436,1619
1.449,1612
1.4547,1607
1.4601,1611
1.4658,1619
1.4712,1617
1.4769,1612
1.4825,1608
1.488,1613
1.4934,1618
1.4991,1618
1.5045,1610
1.5102,1609
1.5159,1615
1.5213,1618
1.527,1613
1.5324,1610
1.538,1612
1.5434,1618
1.5491,1615
1.5545,1611
1.5602,1608
1.5657,1616
1.5714,1618
1.5768,1616
1.5825,1609
1.5878,1611
1.5935,1616
1.5989,1615
1.6046,1609
1.6103,1610
1.6157,1615
1.6214,1618
1.6268,1612
1.6325,1606
1.6378,1611
1.6435,1621
1.6492,1620
1.6546,1614
1.6603,1608
1.6657,1609
1.6714,1618
1.6768,1617
1.6825,1612
1.6879,1607
1.6936,1613
1.699,1618
1.7047,1615
1.7101,1609
1.7158,1612
1.7212,1618
1.7268,1617
1.7325,1611
1.738,1609
1.7434,1614
1.7491,1619
1.7545,1616
1.7602,1609
1.7658,1610
1.7712,1616
1.7769,1619
1.7823,1615
1.788,1607
1.7934,1609
1.799,1619
1.8047,1618
1.8101,1611
1.8158,1609
1.8212,1612
1.8269,1618
1.8325,1617
1.8379,1611
1.8436,1609
1.8491,1614
1.8547,1616
1.8601,1613
1.8658,1607
1.8712,1610
1.8769,1618
1.8823,1619
1.888,1615
1.8934,1609
1.8991,1611
1.9045,1618
1.9102,1620
1.9156,1617
1.9213,1607
1.927,1607
1.9324,1614
1.9381,1619
1.9435,1617
1.9492,1607
1.9546,1607
1.9603,1615
1.9657,1619
1.9713,1616
1.9768,1608
1.9824,1607
1.9878,1612
1.9935,1619
1.9989,1616
2.0047,1609
2.0101,1607
2.0157,1612
2.0214,1620
2.0268,1618
2.0325,1610
2.0379,1607
2.0436,1615
2.049,1618
2.0547,1613
2.0601,1610
2.0657,1610
2.0714,1617
2.0768,1614
2.0825,1609
2.0879,1612
2.0936,1618
2.099,1617
2.1047,1610
2.1101,1610
2.1158,1614
2.1214,1619
2.1268,1614
2.1325,1608
2.1379,1611
2.1436,1617
2.149,1616
2.1547,1610
2.1601,1609
2.1658,1612
2.1712,1618
2.1769,1617
2.1823,1611
2.188,1607
2.1934,1614
2.1991,1617
2.2045,1614
2.2102,1609
2.2156,1609
2.2213,1617
2.227,1619
2.2324,1612
2.2381,1607
2.2434,1610
2.2491,1617
2.2545,1620
2.2602,1616
2.2656,1606
2.2713,1607
2.277,1618
2.2824,1618
2.2881,1614
2.2935,1607
2.2992,1612
2.3045,1618
2.3102,1618
2.3156,1610
2.3213,1609
2.3267,1612
2.3324,1620
2.3378,1616
2.3435,1611
2.3489,1607
2.3546,1614
2.3603,1619
2.3657,1616
2.3713,1610
2.3767,1607
2.3824,1617
2.3878,1619
2.3935,1615
2.3992,1609
2.4046,1610
2.4103,1615
2.4157,1618
2.4213,1614
2.4267,1609
2.4324,1608
2.4378,1616
2.4435,1619
2.4492,1614
2.4546,1609
2.4603,1609
2.4657,1616
2.4714,1618
2.4768,1610
2.4825,1607
2.4879,1612
2.4936,1617
2.499,1617
2.5046,1609
2.51,1607
2.5157,1613
2.5214,1619
2.5268,1617
2.5325,1609
2.5379,1611
2.5436,1616
2.549,1618
2.5546,1611
2.5601,1609
2.5658,1612
2.5711,1618
2.5768,1617
2.5825,1610
2.5879,1608
2.5936,1616
2.599,1619
2.6047,1617
2.6101,1607
2.6158,1607
2.6212,1614
2.6267,1619
2.6323,1614
2.638,1606
2.6434,1609
2.6491,1615
2.6545,1617
2.6602,1611
2.6656,1609
2.6713,1613
2.677,1616
2.6823,1614
2.688,1607
2.6934,1609
2.6991,1615
2.7046,1618
2.7102,1614
2.7158,1608
2.7212,1609
2.7269,1618
2.7323,1618
2.738,1613
2.7434,1606
2.7491,1612
2.7546,1617
2.7602,1616
2.7657,1610
2.7713,1607
2.7768,1614
2.7824,1617
2.7881,1615
2.7935,1607
2.7992,1610
2.8046,1618
2.8103,1619
2.8157,1613
2.8214,1606
2.8268,1608
2.8325,1615
2.8379,1618
2.8436,1613
2.8492,1605
2.8546,1609
2.8603,1618
2.8657,1617
2.8714,1612
2.8768,1606
2.8825,1610
2.8879,1619
2.8936,1617
2.899,1612
2.9047,1609
2.9101,1611
2.9158,1617
2.9215,1616
2.9269,1610
2.9325,1606
2.9379,1612
2.9436,1618
2.949,1615
2.9547,1607
2.9601,1608
2.9659,1617
2.9712,1617
2.9769,1614
2.9823,1607
2.988,1610
2.9934,1618
2.9991,1617
3.0046,1609
3.0103,1608
3.0157,1616
3.0214,1620
3.0268,1615
3.0325,1608
3.0379,1609
3.0436,1616
3.0491,1616
3.0548,1611
3.0602,1607
3.0659,1610
3.0712,1617
3.077,1617
3.0824,1611
3.0881,1607
3.0935,1610
3.0991,1618
3.1046,1621
3.1102,1614
3.1156,1608
3.1213,1611
3.1267,1616
3.1324,1615
3.1381,1607
3.1435,1612
3.1489,1618
3.1546,1617
3.1601,1610
3.1657,1606
3.1714,1612
3.1768,1619
3.1825,1616
3.1879,1609
3.1936,1608
3.199,1615
3.2047,1619
3.2101,1616
3.2157,1611
3.2214,1610
3.2268,1614
3.2325,1617
3.2379,1614
3.2435,1607
3.2492,1611
3.2546,1617
3.2603,1619
3.2657,1613
3.2714,1606
3.2768,1609
3.2825,1617
3.2879,1618
3.2936,1609
3.299,1605
3.3047,1610
3.3101,1618
3.3158,1617
3.3212,1615
3.3269,1606
3.3323,1613
3.3381,1618
3.3435,1614
3.3491,1608
3.3545,1608
3.3601,1615
3.3658,1618
3.3712,1615
3.3769,1607
3.3824,1606
3.3881,1616
3.3935,1618
3.3992,1615
3.4046,1607
3.4103,1607
3.4157,1616
3.4214,1620
3.4268,1616
3.4323,1607
3.438,1606
3.4435,1615
3.4491,1618
3.4546,1614
3.4602,1607
3.4657,1609
3.4713,1617
3.4768,1616
3.4824,1613
3.4881,1608
3.4935,1610
3.4992,1618
3.5046,1618
3.51,1611
3.5157,1607
3.5212,1611
