Experiment: Mar_9_turb2_expt vial 2, Tue Mar  9 17:40:35 2021
0.0017,1610
0.0069,1608
0.0125,1608
0.0179,1609
0.0236,1607
0.029,1611
0.0347,1610
0.0401,1604
0.0458,1607
0.0515,1610
0.0569,1605
0.0625,1608
0.0679,1608
0.0736,1605
0.079,1606
0.0847,1612
0.0901,1606
0.0958,1608
0.1012,1610
0.1069,1607
0.1125,1607
0.1179,1611
0.1236,1606
0.129,1607
0.1347,1611
0.1401,1608
0.1458,1604
0.1512,1610
0.1569,1611
0.1623,1606
0.1679,1609
0.1736,1608
0.179,1607
0.1847,1609
0.1901,1609
0.1958,1606
0.2012,1608
0.2069,1609
0.2123,1606
0.218,1607
