Experiment: Mar_9_turb2_expt vial 11, Tue Mar  9 17:40:35 2021
0.0017,1619
0.0069,1624
0.0125,1628
0.0179,1623
0.0236,1618
0.029,1625
0.0347,1629
0.0401,1622
0.0458,1621
0.0515,1627
0.0569,1628
0.0625,1621
0.0679,1621
0.0736,1628
0.079,1627
0.0847,1619
0.0901,1621
0.0958,1629
0.1012,1626
0.1069,1620
0.1125,1622
0.1179,1628
0.1236,1624
0.129,1620
0.1347,1623
0.1401,1628
0.1458,1621
0.1512,1621
0.1569,1625
0.1623,1628
0.1679,1620
0.1736,1622
0.179,1629
0.1847,1628
0.1901,1620
0.1958,1622
0.2012,1628
0.2069,1625
0.2123,1619
0.218,1627
