Experiment: Mar_9_turb2_expt vial 14, Tue Mar  9 17:40:35 2021
0.0017,4064
0.0069,4065
0.0125,4063
0.0179,4064
0.0236,4064
0.029,4064
0.0347,4064
0.0401,4065
0.0458,4065
0.0515,4065
0.0569,4064
0.0625,4064
0.0679,4064
0.0736,4065
0.079,4066
0.0847,4064
0.0901,4065
0.0958,4065
0.1012,4065
0.1069,4063
0.1125,4065
0.1179,4064
0.1236,4066
0.129,4066
0.1347,4065
0.1401,4065
0.1458,4063
0.1512,4065
0.1569,4064
0.1623,4064
0.1679,4064
0.1736,4066
0.179,4065
0.1847,4066
0.1901,4066
0.1958,4064
0.2012,4065
0.2069,4066
0.2123,4066
0.218,4066
