Experiment: Mar_9_turb2_expt vial 9, Tue Mar  9 17:40:35 2021
0.0017,1621
0.0069,1625
0.0125,1623
0.0179,1621
0.0236,1626
0.029,1625
0.0347,1620
0.0401,1627
0.0458,1623
0.0515,1621
0.0569,1626
0.0625,1622
0.0679,1620
0.0736,1627
0.079,1621
0.0847,1619
0.0901,1625
0.0958,1625
0.1012,1620
0.1069,1624
0.1125,1628
0.1179,1619
0.1236,1622
0.129,1625
0.1347,1622
0.1401,1620
0.1458,1625
0.1512,1622
0.1569,1620
0.1623,1626
0.1679,1622
0.1736,1622
0.179,1627
0.1847,1622
0.1901,1620
0.1958,1627
0.2012,1622
0.2069,1620
0.2123,1625
0.218,1625
