Experiment: Mar_1_Turb_expt vial 10, Mon Mar  1 18:39:09 2021
0,0
0.0261,0.25
3.4872,0.2
3.5096,0.25
4.0704,0.2
4.0872,0.25
4.3929,0.2
4.415,0.25
4.6149,0.2
4.6427,0.25
4.7093,0.2
4.715,0.25
4.8762,0.2
4.8926,0.25
5.0149,0.2
5.0373,0.25
5.0593,0.2
5.076,0.25
5.0926,0.2
5.1484,0.25
5.165,0.2
5.1817,0.25
5.1984,0.2
5.5593,0.25
5.6926,0.2
