Experiment: April_27_Phage_Osmo_expt vial 15, Tue Apr 27 19:11:23 2021
0.0049,28967
0.0106,28904
0.016,29054
0.0216,29066
0.0273,29100
0.0327,29052
0.0383,29100
0.0439,29093
0.0493,29106
0.0548,29082
0.0605,29122
0.066,29133
0.0716,29124
0.077,29107
0.0826,29123
0.0883,29158
0.0939,28957
0.0992,29071
0.1049,29150
0.1105,29157
0.1159,29139
0.1215,29127
0.1272,29177
0.1327,29144
0.1383,29187
0.1437,29155
0.1493,29151
0.155,29146
0.1603,29122
0.166,29123
0.1716,29116
0.1772,29015
0.1827,29131
0.1883,29115
0.1937,29149
0.1994,29153
0.205,29157
0.2104,29163
0.216,29171
0.2216,29138
0.2273,29150
0.2326,29142
0.2382,29165
0.2439,29162
0.2492,29150
0.2549,29153
0.2605,29136
0.2661,29150
0.2714,29155
0.2771,29147
0.2827,29144
0.2883,29163
0.2937,29156
0.2993,29156
0.305,29161
0.3103,29159
0.316,29161
0.3216,29166
0.3272,29164
0.3326,29160
0.3383,29165
0.3439,29176
0.3492,29184
0.3549,29184
0.3605,29193
0.3659,29119
0.3715,29129
0.3772,29108
0.3828,29111
0.3881,29117
0.3938,29121
0.3994,29110
0.405,29108
0.4104,29115
0.416,29116
0.4217,29110
0.427,29114
0.4327,29114
0.4383,29107
0.4437,29110
0.4493,29114
0.4549,29116
0.4606,29112
0.4659,29118
0.4716,29116
0.4772,29110
0.4828,29127
0.4881,29065
0.4938,29121
0.4994,29121
0.5048,29118
0.5105,29123
0.5161,29132
0.5214,29138
0.5271,29138
0.5327,29130
0.5383,29139
0.544,29135
0.5493,29141
0.5549,29142
0.5606,29136
0.566,29143
0.5716,29144
0.5772,29159
0.5826,29156
0.5882,29163
0.5938,29159
0.5995,29144
0.6048,29152
0.6105,29160
0.6161,29147
0.6215,29148
0.6271,29139
0.6327,29144
0.6384,29138
0.6437,29133
0.6494,29130
0.6548,29145
0.6604,29144
0.6661,29136
0.6717,29131
0.6771,29134
0.6827,29127
0.6883,29137
0.6937,29134
0.6994,29134
0.705,29126
0.7106,29118
0.716,29119
0.7216,29126
0.7272,29124
0.7326,29116
0.7382,29104
0.7438,29124
0.7495,29126
0.7548,29124
0.7605,29120
0.7661,29125
0.7715,29118
0.7771,29117
0.7828,29109
0.7881,29126
0.7938,29119
0.7994,29114
0.8048,29120
0.8104,29115
0.8159,29115
0.8216,29111
0.8272,29113
0.8329,29114
0.8382,29115
0.8437,29110
0.8494,29110
0.855,29117
0.8604,29110
0.866,29106
0.8715,29109
0.8772,29105
0.8825,29111
0.8882,29104
0.8938,29107
0.8994,29107
0.905,29113
0.9103,29069
0.916,29098
0.9216,29107
0.9272,29110
0.9328,29107
0.9382,29097
0.9438,29101
0.9495,29108
0.9548,29099
0.9604,29103
0.9661,29107
0.9717,29106
0.9771,29103
0.9827,29102
0.9883,29097
0.9937,29105
0.9993,29100
1.005,29097
1.0104,29100
1.016,29110
1.0216,29103
1.027,29099
1.0326,29097
1.0383,29087
1.0439,29096
1.0493,29091
1.0549,29095
1.0605,29089
1.0659,29105
1.0715,29096
1.0772,29090
1.0828,29089
1.0881,29099
1.0938,29101
1.0994,29102
1.105,29057
1.1104,29095
1.1161,29090
1.1217,29087
1.127,29074
1.1327,29067
1.1383,29071
1.144,29065
1.1493,29060
1.1549,29059
1.1606,29057
1.1659,29047
1.1716,29048
1.1772,29053
1.1826,29055
1.1882,29046
1.1939,29053
1.1995,29044
1.2048,29042
1.2105,29043
1.2161,29042
1.2215,29035
1.2271,29044
1.2328,29041
1.2384,29043
1.2437,29042
1.2494,29038
1.255,29034
1.2604,29035
1.266,29035
1.2717,29040
1.277,29046
1.2827,29038
1.2883,29040
1.2937,29043
1.2993,29036
1.3049,29034
1.3106,29039
1.3159,29033
1.3216,29035
1.3272,29040
1.3328,29040
1.3382,29036
1.3438,29043
1.3494,29041
1.3548,29031
1.3605,29036
1.3661,29037
1.3717,29037
1.3771,29039
1.3827,29040
1.3884,29026
1.3937,29035
1.3994,29040
1.405,29033
1.4104,29034
1.416,29031
1.4216,29037
1.4273,29036
1.4327,29011
1.4383,29031
1.4439,29022
1.4493,29030
1.4549,29033
1.4606,29029
1.4659,29032
1.4716,29032
1.4772,29030
1.4826,29029
1.4882,29033
1.4938,29037
1.4995,29035
1.5049,29035
1.5105,29027
1.5161,29033
1.5215,29035
1.5271,29026
1.5328,29032
1.5381,29035
1.5438,29030
1.5494,29029
1.5548,29028
1.5604,29032
1.5661,29036
1.5717,29035
1.5771,29034
1.5827,29035
1.5883,29032
1.5937,29032
1.5994,29026
1.605,29027
1.6104,29033
1.6161,29029
1.6217,29031
1.627,29027
1.6327,29035
1.6383,29026
1.6437,29031
1.6493,29027
1.655,29028
1.6606,29027
1.666,29026
1.6716,29031
1.6772,29032
1.6826,29031
1.6882,29034
1.6939,29037
1.6992,29029
1.7049,29036
1.7105,29029
1.7161,29027
1.7215,29028
1.7272,29025
1.7328,29030
1.7382,29029
1.7438,29030
1.7494,29028
1.7551,29028
1.7604,29021
1.7661,29032
1.7717,29029
1.777,29034
1.7827,29022
1.7884,29026
1.7937,29023
1.7993,29033
1.805,29024
1.8103,29027
1.816,29026
1.8216,29024
1.8272,29019
1.8326,29022
1.8382,29022
1.8439,29024
1.8495,29020
1.8549,29009
1.8605,29025
1.8659,29026
1.8715,29026
1.8771,29027
1.8828,29030
1.8884,29024
1.8938,29025
1.8994,29029
1.9048,29024
1.9104,29029
1.9161,29026
1.9217,29026
1.9271,29029
1.9327,29024
1.9384,29028
1.9437,29026
1.9494,29023
1.955,29023
1.9604,29016
1.966,29019
1.9717,29027
1.977,29017
1.9827,29019
1.9883,29024
1.9939,29025
1.9993,29025
2.005,29030
2.0103,29030
2.016,29030
2.0216,29023
2.0273,29024
2.0327,29025
2.0383,29029
2.0439,29020
2.0493,29020
2.0549,29026
2.0606,29024
2.0659,29019
2.0716,29021
2.0772,29022
2.0825,29020
2.0882,29025
2.0938,29024
2.0994,29018
2.1051,29008
2.1104,29021
2.1161,29019
2.1217,29025
2.1271,29022
2.1327,29024
2.1383,29022
2.1437,29025
2.1493,29018
2.155,29017
2.1606,29021
2.166,29020
2.1717,29020
2.177,29023
2.1826,29024
2.1883,29016
2.1939,29017
2.1993,29019
2.2049,29018
2.2105,29017
2.2159,29022
2.2216,29018
2.2272,29019
2.2328,29012
2.2382,29021
2.2438,29022
2.2495,29029
2.2548,29028
2.2604,29028
2.2661,29029
2.2717,29034
2.2771,29030
2.2827,29028
2.2884,29032
2.2937,29032
2.2994,29033
2.305,29034
2.3104,29033
2.316,29030
2.3216,29030
2.3273,29034
2.3326,29026
2.3383,29033
2.3439,29034
2.3493,29030
2.3549,29035
2.3605,29035
2.3659,29033
2.3715,29040
2.3772,29035
2.3828,29034
2.3882,29042
2.3937,29039
2.3994,29040
2.405,29039
2.4104,29042
2.416,29037
2.4215,29040
2.4272,29035
2.4328,29035
2.4381,29040
2.4438,29043
2.4493,29041
2.455,29044
2.4606,29045
2.466,29041
2.4716,29043
2.4771,29035
2.4828,29042
2.4881,29042
2.4938,29043
2.4994,29039
2.505,29043
2.5106,29041
2.516,29036
2.5216,29043
2.5273,29044
2.5326,29034
2.5383,29032
2.5439,29040
2.5493,29040
2.5549,29035
2.5605,29042
2.5662,29041
2.5715,29044
2.5772,29050
2.5828,29041
2.5881,29040
2.5938,29041
2.5994,29040
2.6051,29039
2.6105,29042
2.6161,29041
2.6217,29043
2.6271,29042
2.6327,29044
2.6384,29042
2.6437,29046
2.6493,29040
2.655,29039
2.6603,29040
2.666,29042
2.6716,29038
2.6773,29038
2.6826,29039
2.6883,29036
2.6939,29042
2.6993,29040
2.7049,29036
2.7105,29038
2.7159,29038
2.7215,29038
2.7272,29043
2.7328,29041
2.7381,29041
2.7438,29038
2.7494,29043
2.7548,29045
2.7604,29038
2.7661,29046
2.7717,29045
2.7771,29036
2.7827,29036
2.7883,29037
2.7937,29045
2.7993,29036
2.805,29042
2.8106,29041
2.816,29043
2.8216,29037
2.8272,29041
2.8326,29037
2.8382,29038
2.8439,29035
2.8495,29039
2.8549,29040
2.8605,29036
2.8661,29038
2.8715,29040
2.8771,29034
2.8828,29041
2.8884,29041
2.8938,29039
2.8994,29036
2.905,29035
2.9104,29034
2.9161,29038
2.9217,29032
2.9271,29031
2.9327,29036
2.9383,29037
2.9437,29033
2.9493,29031
2.955,29033
2.9606,29036
2.9659,29030
2.9716,29032
2.9772,29034
2.9828,29028
2.9882,29032
2.9938,29032
2.9995,29032
3.0049,29030
3.0105,29034
3.0159,29033
3.0215,29033
3.0272,29030
3.0328,29035
3.0382,29034
3.0438,29031
3.0494,29033
3.0548,29030
3.0605,29025
3.0661,29033
3.0717,29032
3.0771,29031
3.0827,29029
3.0883,29034
3.0937,29033
3.0993,29031
3.105,29030
3.1106,29032
3.116,29034
3.1216,29028
3.1273,29029
3.1326,29034
3.1383,29026
3.1439,29032
3.1493,29034
3.1549,29029
3.1606,29032
3.1662,29027
3.1716,29033
3.1772,29031
3.1829,29033
3.1882,29027
3.1939,29025
3.1995,29032
3.2049,29028
3.2105,29035
3.2161,29033
3.2215,29039
3.2271,29038
3.2328,29035
3.2384,29033
3.2438,29033
3.2494,29034
3.2551,29033
3.2604,29035
3.2661,29032
3.2717,29035
3.2771,29030
3.2828,29031
3.2884,29029
3.2938,29031
3.2994,29032
3.305,29032
3.3104,29029
3.316,29032
3.3217,29028
3.3273,29028
3.3327,29024
3.3383,29027
3.344,29020
3.3493,29027
3.3549,29024
3.3606,29028
3.3659,29028
3.3716,29025
3.3772,29023
3.3829,29024
3.3882,29023
3.3939,29022
3.3995,29020
3.4048,29021
3.4105,29028
3.4161,29021
3.4218,29027
3.4271,29022
3.4328,29019
3.4384,29026
3.4438,29020
3.4494,29026
3.4551,29025
3.4604,29019
3.4661,29018
3.4717,29020
3.4771,29022
3.4827,29024
3.4883,29024
3.494,29023
3.4993,29019
3.505,29025
3.5106,29022
3.516,29019
3.5216,29022
3.5272,29023
3.5329,29021
3.5382,29025
3.5439,29020
3.5495,29025
3.5549,29025
3.5605,29021
3.5662,29019
3.5715,29023
3.5772,29020
