Experiment: Apr24_2022_tst_expt vial 12, Sun Apr 24 16:07:04 2022
0.0019,0.0
0.0065,9.463660824204911e-05
0.0119,0.00012346414849970233
0.0175,3.8580171673324726e-05
0.0232,-0.00027621548153425324
0.0288,-0.00013323160627651265
0.0342,-3.8609992382449e-05
0.0398,-0.0005935307173967064
0.0455,-0.000842939238793472
0.0508,-0.0005570668607788043
0.0565,-0.002447896577745551
0.0621,-0.0024551306765490943
0.0675,-0.0034492926485247266
0.0731,-0.0014384596138129757
0.0787,-0.00040186770155267726
0.0844,-0.0005859858963714881
0.0897,-0.0018258555921674136
0.0954,-0.0014748358343714685
0.101,-0.003004264990367378
0.1063,-0.004462240975793091
0.112,-0.0045395442825453824
0.1176,-0.003923179010361322
0.1232,-0.003722512643201975
0.1286,-0.004283346343713329
0.1342,-0.004215671706156332
0.1399,-0.003790211080150041
0.1455,-0.005667953332587489
0.1509,-0.007036704842381586
0.1565,-0.006611923802823272
0.1621,-0.006302959674051312
0.1675,-0.0070321721758083156
0.1731,-0.00608842574129026
0.1786,-0.006228587506663247
0.1843,-0.006013556299220679
0.1896,-0.00590996664729615
0.1953,-0.006255042253559634
0.2009,-0.006943331499098954
0.2066,-0.006958875856921898
0.2119,-0.007171820325609896
0.2176,-0.006962034522451616
0.2232,-0.006184814327633431
0.2286,-0.005999168326390414
0.2342,-0.0057332795682130955
0.2398,-0.00572911540291543
0.2454,-0.0064242829325558415
0.2508,-0.006907295664094704
0.2564,-0.007977466715290815
0.2621,-0.0085408423823925
0.2677,-0.007062413331495709
0.2731,-0.008247036588817203
0.2787,-0.008435804968709909
0.2843,-0.008901458061887801
0.2897,-0.008908905401530526
0.2953,-0.009243500620838674
0.3008,0.0010766414616217024
0.3065,-0.007885473632710555
0.3121,-0.006609539998430614
0.3175,-0.006129522333918502
0.3231,-0.006550822269286827
0.3287,-0.0075056972248594145
0.3344,-0.007696680970485897
0.3398,-0.007357714067577792
0.3452,-0.007297854689226141
0.3508,-0.008383354653067387
0.3565,-0.008245171236333587
0.3621,-0.008114032032748492
0.3675,-0.008213262027531754
0.373,-0.008937371354305806
0.3787,-0.009277864477770598
0.3843,-0.009234968984745545
0.3899,-0.009324917450277748
0.3953,-0.009491371591724612
0.4009,-0.009593933867711568
0.4066,-0.010093142674863192
0.4119,-0.009577121118573922
0.4176,-0.0107048599228943
0.423,-0.009799853011826731
0.4287,-0.009508183701295386
0.4343,-0.009042416595956143
0.4397,-0.009259344623801874
0.4453,-0.00946531851260013
0.4509,-0.009150884385299762
0.4566,-0.007062023549157248
0.4619,-0.006337114698456381
0.4676,-0.008437836259952924
0.4732,-0.00760318522013026
0.4788,-0.008611907084415116
0.4842,-0.008394893150282828
0.4898,-0.010321762941123552
0.4955,-0.029994489251823936
0.5008,-0.03898544713866056
0.5065,-0.0438800036391124
0.5121,-0.04569086021607843
0.5177,-0.0339971434482943
0.5231,-0.02305978665634076
0.5287,-0.011834729167927799
0.5344,-0.010809577567320233
0.5397,-0.011587910899874931
0.5454,-0.012479947691584448
0.551,-0.013412805518160237
0.5564,-0.01472243137829976
0.562,-0.017740798556470816
0.5677,-0.02423590614389709
0.573,-0.025969233556942584
0.5787,-0.028698980353427717
0.5843,-0.030583522121168133
0.5899,-0.03185510409795039
0.5953,-0.03238052367470359
0.6009,-0.033291026148079716
0.6066,-0.03651615848436199
0.6119,-0.03714663118913708
0.6176,-0.03673488411399056
0.6232,-0.035953863181524826
0.6288,-0.04099570611809686
0.6342,-0.0439963084018378
0.6398,-0.044566954785057455
0.6455,-0.04457553658887084
0.6508,-0.04426608908185886
0.6565,-0.04484440919822433
0.6621,-0.04512102599214668
0.6675,-0.04552770008457144
0.6732,-0.04586108244434195
0.6789,-0.04617025105533673
0.6843,-0.04575516571095681
0.6897,-0.04634933083616519
0.6953,-0.0471294129337837
0.7009,-0.04656751191296252
0.7064,-0.04681973560575528
0.712,-0.047380257474032766
0.7177,-0.04178670727631953
0.723,-0.047649312651726644
0.7287,-0.04812013877091134
0.7342,-0.048859683939752985
0.7398,-0.04820899035543699
0.7452,-0.04838729286716864
0.7508,-0.04908574899021309
0.7564,-0.04935442872928622
0.762,-0.04967089948855927
0.7675,-0.050141815818038754
0.7731,-0.05028742679733428
0.7787,-0.05107445560987725
0.7844,-0.05119627978309588
0.7897,-0.051690986063096855
0.7954,-0.05187780773356235
0.801,-0.05248571493863449
0.8064,-0.054559410804697256
0.8121,-0.056048647696186726
0.8176,-0.05693834410726428
