Experiment: Apr24_2022_tst_expt vial 2, Sun Apr 24 16:07:04 2022
0.0019,0.0
0.0065,-0.001271166695692591
0.0119,-0.0016793936626293138
0.0175,-0.011630152176595666
0.0232,-0.016421365566348503
0.0288,-0.04727611805855971
0.0342,-0.060980339236923725
0.0398,-0.06964644526057631
0.0455,-0.07640323480596078
0.0508,-0.08496403692935028
0.0565,-0.09548896594054745
0.0621,-0.10096683588377539
0.0675,-0.10262666975389739
0.0731,-0.10647434847975216
0.0787,-0.10146666782450672
0.0844,-0.10371214682233418
0.0897,-0.10927512773459586
0.0954,-0.113200778620496
0.101,-0.113709899246374
0.1063,-0.11398323110330301
0.112,-0.11593509622366532
0.1176,-0.11773266245687183
0.1232,-0.11804359704486239
0.1286,-0.11419442709274533
0.1342,-0.11655757926687033
0.1399,-0.11658886747820428
0.1455,-0.1143420433657698
0.1509,-0.11760404542410227
0.1565,-0.11046975467356619
0.1621,-0.1069485493679907
0.1675,-0.10883415244403441
0.1731,-0.0874336519455972
0.1786,-0.09928159684550883
0.1843,-0.1016456581869293
0.1896,-0.10121092030199448
0.1953,-0.11676323882859109
0.2009,-0.12146142378757
0.2066,-0.12211597624815976
0.2119,-0.1297279264959875
0.2176,-0.13083131306266477
0.2232,-0.1199621077848182
0.2286,-0.13503173224826645
0.2342,-0.13760963191930037
0.2398,-0.14246086488586002
0.2454,-0.14043387070573782
0.2508,-0.14398799022579112
0.2564,-0.1428816644068362
0.2621,-0.14327607107074852
0.2677,-0.14583477732409328
0.2731,-0.14758746204156742
0.2787,-0.14699085618162244
0.2843,-0.1525218369162893
0.2897,-0.1517149502255312
0.2953,-0.15268241989751513
0.3008,-0.1554063848153509
0.3065,-0.15304506496653902
0.3121,-0.1548405781962861
0.3175,-0.15750414745724925
0.3231,-0.1574976786295637
0.3287,-0.15483520171293957
0.3344,-0.15528019006365257
0.3398,-0.1570926044955972
0.3452,-0.15682279775331787
0.3508,-0.15566204045285215
0.3565,-0.15575880336694076
0.3621,-0.15878370584411694
0.3675,-0.15913625799563302
0.373,-0.15818216779710562
0.3787,-0.1597850299905073
0.3843,-0.1576242801229975
0.3899,-0.15837293048212775
0.3953,-0.15792505087401376
0.4009,-0.15965540262233147
0.4066,-0.16190577605369258
0.4119,-0.1593276361643488
0.4176,-0.15903475697830816
0.423,-0.1581559530817137
0.4287,-0.1574439512722976
0.4343,-0.15666103373461418
0.4397,-0.15559761584533896
0.4453,-0.155418058378793
0.4509,-0.15432153939037718
0.4566,-0.1554953983922187
0.4619,-0.1546298169004504
0.4676,-0.15381578230318194
0.4732,-0.15408538367845656
0.4788,-0.15484229688410178
0.4842,-0.15549708191910244
0.4898,-0.1550476533511318
0.4955,-0.1539637206126812
0.5008,-0.15527235418087576
0.5065,-0.15454749377430121
0.5121,-0.15459255111523057
0.5177,-0.1530856202502488
0.5231,-0.15433040566830114
0.5287,-0.1530409556828809
0.5344,-0.15495305265221643
0.5397,-0.15307995495587706
0.5454,-0.15367009203953302
0.551,-0.15400406175746878
0.5564,-0.15255383686806878
0.562,-0.1533495599467264
0.5677,-0.15312491487109714
0.573,-0.15249612837169702
0.5787,-0.15412652556098672
0.5843,-0.1457944814802858
0.5899,-0.1449877073939575
0.5953,-0.14414796556867898
0.6009,-0.14375111372458726
0.6066,-0.1440526669676189
0.6119,-0.14523072690230168
0.6176,-0.1445067396405743
0.6232,-0.14339240778496065
0.6288,-0.143225757332691
0.6342,-0.13500794688106094
0.6398,-0.14464799148712193
0.6455,-0.1447383658353834
0.6508,-0.14375746426074726
0.6565,-0.14410349220866842
0.6621,-0.14219418446549908
0.6675,-0.14165627228566652
0.6732,-0.14061225229079183
0.6789,-0.1411374085820894
0.6843,-0.13843632813997558
0.6897,-0.1396441998247972
0.6953,-0.13868493187111042
0.7009,-0.13907491687492013
0.7064,-0.13897145230281321
0.712,-0.13808168371346147
0.7177,-0.1381006019880201
0.723,-0.10412514126598896
0.7287,-0.13768906295903766
0.7342,-0.13787726824593893
0.7398,-0.1372802538451485
0.7452,-0.13622079084796146
0.7508,-0.13634663622021387
0.7564,-0.13578406781006702
0.762,-0.1353535614945247
0.7675,-0.1361612002871468
0.7731,-0.13358142449581278
0.7787,-0.13293145547609497
0.7844,-0.13346855258703472
0.7897,-0.13230933120007893
0.7954,-0.13200512580487772
0.801,-0.13516815432559082
0.8064,-0.13570554151705283
0.8121,-0.13291533260841115
0.8176,-0.13315705852448143
