Experiment: Aug_19_pumped_od_cal_expt vial 11, Thu Aug 19 18:09:14 2021
0.0058,0.9098933781925552
0.0079,0.910273147916786
0.0136,0.9105217464121652
0.019,0.9122780586138841
0.0247,0.9103868392176497
0.0302,0.9128007647660467
0.0359,0.9111736498784693
0.0413,0.9082333388168218
0.047,0.9088855041455506
0.0524,0.9120475327505526
