Experiment: Aug_19_pumped_od_cal_expt vial 7, Thu Aug 19 18:09:14 2021
0.0058,0.8093568764849302
0.0079,0.8201170699722122
0.0136,0.8178739099044497
0.019,0.8169937453676294
0.0247,0.8175317590434791
0.0302,0.8073576860359976
0.0359,0.8121206583471287
0.0413,0.8142248265105378
0.047,0.8176109115901825
0.0524,0.8124980041640554
