Experiment: Aug_19_pumped_od_cal_expt vial 15, Thu Aug 19 18:09:14 2021
0.0058,0.9152709750322232
0.0079,0.9143536347274706
0.0136,0.9143138862236451
0.019,0.9183023254635913
0.0247,0.9154725450822121
0.0302,0.9117652782926913
0.0359,0.9154314733181803
0.0413,0.9125396394252977
0.047,0.9148797630972005
0.0524,0.9233422764733611
