Experiment: Aug_19_pumped_od_cal_expt vial 14, Thu Aug 19 18:09:14 2021
0.0058,0.9576464660301971
0.0079,0.9646479637014489
0.0136,0.9676026915725117
0.019,0.9574463617563767
0.0247,0.9630827810097881
0.0302,0.9551320930294152
0.0359,0.9583563842113947
0.0413,0.9629936303428059
0.047,0.9636952696819545
0.0524,0.963657387885096
