Experiment: Aug_19_pumped_od_cal_expt vial 10, Thu Aug 19 18:09:14 2021
0.0058,0.8828799342542049
0.0079,0.8854191594111382
0.0136,0.8850063292309431
0.019,0.882211469194224
0.0247,0.8845162498135232
0.0302,0.8818395516128106
0.0359,0.8844487870408397
0.0413,0.8848204898243477
0.047,0.8866148452011008
0.0524,0.8865173855895182
