Experiment: Mar_2_Turb_expt vial 2, Tue Mar  2 18:45:49 2021
0.0056,44388
0.0113,44768
0.0166,44740
0.0223,44642
0.0279,44648
0.0333,44570
0.0389,44576
0.0446,44607
0.0499,44648
0.0556,44651
0.0612,44601
0.0666,44605
0.0723,44603
0.0779,44531
0.0833,44545
0.0889,44544
0.0946,44607
0.0999,44556
0.1056,44529
0.1112,44546
0.1166,44513
0.1222,44504
0.1279,44498
0.1333,44548
0.1389,44519
0.1445,44484
0.1502,44526
0.1555,44539
0.1611,44520
0.1668,44466
0.1721,44497
0.1777,44536
0.1834,44386
0.189,44559
0.1944,44473
0.2,44488
0.2056,44481
0.2113,44487
0.2166,44430
0.2223,44415
0.2279,44441
0.2332,44390
0.2389,44445
0.2445,44450
0.2501,44488
0.2555,44432
0.2611,44411
0.2668,44380
0.2721,44341
0.2778,44385
0.2834,44373
0.289,44372
0.2944,44369
0.2999,44427
0.3056,44266
0.3112,44346
0.3165,44319
0.3222,44393
0.3277,44318
0.3333,44341
0.339,44379
0.3446,44384
0.3499,44377
0.3555,44372
0.3611,44330
0.3668,44442
0.3721,44284
0.3778,44389
0.3833,44266
0.3889,44349
0.3946,44346
0.3999,44355
0.4056,44352
0.4111,44292
0.4168,44252
0.4224,44304
0.4278,44360
0.4334,44295
0.4389,44328
0.4446,44316
0.4499,44322
0.4556,44268
0.4612,44222
0.4666,44290
0.4722,44244
0.4778,44238
0.4835,44255
0.4888,44331
0.4945,44328
0.5001,44362
0.5055,44365
0.5111,44319
0.5168,44333
0.5221,44286
0.5278,44219
0.5334,44300
0.5388,44282
0.5444,44270
0.5501,44283
0.5557,44334
0.5611,44328
0.5667,44251
0.5723,44307
0.5777,44330
0.5833,44308
0.589,44267
0.5943,44266
0.6,44223
0.6056,44178
0.6112,44282
0.6166,44251
0.6222,44164
0.6279,44202
0.6332,44306
0.6389,44195
0.6445,44241
0.6501,44222
0.6555,44186
0.6611,44300
0.6668,44237
0.6721,44274
0.6777,44204
0.6834,44240
0.689,44264
0.6944,44196
0.7,44232
0.7056,44200
0.7113,44201
0.7166,44229
0.7222,44171
0.7279,44209
0.7332,44279
0.7388,44244
0.7445,44159
0.7501,44234
0.7555,44193
0.7611,44194
0.7667,44193
0.7721,44152
0.7777,44192
0.7833,44246
0.789,44211
0.7946,44314
0.8,44219
0.8056,44216
0.811,44191
0.8166,44170
0.8222,44167
0.8279,44184
0.8332,44175
0.8389,44139
0.8445,44188
0.8501,44179
0.8555,44123
0.8612,44158
0.8668,44177
0.8722,44275
0.8778,44162
0.8834,44158
0.8888,44218
0.8944,44154
0.9001,44191
0.9054,44248
0.9111,44215
0.9167,44152
0.9223,44209
0.9277,44128
0.9333,44195
0.939,44185
0.9443,44055
0.95,44138
0.9554,44180
0.961,44236
0.9667,44182
0.9723,44088
0.9777,44107
0.9833,44214
0.989,44077
0.9943,44115
1.0,44122
1.0056,44239
1.0113,44157
1.0167,44181
1.0223,44200
1.0277,44078
1.0333,44125
1.039,44154
1.0443,44142
1.05,44160
1.0556,44162
1.061,44112
1.0666,44131
1.0723,44040
1.0779,44194
1.0833,44099
1.0889,44182
1.0945,44219
1.0999,44070
1.1055,44182
1.1112,44124
1.1168,44079
1.1222,44132
1.1278,44153
