Experiment: Mar_2_Turb_expt vial 5, Tue Mar  2 18:45:49 2021
0.0056,53111
0.0113,53124
0.0166,53147
0.0223,53114
0.0279,53143
0.0333,53155
0.0389,53073
0.0446,53129
0.0499,53126
0.0556,53146
0.0612,53125
0.0666,53135
0.0723,53087
0.0779,53130
0.0833,53115
0.0889,53134
0.0946,53125
0.0999,53121
0.1056,53090
0.1112,53121
0.1166,53121
0.1222,53121
0.1279,53120
0.1333,53116
0.1389,53122
0.1445,53093
0.1502,53094
0.1555,53121
0.1611,53093
0.1668,53078
0.1721,53090
0.1777,53083
0.1834,53075
0.189,53093
0.1944,53081
0.2,53084
0.2056,53068
0.2113,53062
0.2166,53079
0.2223,53089
0.2279,53077
0.2332,53049
0.2389,53048
0.2445,53061
0.2501,53074
0.2555,53046
0.2611,53072
0.2668,53037
0.2721,53047
0.2778,53045
0.2834,53035
0.289,53040
0.2944,53018
0.2999,53020
0.3056,53007
0.3112,53018
0.3165,53020
0.3222,52999
0.3277,53007
0.3333,53023
0.339,53018
0.3446,52996
0.3499,52996
0.3555,52996
0.3611,52991
0.3668,52982
0.3721,52982
0.3778,52988
0.3833,52960
0.3889,52974
0.3946,52956
0.3999,52966
0.4056,52956
0.4111,52939
0.4168,52940
0.4224,52952
0.4278,52921
0.4334,52918
0.4389,52928
0.4446,52881
0.4499,52916
0.4556,52905
0.4612,52880
0.4666,52870
0.4722,52900
0.4778,52862
0.4835,52885
0.4888,52852
0.4945,52874
0.5001,52856
0.5055,52858
0.5111,52827
0.5168,52832
0.5221,52824
0.5278,52801
0.5334,52791
0.5388,52796
0.5444,52785
0.5501,52790
0.5557,52771
0.5611,52757
0.5667,52768
0.5723,52749
0.5777,52760
0.5833,52771
0.589,52728
0.5943,52720
0.6,52717
0.6056,52731
0.6112,52724
0.6166,52683
0.6222,52701
0.6279,52690
0.6332,52680
0.6389,52687
0.6445,52664
0.6501,52652
0.6555,52646
0.6611,52615
0.6668,52623
0.6721,52623
0.6777,52625
0.6834,52585
0.689,52588
0.6944,52585
0.7,52576
0.7056,52550
0.7113,52566
0.7166,52525
0.7222,52519
0.7279,52518
0.7332,52501
0.7388,52500
0.7445,52478
0.7501,52491
0.7555,52464
0.7611,52467
0.7667,52435
0.7721,52415
0.7777,52397
0.7833,52404
0.789,52369
0.7946,52401
0.8,52392
0.8056,52325
0.811,52380
0.8166,52337
0.8222,52337
0.8279,52311
0.8332,52336
0.8389,52286
0.8445,52281
0.8501,52231
0.8555,52260
0.8612,52254
0.8668,52231
0.8722,52235
0.8778,52251
0.8834,52196
0.8888,52171
0.8944,52182
0.9001,52201
0.9054,52156
0.9111,52134
0.9167,52112
0.9223,52093
0.9277,52109
0.9333,52106
0.939,52057
0.9443,52076
0.95,52066
0.9554,52045
0.961,52030
0.9667,52010
0.9723,52001
0.9777,52032
0.9833,51965
0.989,51976
0.9943,51923
1.0,51961
1.0056,51934
1.0113,51880
1.0167,51904
1.0223,51868
1.0277,51826
1.0333,51857
1.039,51855
1.0443,51866
1.05,51793
1.0556,51811
1.061,51775
1.0666,51754
1.0723,51734
1.0779,51715
1.0833,51694
1.0889,51713
1.0945,51713
1.0999,51641
1.1055,51670
1.1112,51665
1.1168,51612
1.1222,51609
1.1278,51639
1.1334,51570
1.1388,51576
1.1444,51550
1.15,51556
1.1557,51552
1.161,51556
1.1667,51458
1.1723,51454
1.1777,51472
1.1833,51421
1.1889,51418
1.1943,51419
1.1999,51403
1.2055,51386
1.2112,51414
1.2166,51381
1.2222,51343
1.2278,51346
1.2332,51321
1.2388,51292
1.2444,51280
1.2501,51277
1.2554,51237
1.2611,51207
1.2667,51228
1.2723,51195
1.2777,51203
1.2833,51197
1.2889,51158
1.2946,51107
1.2999,51115
1.3056,51105
1.3112,51035
1.3165,51052
1.3222,50987
1.3278,51016
1.3334,50910
1.3388,50953
1.3445,50962
1.3501,50917
1.3554,50942
1.3611,50866
1.3667,50865
1.3724,50776
1.3777,50843
1.3833,50829
1.389,50738
1.3944,50729
1.4,50779
1.4057,50684
1.411,50714
1.4166,50705
1.4223,50684
1.4279,50679
1.4333,50640
1.4389,50581
1.4446,50573
1.4499,50594
1.4555,50495
1.4612,50491
1.4666,50490
1.4722,50491
1.4778,50474
1.4835,50405
1.4888,50388
1.4945,50466
1.5001,50319
1.5055,50369
1.5111,50310
1.5168,50274
1.5221,50311
1.5278,50237
1.5334,50211
1.539,50197
1.5444,50133
1.5501,50157
1.5557,50134
1.561,50081
1.5667,50078
1.5723,50027
1.5777,49954
1.5833,50017
1.589,50002
1.5946,49979
1.6,49936
1.6056,49899
1.6112,49902
1.6166,49781
1.6222,49808
1.6279,49824
1.6333,49764
1.6389,49700
1.6445,49777
1.6499,49719
1.6555,49618
1.6612,49556
1.6668,49629
1.6722,49623
1.6778,49511
1.6835,49482
1.6888,49422
1.6945,49371
1.7001,49436
1.7057,49376
1.7111,49448
1.7167,49319
1.7224,49398
1.7277,49231
1.7333,49259
1.739,49209
1.7446,49203
1.7499,49305
1.7556,49119
1.7612,49146
1.7668,49074
1.7722,49060
1.7778,49116
1.7835,49029
1.7888,48956
1.7944,48915
1.8,48972
1.8056,48899
1.8113,48925
1.8166,48868
1.8222,48876
1.8278,48815
1.8335,48740
1.8391,48643
1.8445,48638
1.85,48729
1.8556,48629
1.8613,48686
1.8666,48591
1.8723,48552
1.8778,48521
1.8835,48441
1.8891,48433
1.8945,48336
1.9001,48483
1.9056,48416
1.9113,48327
1.9166,48245
1.9223,48280
1.9279,48231
1.9334,48091
1.9391,48041
1.9444,48131
1.9501,48027
1.9557,47950
1.9611,47962
1.9668,47932
1.9724,47774
1.9778,47770
1.9834,47835
1.989,47743
1.9944,47671
2.0001,47771
2.0057,47694
2.0111,47658
2.0167,47451
2.0224,47509
