Experiment: Feb_23_chemo_expt vial 1, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,0.0010085339513741243
0.0159,0.008309221892962904
0.0215,0.00608374727029537
0.0269,0.0002021486019936347
0.0325,0.00912124857810459
0.0382,0.0018300353154604432
0.0435,0.003252123383261085
0.0492,0.0024388105180886965
0.0548,0.0038688132115884954
0.0604,0.004883363425949194
0.0658,0.002643552622131673
0.0714,0.00447498367038679
0.0771,0.004483250314637477
0.0825,0.005483209356473284
0.0881,0.009129669308854282
0.0937,0.006903167233973773
0.0991,0.008317692028887214
0.1047,0.005283483955663026
0.1104,0.008715595040058255
0.1157,0.0024436820363037404
0.1214,0.005074260769872496
0.127,0.004855015597600154
0.1327,0.0046672606705134845
0.138,-0.00244270275729197
0.1437,0.004458662653070711
0.1493,-0.0038608205855874544
0.1547,-0.0008179924091179513
0.1603,0.0020334412702570637
0.166,2.1293676308875575e-06
0.1713,0.0012232252395153465
0.177,0.0018363409323947089
0.1824,0.0024443799329509908
0.188,0.0006113435558200431
0.1936,-0.003062810810003591
0.1993,-0.0008172812763518333
