Experiment: Feb_23_chemo_expt vial 6, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,-0.0025779648560835255
0.0159,0.003127394092850899
0.0215,0.0009201624148409415
0.0269,-0.0026284262821121285
0.0325,-0.00015391896965799567
0.0382,-0.0021843084796187018
0.0435,-0.002618340452550605
0.0492,-0.004681087151742869
0.0548,-0.005362863069849677
0.0604,-0.004476470889063444
0.0658,-0.003749240315009672
0.0714,-0.003539667667311619
0.0771,-0.00444101123086682
0.0825,-0.0011096021246257415
0.0881,-0.0020303997847688215
0.0937,-0.0016721222451261397
0.0991,-0.001851257895402414
0.1047,0.0011191857575127973
0.1104,-0.0007664916031955293
0.1157,-0.0005522336980341436
0.1214,-0.00239375070760639
0.127,-0.0035447217556909827
0.1327,-0.00018908831683672744
0.138,-0.0007765375800934393
0.1437,0.0005421060071635342
0.1493,-0.0036986738561926025
0.1547,-0.0009405629761993772
0.1603,-0.0001689963887534507
0.166,-0.0014627741562607266
0.1713,-0.0043174128538716605
0.177,-0.004660833626841887
0.1824,-0.004665898218500608
0.188,-0.0024391502361127415
0.1936,-0.007478569892049203
0.1993,-0.004102720539247207
