Experiment: Feb_23_chemo_expt vial 13, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,-0.0003271248897707135
0.0159,-0.0008546867576930128
0.0215,0.00020369331266867352
0.0269,0.0001602206255122418
0.0325,0.0009547567279025726
0.0382,-0.0003170788606864927
0.0435,-0.0007178988751750937
0.0492,-0.0005844133413977493
0.0548,0.006501794052055587
0.0604,0.004266524456527365
0.0658,0.003389877817185416
0.0714,0.002792962911625785
0.0771,0.0014853134818538227
0.0825,0.002256010206779846
0.0881,0.001718951010005021
0.0937,0.001728981651729411
0.0991,0.007959768253020694
0.1047,0.0055892885654442725
0.1104,0.0070777489834703555
0.1157,0.0038200371030587266
0.1214,0.0033798618846948014
0.127,0.0063353015991734485
0.1327,0.010573801521611303
0.138,0.005619281112952235
0.1437,0.0048363719816922335
0.1493,0.004309876739513829
0.1547,0.003339816089599157
0.1603,0.005446081312601825
0.166,0.00564595470596746
0.1713,0.01146784623567726
0.177,0.009696067470682024
0.1824,0.007470515894083374
0.188,0.0076868516882693805
0.1936,0.006738189380517123
0.1993,0.0070710931544744615
