Experiment: Feb_23_chemo_expt vial 14, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,-0.00021066248756884676
0.0159,-0.00021066248756884676
0.0215,-0.00021992369987455795
0.0269,0.00044135770008646436
0.0325,0.0019553322913585802
0.0382,0.0010838982778224038
0.0435,0.0015266461843961299
0.0492,0.0023932846994695334
0.0548,0.00650395080220989
0.0604,0.005638806978336408
0.0658,0.007813820530014115
0.0714,0.008234891160733726
0.0771,0.008238079767067141
0.0825,0.008454163593777153
0.0881,0.007583350069011896
0.0937,0.008236485234772939
0.0991,0.00909270759115477
0.1047,0.010175708824521013
0.1104,0.01038840174156097
0.1157,0.010604282158972134
0.1214,0.010813719493292684
0.127,0.011032769067795045
0.1327,0.014284276676695518
0.138,0.011902379819858422
0.1437,0.012119740804228507
0.1493,0.011897540303708376
0.1547,0.02387695474883489
0.1603,0.02213231671090976
0.166,0.018511612971216396
0.1713,0.020636673052598864
0.177,0.019352234927846768
0.1824,0.02020600681616458
0.188,0.018705494414139934
0.1936,0.01613346032060714
0.1993,0.020006663223384735
