Experiment: Feb_23_chemo_expt vial 3, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,1.1283464920186503e-06
0.0159,0.010581532677692573
0.0215,0.006923345007738613
0.0269,-0.002443850061273789
0.0325,0.015049112851817315
0.0382,0.004476111628854529
0.0435,0.0016280110180679763
0.0492,0.0032580159438815315
0.0548,0.0028501870749584324
0.0604,0.000815012275659166
0.0658,0.003665112225961664
0.0714,0.0028494923719128984
0.0771,0.0028494923719128984
0.0825,0.003256583618348241
0.0881,-0.00570727812179328
0.0937,0.006112171396347232
0.0991,0.004078351567070815
0.1047,0.003264998735000857
0.1104,-0.008969145374295051
0.1157,-0.019718118227489922
0.1214,-0.009420600119218525
0.127,-0.01655352716072378
0.1327,0.0031682843066822564
0.138,-0.027997341068844772
0.1437,-0.015753246250515884
0.1493,-0.031995201287074115
0.1547,-0.013395088153193235
0.1603,-0.020502037724163147
0.166,-0.022859148228370207
0.1713,-0.02322814099849002
0.177,-0.024832603411277576
0.1824,-0.02048671661981394
0.188,-0.016135334095249032
0.1936,-0.025645297680523926
0.1993,-0.020882035381845077
