Experiment: Feb_23_chemo_expt vial 4, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,0.0002963085848910474
0.0159,-2.0497722361678683e-06
0.0215,0.00010757621272916573
0.0269,0.00023309690781303516
0.0325,0.0002866681192037479
0.0382,0.00020465218065313096
0.0435,0.0004017626823669129
0.0492,0.00028521662545899495
0.0548,0.0005572231194961308
0.0604,0.0005369972056761263
0.0658,0.0007559186140442264
0.0714,0.0008191786550302282
0.0771,0.0009201086241275025
0.0825,0.0009909779322605505
0.0881,0.0010643403944130547
0.0937,0.0006058591037676475
0.0991,0.0007145837185285053
0.1047,0.0009214545683635667
0.1104,0.00079552008327477
0.1157,0.0007061916663926304
0.1214,0.0008463262977904673
0.127,0.0007670648995212748
0.1327,0.0009728629086860341
0.138,0.0008686905377011112
0.1437,0.0010222248140836498
0.1493,0.0012502134937946163
0.1547,0.0009849387846714297
0.1603,0.0008026624851127373
0.166,0.0007714623930896725
0.1713,0.0007368330103514342
0.177,0.0008538084276548119
0.1824,0.0008554129620812478
0.188,0.0009049619396932496
0.1936,0.0008733039306469959
0.1993,0.001024248579176934
