Experiment: Feb_23_chemo_expt vial 12, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,2.040158037952544e-05
0.0159,0.0016993098585292854
0.0215,0.0015567619086801487
0.0269,0.0015567619086801487
0.0325,0.001867035298144637
0.0382,-0.0029483858694984155
0.0435,-0.00581808822083002
0.0492,-0.006608717146939502
0.0548,-0.00531849866674311
0.0604,-0.0046102619334206785
0.0658,-0.009711650456184995
0.0714,-0.007567202862616085
0.0771,-0.008505267897213176
0.0825,-0.0069028259978740625
0.0881,-0.007152686016513643
0.0937,-0.005113247137426891
0.0991,-0.0058830182762578676
0.1047,-0.006923393081417928
0.1104,-0.010464415096701263
0.1157,-0.009234683902816065
0.1214,-0.007984737608351444
0.127,-0.009858595413100024
0.1327,-0.00777597320635437
0.138,-0.008484663630660527
0.1437,-0.009755419488227335
0.1493,-0.011527043869034803
0.1547,-0.012507292855769125
0.1603,-0.009340331709661642
0.166,-0.008358284129615645
0.1713,-0.008628897744112518
0.177,-0.010900473189675575
0.1824,-0.008087700340524029
0.188,-0.008317085900767907
0.1936,-0.013670796173575195
0.1993,-0.014171822249010202
