Experiment: Feb_23_chemo_expt vial 5, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,0.0008490733013618579
0.0159,0.004163455334759036
0.0215,0.002709961488818302
0.0269,-0.0001989999730159786
0.0325,0.0037834663849167782
0.0382,0.0016713487886660383
0.0435,-0.0006591819331844828
0.0492,0.00021672707418096682
0.0548,0.0019321347594407623
0.0604,0.00231221983570562
0.0658,0.0012027219589927363
0.0714,0.0010568728367513769
0.0771,0.00018126245395633234
0.0825,0.0006412603389643889
0.0881,-0.0018891512499547014
0.0937,0.0005792484525612984
0.0991,-0.00026110919546840083
0.1047,-0.0013007866198423423
0.1104,-0.0006946963889459257
0.1157,-0.0021772836293476594
0.1214,-0.0025577531535728726
0.127,-0.004303043596474043
0.1327,0.017173472633179032
0.138,0.01524603061035612
0.1437,0.008008239227717762
0.1493,0.00669394531178813
0.1547,0.020038594541209376
0.1603,0.011634206558803761
0.166,0.01264121926755224
0.1713,0.010899006889536156
0.177,0.013119621416147864
0.1824,0.012139334907011246
0.188,0.01151737976540479
0.1936,0.011385867977774744
0.1993,0.014816581960571784
