Experiment: Feb_23_chemo_expt vial 0, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,-0.0008222091244028673
0.0159,0.008032607126211316
0.0215,0.004950946287218233
0.0269,0.0023744605099381144
0.0325,0.008032607126211316
0.0382,0.003381404841150251
0.0435,0.002111795419083032
0.0492,0.0048451652919559995
0.0548,0.005178043990336154
0.0604,0.007579682212147526
0.0658,0.0025403001942159165
0.0714,0.0036550982393124126
0.0771,0.0017386163009801697
0.0825,0.007311707871795872
0.0881,0.009065854044041241
0.0937,0.011716254208569934
0.0991,0.012085630223705762
0.1047,0.009631482248638107
0.1104,0.014694910041571446
0.1157,0.013663149996944415
0.1214,0.0121051937053228
0.127,0.011130082370082728
0.1327,0.010624996081157537
0.138,0.00678504826218683
0.1437,0.011325956860649383
0.1493,0.0034687432633979387
0.1547,0.005184762820385463
0.1603,0.011264870667212254
0.166,0.009238600046216683
0.1713,0.011226771344103506
0.177,0.008165577955594694
0.1824,0.01171393590710701
0.188,0.006638875512881004
0.1936,-0.00032031579388895615
0.1993,-0.0018884914101748584
