Experiment: Feb_23_chemo_expt vial 2, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,-0.007728277631116498
0.0159,0.00351463297971244
0.0215,0.007686224921050977
0.0269,0.004750598199701361
0.0325,0.034543686741745905
0.0382,0.02703462155005054
0.0435,-0.015395588992252573
0.0492,0.017565692855482595
0.0548,-0.010587680048311121
0.0604,-0.012522048671997243
0.0658,-0.017905990688457107
0.0714,0.011124996280972965
0.0771,0.006338909079771415
0.0825,0.028542060482483755
0.0881,0.01905888092461505
0.0937,0.00951861530012188
0.0991,0.016200704858354342
0.1047,0.04650814147463689
0.1104,-0.0009639498609315122
0.1157,0.02094073291987586
0.1214,-0.006156568035074805
0.127,0.04147821488592984
0.1327,0.029511987688396468
0.138,-0.010652088620898503
0.1437,-0.025373820572174077
0.1493,-0.014107665578435347
0.1547,0.01585435300009963
0.1603,-0.018613406858092096
0.166,-0.019227938795361332
0.1713,-0.024309417424484225
0.177,-0.01655735377127865
0.1824,0.05342477637752041
0.188,0.0022069228085663806
0.1936,0.03896757692308128
0.1993,-0.008059341015334898
