Experiment: Feb_23_chemo_expt vial 11, Tue Feb 23 14:42:22 2021
0.0045,0.0
0.0102,-0.013494756428976462
0.0159,-0.01243695847827797
0.0215,-0.01241208273155392
0.0269,-0.011426238919778564
0.0325,-0.0045559917690009
0.0382,-0.008132935642770955
0.0435,0.0005514691041246245
0.0492,-0.0022557727255650972
0.0548,-0.008541539127459918
0.0604,-0.005492002033100074
0.0658,-0.004747957644271494
0.0714,-0.005155713650788485
0.0771,-0.0031189307235813812
0.0825,0.002849748532216423
0.0881,-0.0028788245425115377
0.0937,0.004069438590660224
0.0991,0.015417952949757563
0.1047,-0.003501477465666758
0.1104,-0.011856227109643291
0.1157,-0.007148067194249319
0.1214,-0.0037163415252766674
0.127,0.0003835520141510784
0.1327,-0.007316488554435119
0.138,0.0025152660600449295
0.1437,-0.0056596910698258895
0.1493,-0.0088272877036919
0.1547,-0.007940091827338458
0.1603,-0.0021326651872268787
0.166,0.005647698387172495
0.1713,-0.00962291995396014
0.177,0.00014498069673474223
0.1824,-0.007316242903361525
0.188,-0.009165540435986275
0.1936,-0.008758036331067087
0.1993,-0.00875645156500593
