Experiment: Feb_24_Turb_expt vial 7, Wed Feb 24 18:13:41 2021
0.0013,1749
0.0067,1745
0.0121,1739
0.0177,1733
0.0233,1728
0.0287,1723
0.0343,1715
0.04,1708
0.0456,1705
0.051,1702
0.0566,1692
0.0622,1689
0.0676,1682
0.0732,1680
0.0789,1674
0.0845,1669
0.0899,1664
0.0955,1661
0.1011,1658
0.1065,1651
0.1121,1646
0.1177,1642
0.1234,1638
0.1288,1632
0.1344,1626
0.14,1624
0.1454,1628
0.151,1627
0.1567,1623
0.162,1625
0.1677,1627
0.1733,1625
0.1789,1622
0.1843,1628
0.1899,1625
0.1955,1623
0.2012,1628
0.2065,1627
0.2122,1622
0.2178,1626
0.2232,1629
0.2288,1624
0.2344,1624
0.2401,1629
0.2454,1626
0.2511,1621
0.2567,1628
0.2621,1629
0.2677,1623
0.2733,1624
0.2787,1629
0.2844,1623
0.29,1623
0.2956,1627
0.301,1625
0.3066,1621
0.3123,1626
0.3176,1626
0.3233,1622
0.3289,1626
0.3343,1627
0.3399,1622
0.3456,1624
0.3509,1627
0.3566,1622
0.3622,1620
0.3676,1627
0.3732,1625
0.3789,1622
0.3845,1627
0.3899,1627
0.3955,1622
0.4011,1626
0.4065,1626
0.4121,1623
0.4178,1622
0.4231,1629
0.4288,1626
0.4345,1623
0.4398,1627
0.4454,1628
0.4511,1622
0.4567,1626
0.4621,1627
0.4677,1622
0.4733,1623
0.4787,1627
0.4843,1626
0.49,1624
0.4953,1628
0.501,1627
0.5066,1621
0.5122,1626
0.5176,1631
0.5232,1623
0.5289,1623
0.5345,1628
0.5399,1627
0.5455,1621
0.5512,1628
0.5565,1628
0.5622,1624
0.5678,1627
0.5732,1627
0.5788,1623
0.5844,1625
0.59,1629
0.5954,1622
0.601,1623
0.6067,1627
0.6121,1625
0.6177,1622
0.6233,1624
0.6289,1626
0.6343,1622
0.6399,1627
0.6456,1628
0.6509,1624
0.6565,1625
0.6622,1626
0.6678,1623
0.6732,1622
0.6788,1630
0.6844,1628
0.6898,1621
0.6954,1626
0.7011,1627
0.7067,1623
0.712,1627
0.7177,1625
0.7233,1624
0.7289,1628
0.7343,1628
0.7399,1622
0.7456,1628
0.7509,1627
0.7566,1623
0.7622,1626
0.7678,1626
0.7732,1621
0.7789,1623
0.7842,1628
0.7899,1623
0.7955,1623
0.8012,1627
0.8065,1625
0.8121,1625
0.8177,1626
0.8234,1626
0.8287,1621
0.8343,1626
0.8399,1624
0.8456,1622
0.8512,1625
0.8566,1627
0.8621,1622
0.8677,1623
0.8734,1629
0.8787,1623
0.8844,1625
