Experiment: Feb_24_Turb_expt vial 15, Wed Feb 24 18:13:41 2021
0.0013,1792
0.0067,1787
0.0121,1782
0.0177,1775
0.0233,1770
0.0287,1768
0.0343,1761
0.04,1758
0.0456,1754
0.051,1748
0.0566,1742
0.0622,1738
0.0676,1731
0.0732,1729
0.0789,1725
0.0845,1718
0.0899,1716
0.0955,1711
0.1011,1707
0.1065,1705
0.1121,1700
0.1177,1696
0.1234,1693
0.1288,1689
0.1344,1686
0.14,1680
0.1454,1677
0.151,1671
0.1567,1666
0.162,1663
0.1677,1659
0.1733,1657
0.1789,1654
0.1843,1651
0.1899,1647
0.1955,1643
0.2012,1640
0.2065,1636
0.2122,1632
0.2178,1631
0.2232,1633
0.2288,1635
0.2344,1632
0.2401,1632
0.2454,1635
0.2511,1634
0.2567,1631
0.2621,1630
0.2677,1633
0.2733,1633
0.2787,1631
0.2844,1632
0.29,1635
0.2956,1632
0.301,1629
0.3066,1630
0.3123,1633
0.3176,1632
0.3233,1632
0.3289,1629
0.3343,1632
0.3399,1637
0.3456,1631
0.3509,1629
0.3566,1632
0.3622,1635
0.3676,1631
0.3732,1629
0.3789,1631
0.3845,1636
0.3899,1631
0.3955,1629
0.4011,1632
0.4065,1634
0.4121,1631
0.4178,1631
0.4231,1633
0.4288,1632
0.4345,1629
0.4398,1629
0.4454,1635
0.4511,1636
0.4567,1631
0.4621,1628
0.4677,1630
0.4733,1634
0.4787,1633
0.4843,1629
0.49,1629
0.4953,1633
0.501,1630
0.5066,1627
0.5122,1631
0.5176,1634
0.5232,1633
0.5289,1627
0.5345,1633
0.5399,1634
0.5455,1630
0.5512,1628
0.5565,1631
0.5622,1634
0.5678,1632
0.5732,1628
0.5788,1631
0.5844,1632
0.59,1631
0.5954,1627
0.601,1629
0.6067,1635
0.6121,1633
0.6177,1629
0.6233,1628
0.6289,1632
0.6343,1632
0.6399,1631
0.6456,1627
0.6509,1632
0.6565,1633
0.6622,1630
0.6678,1629
0.6732,1633
0.6788,1634
0.6844,1633
0.6898,1628
0.6954,1631
0.7011,1634
0.7067,1631
0.712,1629
0.7177,1631
0.7233,1635
0.7289,1634
0.7343,1631
0.7399,1627
0.7456,1634
0.7509,1634
0.7566,1631
0.7622,1625
0.7678,1630
0.7732,1637
0.7789,1633
0.7842,1628
0.7899,1628
0.7955,1634
0.8012,1633
0.8065,1630
0.8121,1629
0.8177,1632
0.8234,1635
0.8287,1631
0.8343,1628
0.8399,1630
0.8456,1636
0.8512,1633
0.8566,1630
0.8621,1631
0.8677,1635
0.8734,1630
0.8787,1629
0.8844,1630
0.8899,1636
0.8955,1632
0.9012,1628
0.9065,1632
0.9122,1635
0.9177,1631
0.9233,1629
0.9287,1633
0.9343,1635
0.94,1631
0.9455,1628
0.9511,1631
0.9565,1636
0.9622,1632
0.9678,1627
0.9732,1630
0.9788,1637
0.9844,1632
0.9898,1628
0.9954,1630
1.0067,1632
1.0121,1630
1.0177,1630
1.0234,1633
1.0287,1636
1.0344,1632
1.04,1628
1.0456,1630
