Experiment: Feb_24_Turb_expt vial 10, Wed Feb 24 18:13:41 2021
0.0013,1695
0.0067,1690
0.0121,1684
0.0177,1680
0.0233,1672
0.0287,1666
0.0343,1660
0.04,1651
0.0456,1647
0.051,1643
0.0566,1636
0.0622,1632
0.0676,1624
0.0732,1620
0.0789,1617
0.0845,1618
0.0899,1619
0.0955,1617
0.1011,1619
0.1065,1616
0.1121,1620
0.1177,1618
0.1234,1621
0.1288,1619
0.1344,1616
0.14,1619
0.1454,1617
0.151,1619
0.1567,1619
0.162,1618
0.1677,1618
0.1733,1616
0.1789,1620
0.1843,1616
0.1899,1617
0.1955,1618
0.2012,1619
0.2065,1618
0.2122,1618
0.2178,1620
0.2232,1616
0.2288,1619
0.2344,1617
0.2401,1617
0.2454,1618
0.2511,1618
0.2567,1620
0.2621,1616
0.2677,1619
0.2733,1618
0.2787,1619
0.2844,1618
0.29,1616
0.2956,1620
0.301,1616
0.3066,1619
0.3123,1614
0.3176,1620
0.3233,1618
0.3289,1618
0.3343,1617
0.3399,1617
0.3456,1619
0.3509,1617
0.3566,1621
0.3622,1617
0.3676,1618
0.3732,1619
0.3789,1618
0.3845,1618
0.3899,1618
0.3955,1619
0.4011,1617
0.4065,1617
0.4121,1620
0.4178,1620
0.4231,1620
0.4288,1617
0.4345,1619
0.4398,1618
0.4454,1619
0.4511,1618
0.4567,1616
0.4621,1618
0.4677,1617
0.4733,1621
0.4787,1616
0.4843,1618
0.49,1617
0.4953,1618
0.501,1620
0.5066,1618
0.5122,1617
0.5176,1617
0.5232,1617
0.5289,1619
0.5345,1617
0.5399,1619
0.5455,1616
0.5512,1619
0.5565,1618
0.5622,1620
0.5678,1617
0.5732,1615
0.5788,1620
0.5844,1616
0.59,1621
0.5954,1614
0.601,1619
0.6067,1617
0.6121,1616
0.6177,1618
0.6233,1618
0.6289,1619
0.6343,1616
0.6399,1620
0.6456,1615
0.6509,1618
0.6565,1618
0.6622,1617
0.6678,1621
0.6732,1615
0.6788,1618
0.6844,1617
0.6898,1617
0.6954,1619
0.7011,1618
0.7067,1619
0.712,1617
0.7177,1620
0.7233,1617
0.7289,1619
0.7343,1618
0.7399,1619
0.7456,1619
0.7509,1617
0.7566,1619
0.7622,1618
0.7678,1618
0.7732,1619
0.7789,1617
0.7842,1619
0.7899,1618
0.7955,1621
0.8012,1619
0.8065,1619
0.8121,1618
0.8177,1617
0.8234,1619
0.8287,1616
0.8343,1620
0.8399,1616
0.8456,1620
0.8512,1616
0.8566,1619
0.8621,1618
0.8677,1618
0.8734,1618
0.8787,1618
0.8844,1617
0.8899,1616
0.8955,1621
0.9012,1617
0.9065,1619
0.9122,1616
0.9177,1618
0.9233,1617
0.9287,1620
0.9343,1617
0.94,1617
0.9455,1618
0.9511,1617
0.9565,1617
0.9622,1616
0.9678,1620
0.9732,1616
0.9788,1619
0.9844,1617
0.9898,1619
0.9954,1617
1.0067,1621
1.0121,1616
1.0177,1619
1.0234,1616
1.0287,1619
1.0344,1618
1.04,1617
1.0456,1622
1.051,1617
1.0566,1618
1.0622,1617
1.0676,1618
1.0732,1618
1.0788,1619
1.0842,1619
1.0898,1616
1.0955,1619
1.1011,1616
1.1065,1619
1.1121,1616
1.1178,1619
1.1231,1616
1.1288,1618
1.1344,1620
1.14,1617
1.1454,1621
1.151,1621
1.1566,1617
1.1623,1619
1.1676,1618
1.1733,1619
1.1789,1617
1.1842,1619
1.1899,1619
1.1955,1618
1.2011,1619
1.2065,1615
1.2122,1619
1.2178,1616
1.2231,1617
1.2288,1619
1.2344,1619
1.2398,1619
1.2454,1618
1.2511,1618
1.2567,1619
1.2621,1617
1.2677,1619
1.2734,1618
1.2787,1617
1.2844,1619
1.29,1615
1.2954,1620
1.301,1618
1.3067,1619
1.3121,1617
1.3177,1618
1.3234,1619
1.3287,1618
1.3343,1620
1.34,1617
1.3456,1619
1.351,1619
1.3566,1618
1.3622,1620
1.3676,1615
1.3732,1619
1.3789,1617
1.3845,1615
1.3899,1619
1.3955,1617
1.4011,1618
1.4065,1617
1.4121,1616
1.4178,1619
1.4234,1617
1.4288,1618
1.4344,1617
1.44,1619
1.4454,1617
1.451,1619
1.4567,1619
1.462,1618
1.4677,1617
1.4733,1617
1.4787,1618
1.4844,1618
1.49,1620
1.4954,1616
1.501,1618
1.5067,1618
1.5123,1618
1.5177,1619
1.5233,1617
1.5287,1619
1.5343,1615
1.54,1619
1.5454,1617
1.551,1621
1.5566,1616
1.562,1618
1.5676,1617
1.5733,1619
1.5789,1618
1.5843,1618
1.5899,1619
1.5955,1618
1.6012,1620
1.6065,1614
1.6121,1620
1.6178,1618
1.6231,1619
1.6288,1618
1.6344,1618
1.64,1619
1.6457,1619
1.651,1620
1.6566,1619
1.6622,1617
1.6676,1618
1.6732,1619
1.6788,1619
1.6845,1617
1.6898,1620
1.6954,1617
1.7011,1619
1.7067,1618
1.7121,1617
1.7177,1619
1.7233,1613
1.729,1617
1.7343,1616
1.7399,1621
1.7456,1616
1.7509,1618
1.7566,1616
1.7622,1617
1.7676,1618
1.7732,1618
1.7788,1621
1.7845,1616
1.7898,1619
1.7955,1617
1.8011,1617
1.8065,1622
1.8121,1618
1.8178,1618
1.8234,1616
1.8288,1620
1.8344,1617
1.84,1616
1.8454,1616
1.851,1617
1.8567,1619
1.862,1618
1.8677,1618
1.8733,1616
1.8787,1620
1.8843,1617
1.89,1618
1.8956,1618
1.901,1619
1.9066,1618
1.9122,1618
1.9176,1620
1.9232,1620
1.9289,1616
1.9343,1619
1.9399,1617
1.9455,1617
1.9512,1617
1.9565,1620
1.9622,1617
1.9678,1618
1.9732,1618
1.9788,1617
1.9844,1618
1.9898,1615
1.9955,1620
2.0065,1621
2.0122,1616
2.0178,1620
2.0231,1616
2.0288,1619
2.0344,1619
2.04,1619
2.0454,1619
2.051,1617
2.0566,1617
2.0623,1616
2.0676,1620
2.0733,1618
2.0789,1620
2.0843,1617
2.0899,1617
2.0956,1620
2.1012,1617
2.1065,1619
2.1122,1616
2.1178,1621
2.1234,1617
2.1288,1620
2.1344,1618
2.14,1618
2.1454,1619
2.151,1618
2.1566,1620
2.1623,1618
2.1676,1619
2.1733,1619
2.1789,1618
2.1843,1620
2.1899,1618
2.1956,1617
2.2009,1619
2.2066,1618
2.2122,1619
2.2178,1618
2.2232,1619
2.2288,1620
2.2344,1615
2.2398,1619
2.2455,1616
2.2511,1619
2.2567,1617
2.2621,1619
2.2677,1618
2.2734,1617
2.2787,1620
2.2844,1618
2.29,1618
2.2954,1620
2.301,1617
2.3066,1617
2.3123,1618
2.3176,1616
2.3233,1620
2.3289,1618
2.3343,1617
2.3399,1620
2.3455,1617
2.3512,1619
2.3565,1617
2.3621,1619
2.3678,1617
2.3731,1616
2.3788,1620
2.3843,1618
2.3899,1618
2.3955,1619
2.4012,1620
2.4065,1620
2.4121,1618
2.4177,1618
2.4234,1617
2.4287,1617
2.4344,1622
2.4398,1617
2.4454,1618
2.451,1617
2.4567,1618
2.4623,1619
2.4677,1617
2.4733,1619
2.4789,1617
2.4843,1618
2.49,1618
2.4955,1618
2.5011,1618
2.5065,1617
2.5121,1620
2.5178,1617
2.5231,1620
