Experiment: Feb_24_Turb_expt vial 13, Wed Feb 24 18:13:41 2021
0.0013,1750
0.0067,1746
0.0121,1739
0.0177,1735
0.0233,1730
0.0287,1724
0.0343,1720
0.04,1715
0.0456,1710
0.051,1704
0.0566,1701
0.0622,1692
0.0676,1687
0.0732,1683
0.0789,1679
0.0845,1673
0.0899,1671
0.0955,1667
0.1011,1662
0.1065,1660
0.1121,1654
0.1177,1650
0.1234,1645
0.1288,1641
0.1344,1635
0.14,1631
0.1454,1630
0.151,1625
0.1567,1628
0.162,1630
0.1677,1632
0.1733,1624
0.1789,1624
0.1843,1629
0.1899,1631
0.1955,1627
0.2012,1624
0.2065,1626
0.2122,1630
0.2178,1630
0.2232,1627
0.2288,1623
0.2344,1627
0.2401,1630
0.2454,1631
0.2511,1625
0.2567,1623
0.2621,1626
0.2677,1631
0.2733,1628
0.2787,1624
0.2844,1625
0.29,1630
0.2956,1629
0.301,1623
0.3066,1623
0.3123,1628
0.3176,1631
0.3233,1626
0.3289,1622
0.3343,1623
0.3399,1630
0.3456,1631
0.3509,1624
0.3566,1621
0.3622,1623
0.3676,1630
0.3732,1630
0.3789,1623
0.3845,1624
0.3899,1628
0.3955,1631
0.4011,1627
0.4065,1622
0.4121,1623
0.4178,1628
0.4231,1629
0.4288,1626
0.4345,1622
0.4398,1625
0.4454,1629
0.4511,1628
0.4567,1622
0.4621,1623
0.4677,1628
0.4733,1627
0.4787,1624
0.4843,1622
0.49,1627
0.4953,1630
0.501,1627
0.5066,1621
0.5122,1626
0.5176,1630
0.5232,1629
0.5289,1625
0.5345,1623
0.5399,1627
0.5455,1632
0.5512,1627
0.5565,1621
0.5622,1624
0.5678,1629
0.5732,1631
0.5788,1627
0.5844,1623
0.59,1626
0.5954,1632
0.601,1629
0.6067,1623
0.6121,1621
0.6177,1628
0.6233,1632
0.6289,1625
0.6343,1621
0.6399,1624
0.6456,1630
0.6509,1631
0.6565,1624
0.6622,1620
0.6678,1626
0.6732,1631
0.6788,1627
0.6844,1622
0.6898,1625
0.6954,1630
0.7011,1628
0.7067,1624
0.712,1621
0.7177,1627
0.7233,1628
0.7289,1625
0.7343,1623
0.7399,1627
0.7456,1630
0.7509,1628
0.7566,1623
0.7622,1625
0.7678,1631
0.7732,1629
0.7789,1623
0.7842,1625
0.7899,1627
0.7955,1630
0.8012,1625
0.8065,1621
0.8121,1627
0.8177,1629
0.8234,1626
0.8287,1623
0.8343,1627
0.8399,1629
0.8456,1627
0.8512,1624
0.8566,1625
0.8621,1629
0.8677,1628
0.8734,1623
0.8787,1623
0.8844,1626
0.8899,1627
0.8955,1625
0.9012,1622
0.9065,1629
0.9122,1629
0.9177,1625
0.9233,1620
0.9287,1625
0.9343,1630
0.94,1630
0.9455,1622
0.9511,1621
0.9565,1626
0.9622,1630
0.9678,1625
0.9732,1623
0.9788,1628
0.9844,1630
0.9898,1626
0.9954,1624
1.0067,1629
1.0121,1630
1.0177,1621
1.0234,1625
