Experiment: Feb_24_Turb_expt vial 9, Wed Feb 24 18:13:41 2021
0.0013,1730
0.0067,1723
0.0121,1718
0.0177,1712
0.0233,1707
0.0287,1700
0.0343,1695
0.04,1689
0.0456,1682
0.051,1677
0.0566,1672
0.0622,1665
0.0676,1658
0.0732,1654
0.0789,1648
0.0845,1644
0.0899,1639
0.0955,1635
0.1011,1629
0.1065,1625
0.1121,1622
0.1177,1626
0.1234,1625
0.1288,1620
0.1344,1625
0.14,1626
0.1454,1622
0.151,1624
0.1567,1624
0.162,1621
0.1677,1625
0.1733,1622
0.1789,1620
0.1843,1625
0.1899,1623
0.1955,1620
0.2012,1625
0.2065,1621
0.2122,1622
0.2178,1626
0.2232,1621
0.2288,1619
0.2344,1626
0.2401,1622
0.2454,1623
0.2511,1625
0.2567,1623
0.2621,1627
0.2677,1624
0.2733,1621
0.2787,1626
0.2844,1623
0.29,1622
0.2956,1625
0.301,1623
0.3066,1621
0.3123,1624
0.3176,1623
0.3233,1622
0.3289,1625
0.3343,1621
0.3399,1624
0.3456,1625
0.3509,1621
0.3566,1625
0.3622,1624
0.3676,1620
0.3732,1624
0.3789,1622
0.3845,1622
0.3899,1625
0.3955,1622
0.4011,1623
0.4065,1624
0.4121,1621
0.4178,1624
0.4231,1623
0.4288,1621
0.4345,1624
0.4398,1622
0.4454,1622
0.4511,1624
0.4567,1622
0.4621,1624
0.4677,1623
0.4733,1622
0.4787,1625
0.4843,1624
0.49,1619
0.4953,1625
0.501,1621
0.5066,1624
0.5122,1624
0.5176,1622
0.5232,1624
0.5289,1623
0.5345,1623
0.5399,1624
0.5455,1621
0.5512,1627
0.5565,1624
0.5622,1622
0.5678,1625
0.5732,1622
0.5788,1621
0.5844,1625
0.59,1620
0.5954,1623
0.601,1625
0.6067,1621
0.6121,1624
0.6177,1624
0.6233,1623
0.6289,1626
0.6343,1621
0.6399,1621
0.6456,1627
0.6509,1623
0.6565,1623
0.6622,1624
0.6678,1621
0.6732,1626
0.6788,1625
0.6844,1621
0.6898,1624
0.6954,1622
0.7011,1622
0.7067,1625
0.712,1621
0.7177,1625
0.7233,1622
0.7289,1625
0.7343,1622
0.7399,1621
0.7456,1625
0.7509,1622
0.7566,1623
0.7622,1622
0.7678,1622
0.7732,1626
0.7789,1623
0.7842,1624
0.7899,1624
0.7955,1623
0.8012,1624
0.8065,1623
0.8121,1624
0.8177,1624
0.8234,1622
0.8287,1622
0.8343,1625
0.8399,1620
0.8456,1624
0.8512,1624
0.8566,1622
0.8621,1624
0.8677,1622
0.8734,1622
0.8787,1626
0.8844,1618
0.8899,1622
0.8955,1622
0.9012,1622
0.9065,1627
0.9122,1623
0.9177,1621
0.9233,1624
0.9287,1622
0.9343,1622
0.94,1625
0.9455,1623
0.9511,1623
0.9565,1624
0.9622,1625
0.9678,1624
0.9732,1623
0.9788,1626
0.9844,1622
0.9898,1621
0.9954,1624
1.0067,1623
1.0121,1623
1.0177,1623
1.0234,1624
1.0287,1623
1.0344,1622
1.04,1623
1.0456,1622
1.051,1623
1.0566,1623
1.0622,1623
1.0676,1624
1.0732,1624
1.0788,1624
1.0842,1623
1.0898,1623
1.0955,1627
1.1011,1621
1.1065,1624
1.1121,1625
1.1178,1623
1.1231,1625
1.1288,1622
1.1344,1625
1.14,1624
1.1454,1621
1.151,1627
1.1566,1621
1.1623,1623
1.1676,1624
1.1733,1622
1.1789,1624
1.1842,1621
1.1899,1624
1.1955,1624
1.2011,1622
1.2065,1623
1.2122,1622
1.2178,1623
1.2231,1624
1.2288,1623
1.2344,1621
1.2398,1622
1.2454,1621
1.2511,1623
1.2567,1624
1.2621,1623
1.2677,1626
1.2734,1623
1.2787,1625
1.2844,1625
1.29,1622
1.2954,1624
1.301,1624
1.3067,1622
1.3121,1625
1.3177,1621
1.3234,1624
1.3287,1623
1.3343,1622
1.34,1624
1.3456,1621
1.351,1626
1.3566,1623
1.3622,1622
1.3676,1624
1.3732,1622
1.3789,1625
1.3845,1623
1.3899,1624
1.3955,1626
1.4011,1621
1.4065,1624
1.4121,1624
1.4178,1622
1.4234,1624
1.4288,1622
1.4344,1622
1.44,1623
1.4454,1621
1.451,1624
1.4567,1624
1.462,1624
1.4677,1622
1.4733,1622
1.4787,1623
1.4844,1622
1.49,1623
1.4954,1625
1.501,1623
1.5067,1624
1.5123,1625
1.5177,1622
1.5233,1625
1.5287,1621
1.5343,1624
1.54,1623
1.5454,1621
1.551,1623
1.5566,1622
1.562,1620
1.5676,1625
1.5733,1622
1.5789,1623
1.5843,1624
1.5899,1622
1.5955,1621
1.6012,1623
1.6065,1622
1.6121,1623
1.6178,1622
1.6231,1623
1.6288,1621
1.6344,1622
1.64,1624
1.6457,1623
1.651,1624
1.6566,1621
1.6622,1621
1.6676,1623
1.6732,1623
1.6788,1626
1.6845,1622
1.6898,1622
1.6954,1624
1.7011,1622
1.7067,1624
1.7121,1623
1.7177,1623
1.7233,1624
1.729,1622
1.7343,1623
1.7399,1626
1.7456,1622
1.7509,1624
1.7566,1623
1.7622,1623
1.7676,1623
1.7732,1622
1.7788,1624
1.7845,1623
1.7898,1621
1.7955,1625
1.8011,1622
1.8065,1622
1.8121,1625
1.8178,1623
1.8234,1623
1.8288,1623
1.8344,1622
1.84,1624
1.8454,1621
1.851,1624
1.8567,1623
1.862,1622
1.8677,1625
1.8733,1623
1.8787,1625
1.8843,1623
1.89,1624
1.8956,1624
1.901,1622
1.9066,1625
1.9122,1624
1.9176,1623
1.9232,1623
1.9289,1622
1.9343,1623
1.9399,1622
1.9455,1623
1.9512,1624
1.9565,1621
1.9622,1624
1.9678,1623
1.9732,1622
1.9788,1623
1.9844,1621
1.9898,1624
1.9955,1622
2.0065,1623
2.0122,1620
2.0178,1623
2.0231,1624
2.0288,1622
2.0344,1625
2.04,1623
2.0454,1623
2.051,1624
2.0566,1622
2.0623,1624
2.0676,1623
2.0733,1624
2.0789,1623
2.0843,1623
2.0899,1623
2.0956,1621
2.1012,1622
