Experiment: Feb_19_eric5_chem_expt vial 11, Thu Feb 18 15:24:31 2021
0.0039,0.0
0.0096,-0.00027160048791441405
0.015,0.002283169886350578
0.0207,2.5398493678552292e-05
0.026,0.0
0.0317,0.001418306091581667
0.0373,0.0008830235538335174
0.0428,0.002427751438418113
0.0484,0.0004669299286398365
0.0541,0.0012990773876678796
0.0594,-0.0018939411663704275
0.0652,-0.0031006131805449977
0.0705,-0.00019538917190453642
0.0762,-0.00012699959754847168
0.0816,-0.0013758303425579488
0.0873,-0.0019193809360839031
0.0929,-0.0009340945044951088
0.0983,-0.0009849332431635105
0.104,-0.0012058034522528516
0.1094,-0.0007465338381675846
0.1151,-0.0024711419755468755
0.1207,-0.0026412467571620413
0.1261,-0.00038103443836645656
0.1318,0.0019789443661831774
0.1372,-0.0012137310933508783
0.1428,-0.0005002601008672336
0.1485,-0.0009928322889061203
0.1539,-0.0007211200350796254
0.1596,-0.0001601845561053361
