Experiment: Feb_19_eric5_chem_expt vial 14, Thu Feb 18 15:24:31 2021
0.0039,0.0
0.0096,0.0010662479430384453
0.015,0.0008544685755036419
0.0207,0.0
0.026,-0.0004273586009191366
0.0317,0.0019157855057425621
0.0373,-0.00021599122587112607
0.0428,-0.0012859679362715593
0.0484,-0.0008635755713093385
0.0541,0.0006385782630493608
0.0594,-0.0006459797375202303
0.0652,-0.00042839387737347856
0.0705,-0.0002134103365597495
0.0762,-0.0010703729467764767
0.0816,-0.001924028846593151
0.0873,-0.0025632786008100705
0.0929,-0.00257169915371136
0.0983,-0.0027848427999125347
0.104,-0.0027848427999125347
0.1094,-0.003887481858570463
0.1151,-0.0023924458793570524
0.1207,-0.0023894962752661897
0.1261,-0.0008905721945637879
0.1318,0.0012441359413750686
0.1372,0.0008250532231954821
0.1428,0.0008240840461821719
0.1485,0.0016770273313487793
0.1539,0.0016842600907768235
0.1596,0.0010365041332828229
