Experiment: Feb_19_eric5_chem_expt vial 9, Thu Feb 18 15:24:31 2021
0.0039,0.0
0.0096,-0.0025947406211447865
0.015,-0.0026502292822306317
0.0207,-0.0020583494364886934
0.026,-0.0018888226109186612
0.0317,-0.0012524335120541463
0.0373,-0.0006469660333928706
0.0428,-0.0009273667940793151
0.0484,-0.002224799799281696
0.0541,-0.0017470481293694884
0.0594,-0.002500709840134646
0.0652,-0.0017670230005935872
0.0705,-0.0023203274919536276
0.0762,-0.0031235713748554994
0.0816,-0.003968638507103189
0.0873,-0.0039516181308769105
0.0929,-0.0050946286493357695
0.0983,-0.005714861881280259
0.104,-0.005846227468341153
0.1094,-0.006883482391781243
0.1151,-0.0045147101875193385
0.1207,-0.004878385800008489
0.1261,-0.005456670228346172
0.1318,-0.005654075397752756
0.1372,-0.0057128857465180705
0.1428,-0.004937155154524309
0.1485,-0.005401229959203974
0.1539,-0.005103473949106263
0.1596,-0.003313718545064015
