Experiment: Feb_19_eric5_chem_expt vial 4, Thu Feb 18 15:24:30 2021
0.0039,0.0
0.0096,0.0
0.015,-1.4482878329724613e-05
0.0207,-0.00015030280600014656
0.026,-0.0002282178761150444
0.0317,-0.0002193672201531438
0.0373,-7.230944896519098e-05
0.0428,-0.00024825852260357273
0.0484,-0.000428311708736695
0.0541,-0.000592160112957929
0.0594,-0.0004480531021460177
0.0652,-0.0005419293046577955
0.0705,-0.0005964350165568177
0.0762,-0.0002911944174539549
0.0816,-0.00029416807862348016
0.0873,-8.37360022534206e-05
0.0929,-0.00025638776190572976
0.0983,-0.00021641538870498245
0.104,-0.0001792177849022636
0.1094,-0.000563329689590164
0.1151,-0.0004913680341982474
0.1207,-0.00033673377500686996
0.1261,-0.0006426132297832066
0.1318,-0.0006366287780714686
0.1372,-0.0004009239949578358
0.1428,-0.000537886471678517
0.1485,-0.0005640812090283998
0.1539,-0.0006708551327974099
0.1596,-0.0003484494702483687
