Experiment: Feb_19_eric5_chem_expt vial 1, Thu Feb 18 15:24:30 2021
0.0039,0.0
0.0096,-0.0028451976165603243
0.015,-0.002031952885785615
0.0207,-0.001835929014872284
0.026,-0.003051428892362762
0.0317,-0.0018308952533183653
0.0373,-0.002435351689784815
0.0428,-0.0018334160650429476
0.0484,-0.001425652222062146
0.0541,-0.0016279522745918928
0.0594,-0.0018289994851553582
0.0652,-0.0024391787542193955
0.0705,-0.0036580622293944653
0.0762,-0.004680838231393647
0.0816,-0.005082004963123388
0.0873,-0.006306756715955153
0.0929,-0.005701500402009452
0.0983,-0.005704104722771941
0.104,-0.0075354934386506756
0.1094,-0.005909337187138597
0.1151,-0.0059317927919827484
0.1207,-0.006748490569294718
0.1261,-0.007362004776356845
0.1318,-0.005527645152398897
0.1372,-0.005937469799411232
0.1428,-0.007155990416702229
0.1485,-0.007161090112199231
0.1539,-0.007159181411651616
0.1596,-0.0061364151662404165
