Experiment: Feb_19_eric5_chem_expt vial 2, Thu Feb 18 15:24:30 2021
0.0039,0.0
0.0096,-3.347276181431269e-05
0.015,-0.0007270426769834248
0.0207,-0.0023679441114339284
0.026,-0.003086270833064564
0.0317,-0.002440264419036664
0.0373,-0.0030572607293806175
0.0428,0.0002774435734946845
0.0484,0.001286440980782455
0.0541,0.0009945609539083744
0.0594,-0.003100765472552336
0.0652,-0.0010619243027945036
0.0705,-0.0010379387422880804
0.0762,-0.0037419290710192232
0.0816,-0.003756470485468899
0.0873,-0.005097187044191376
0.0929,-0.003732230938294334
0.0983,-0.003110424709124926
0.104,-0.00612745468689968
0.1094,-0.00543243227843293
0.1151,-0.003824238636631616
0.1207,-0.007907695331034637
0.1261,-0.006866747271588425
0.1318,-0.00414009760535583
0.1372,-0.0062055735157873215
0.1428,-0.005544449314956568
0.1485,-0.007187554215881242
0.1539,-0.006501949635873805
0.1596,-0.004504425308986093
