Experiment: Feb_19_eric5_chem_expt vial 8, Thu Feb 18 15:24:31 2021
0.0039,0.0
0.0096,-0.0017425371595130024
0.015,-0.0006312822342238178
0.0207,-0.00013985990171461182
0.026,0.0006663890442224485
0.0317,0.002395614021886372
0.0373,0.0006663890442224485
0.0428,4.702970899383985e-05
0.0484,0.0011223283721717436
0.0541,0.00028094391041566524
0.0594,-0.00021040881453338045
0.0652,-0.0006782891918177825
0.0705,-0.0013684614676796603
0.0762,-0.0014850040670177922
0.0816,-0.001286235175582906
0.0873,-0.0010757341733311776
0.0929,-0.0023977478636298954
0.0983,-0.001227468413311339
0.104,-0.00147325223610828
0.1094,-0.000607772016129271
0.1151,0.000642871799756195
0.1207,-0.00036205026494018355
0.1261,-0.0007594442080636199
0.1318,-0.0003385280180259187
0.1372,-0.001437990004081291
0.1428,-0.00035028970309092244
0.1485,-0.001168673570632217
0.1539,-0.0018943488183000845
0.1596,-0.000993450055338796
